================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-09
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1859   POS         
2      GNK         80.00   100.00     0.1035   POS         
3      GPC         80.00   100.00     0.1226   POS         
4      STVN        80.00   100.00     0.1695   POS         
5      GOLF        80.00   100.00     0.1460   POS         
6      GOLD        80.00   100.00     0.1614   POS         
7      GOF         80.00   100.00     0.1199   POS         
8      GNW         80.00   100.00     0.3665   POS         
9      GNT         80.00   100.00     0.2059   POS         
10     GNE         80.00   100.00     0.2128   POS         
11     HCXY        80.00   100.00     0.2713   POS         
12     STWD        80.00   100.00     0.2155   POS         
13     GLW         80.00   100.00     1.0000   nan         
14     GJT         80.00   100.00     0.4946   POS         
15     GJP         80.00   100.00     0.5664   POS         
16     GJH         80.00   100.00     0.1980   POS         
17     GHY         80.00   100.00     0.0969   POS         
18     GHM         80.00   100.00     0.1014   POS         
19     STT         80.00   100.00     0.1212   POS         
20     STRw        80.00   100.00     0.2371   POS         
21     GPRK        80.00   100.00     0.2651   POS         
22     STRW        80.00   100.00     0.2356   POS         
23     STC         80.00   100.00     0.1447   POS         
24     HASI        80.00   100.00     0.2419   POS         
25     HAL         80.00   100.00     0.2539   POS         
26     GYLD        80.00   100.00     1.0000   POS         
27     GUT         80.00   100.00     0.1890   POS         
28     GUG         80.00   100.00     0.1658   POS         
29     STIP        80.00   100.00     0.1734   POS         
30     STIp        80.00   100.00     0.1647   POS         
31     GTES        80.00   100.00     0.1023   POS         
32     STK         80.00   100.00     0.0978   POS         
33     GS          80.00   100.00     0.0983   POS         
34     STM         80.00   100.00     0.1459   POS         
35     GRNT        80.00   100.00     0.2717   POS         
36     GRDN        80.00   100.00     0.1641   POS         
37     GRC         80.00   100.00     0.1191   POS         
38     GGB         80.00   100.00     0.1296   POS         
39     GFR         80.00   100.00     0.1586   POS         
40     GFL         80.00   100.00     0.1245   POS         
41     FpS         80.00   100.00     0.3109   POS         
42     SWX         80.00   100.00     0.1939   POS         
43     SWZ         80.00   100.00     0.1296   POS         
44     FVR         80.00   100.00     0.1542   POS         
45     SXC         80.00   100.00     0.1131   POS         
46     FTWO        80.00   100.00     0.0945   POS         
47     FTW         80.00   100.00     0.1029   POS         
48     SXI         80.00   100.00     0.0848   POS         
49     FTS         80.00   100.00     0.1785   POS         
50     FTK         80.00   100.00     0.1458   POS         

================================================================================
