================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-07
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      BK          80.00   100.00     0.1295   nan         
2      MUSE        80.00   100.00     1.0000   nan         
3      PX          80.00   100.00     1.0000   nan         
4      VSCO        80.00   100.00     0.1075   nan         
5      RBSPX       80.00   100.00     0.1904   nan         
6      RBSpX       80.00   100.00     0.1904   nan         
7      CBO         80.00   100.00     0.1347   nan         
8      PDCC        80.00   100.00     0.2148   nan         
9      PCGpX       80.00   100.00     0.1172   nan         
10     TOT         80.00   100.00     0.1979   nan         
11     MCOW        80.00   100.00     0.1128   nan         
12     MCOw        80.00   100.00     0.1138   nan         
13     MMID        80.00   100.00     0.1745   nan         
14     MPO         80.00   100.00     0.2665   nan         
15     ATGE        80.00   100.00     0.1728   nan         
16     PSTG        80.00   100.00     1.0000   nan         
17     FDP         80.00   100.00     0.1463   nan         
18     MHS         79.84    99.74     0.0776   nan         
19     FIXT        79.81    99.68     1.0000   nan         
20     IGCB        79.71    99.51     0.2207   nan         
21     BMM         79.70    99.51     0.2723   nan         
22     CPSR        79.62    99.37     0.1741   nan         
23     CUK         79.36    98.93     0.1534   nan         
24     DIP         79.34    98.90     0.1845   nan         
25     HVT         79.27    98.78     0.1031   nan         
26     PEGPX       79.23    98.71     0.0807   nan         
27     TDSPU       79.15    98.59     1.0000   nan         
28     RYI         79.09    98.48     1.0000   nan         
29     NXN         78.99    98.32     0.1166   nan         
30     TRY         78.92    98.20     1.0000   nan         
31     AHL         78.80    97.99     0.3149   nan         
32     SPY         78.78    97.96     0.0954   nan         
33     EFT         78.76    97.94     0.1393   nan         
34     ECCX        78.61    97.69     0.2666   nan         
35     RAC         78.61    97.68     0.1932   nan         
36     TVE         78.61    97.68     0.1568   nan         
37     RESI        78.57    97.61     0.2729   nan         
38     PCI         78.53    97.55     0.1057   nan         
39     GEB.CL      78.51    97.52     0.2562   nan         
40     UNHw        78.50    97.49     0.1144   nan         
41     UNHW        78.48    97.47     0.1418   nan         
42     ONON        78.46    97.43     0.1218   nan         
43     NFJ         78.43    97.39     0.1273   nan         
44     HTB         78.42    97.36     0.1674   nan         
45     VNOPN       78.41    97.35     1.0000   nan         
46     RFMZ        78.40    97.34     0.1280   nan         
47     ANF         78.37    97.29     1.0000   nan         
48     SILA        78.31    97.18     0.1603   nan         
49     GFL         78.30    97.16     0.1250   nan         
50     AIN         78.29    97.15     0.1535   nan         

================================================================================
