================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-06-15
Ranking Method: Baseline (Rule-Based)
Fallback Reason: Training error: Input y contains NaN.
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      A             nan      nan     0.0000   nan         
2      AA            nan      nan     0.0000   nan         
3      AAM           nan      nan     0.0000   nan         
4      AAMI          nan      nan     0.0000   nan         
5      AAP           nan      nan     0.0000   nan         
6      AAPw          nan      nan     0.0000   nan         
7      AAT           nan      nan     0.0000   nan         
8      AAUC          nan      nan     0.0000   nan         
9      AApB          nan      nan     0.0000   nan         
10     AB            nan      nan     0.0000   nan         
11     ABBV          nan      nan     0.0000   nan         
12     ABCB          nan      nan     0.0000   nan         
13     ABEV          nan      nan     0.0000   nan         
14     ABG           nan      nan     0.0000   nan         
15     ABM           nan      nan     0.0000   nan         
16     ABR           nan      nan     0.0000   nan         
17     ABT           nan      nan     0.0000   nan         
18     ABX           nan      nan     0.0000   nan         
19     ACA           nan      nan     0.0000   nan         
20     ACB           nan      nan     0.0000   nan         
21     ACCO          nan      nan     0.0000   nan         
22     ACEL          nan      nan     0.0000   nan         
23     ACH           nan      nan     0.0000   nan         
24     ACHR          nan      nan     0.0000   nan         
25     ACI           nan      nan     0.0000   nan         
26     ACIW          nan      nan     0.0000   nan         
27     ACIw          nan      nan     0.0000   nan         
28     ACL           nan      nan     0.0000   nan         
29     ACLO          nan      nan     0.0000   nan         
30     ACM           nan      nan     0.0000   nan         
31     ACN           nan      nan     0.0000   nan         
32     ACP           nan      nan     0.0000   nan         
33     ACPPA         nan      nan     0.0000   nan         
34     ACR           nan      nan     0.0000   nan         
35     ACRE          nan      nan     0.0000   nan         
36     ACV           nan      nan     0.0000   nan         
37     ACVA          nan      nan     0.0000   nan         
38     AD            nan      nan     0.0000   nan         
39     ADC           nan      nan     0.0000   nan         
40     ADCT          nan      nan     0.0000   nan         
41     ADM           nan      nan     0.0000   nan         
42     ADNT          nan      nan     0.0000   nan         
43     ADT           nan      nan     0.0000   nan         
44     ADX           nan      nan     0.0000   nan         
45     AEB           nan      nan     0.0000   nan         
46     AEE           nan      nan     0.0000   nan         
47     AEFC          nan      nan     0.0000   nan         
48     AEG           nan      nan     0.0000   nan         
49     AEM           nan      nan     0.0000   nan         
50     AEO           nan      nan     0.0000   nan         

================================================================================
