================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-18
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1850   POS         
2      JGH         80.00   100.00     0.1289   POS         
3      KEX         80.00   100.00     0.0663   POS         
4      KBDC        80.00   100.00     0.1273   POS         
5      JRI         80.00   100.00     0.0903   POS         
6      JPM         80.00   100.00     0.1210   POS         
7      JPC         80.00   100.00     0.1166   POS         
8      JOF         80.00   100.00     0.1370   POS         
9      JOBY        80.00   100.00     0.0859   POS         
10     JMM         80.00   100.00     0.0991   POS         
11     JFR         80.00   100.00     0.1115   POS         
12     AA          80.00   100.00     1.0000   POS         
13     JENA        80.00   100.00     0.2485   POS         
14     JCI         80.00   100.00     0.1097   POS         
15     JCE         80.00   100.00     0.1395   POS         
16     JBTM        80.00   100.00     0.1271   POS         
17     JBS         80.00   100.00     0.1904   POS         
18     JBND        80.00   100.00     1.0000   POS         
19     JBL         80.00   100.00     0.1124   POS         
20     JBK         80.00   100.00     0.2882   POS         
21     KEY         80.00   100.00     0.1067   POS         
22     KF          80.00   100.00     0.1349   POS         
23     J           80.00   100.00     1.0000   POS         
24     KODK        80.00   100.00     0.1229   POS         
25     LBRT        80.00   100.00     0.2280   POS         
26     LB          80.00   100.00     0.1995   nan         
27     KYN         80.00   100.00     0.1837   POS         
28     KVUE        80.00   100.00     0.1696   POS         
29     KTN         80.00   100.00     0.2778   POS         
30     KTH         80.00   100.00     0.3224   POS         
31     KSS         80.00   100.00     1.0000   POS         
32     KRP         80.00   100.00     0.1987   POS         
33     KNX         80.00   100.00     1.0000   POS         
34     KGC         80.00   100.00     1.0000   POS         
35     KNOP        80.00   100.00     0.0645   POS         
36     KN          80.00   100.00     0.1097   POS         
37     KMPB        80.00   100.00     0.1279   POS         
38     KMI         80.00   100.00     0.1248   POS         
39     KMB         80.00   100.00     0.1166   POS         
40     KLAR        80.00   100.00     0.1205   POS         
41     KKR         80.00   100.00     0.0741   POS         
42     KIO         80.00   100.00     0.0946   POS         
43     JBGS        80.00   100.00     0.1200   POS         
44     ITW         80.00   100.00     0.0919   POS         
45     LEVI        80.00   100.00     0.1077   POS         
46     HVT         80.00   100.00     0.1022   POS         
47     IBM         80.00   100.00     0.1357   POS         
48     IAG         80.00   100.00     1.0000   POS         
49     IAE         80.00   100.00     0.0895   POS         
50     HZO         80.00   100.00     0.1095   POS         

================================================================================
