================================================================================
TOP 50 STOCKS - Generated: 2026-03-26 01:04:32
Analysis Period: 2023-06-01 to 2026-03-24
Total Stocks Analyzed: 130
================================================================================

Rank  Symbol    Signal           Score    Confidence   IC10d  Hist   Prior  BScore       Price   Predicted    Return
--------------------------------------------------------------------------------------------------------------------
1     IMO       NEUTRAL            2.9   LOW (19%)   1.000   116    0.17     5.3         nan       66.70      nan%
2     USAS      NEUTRAL           -5.7   LOW (24%)   1.000   130    0.18     4.6         nan        0.59      nan%
3     BATL      BUY                5.2   LOW (19%)   1.000    83    0.12     4.2         nan        1.30      nan%
4     BDL       NEUTRAL            1.0   LOW (24%)   1.000    89    0.13     4.0       32.50       29.98    -7.75%
5     NG        NEUTRAL            0.1   LOW (24%)   1.000    90    0.13     3.9         nan        3.57      nan%
6     UMAC      BUY                5.2   LOW (19%)   1.000    67    0.10     3.6         nan        9.94      nan%
7     OBE       BUY               10.8   LOW (19%)   1.000    45    0.06     3.4         nan        6.08      nan%
8     ACU       NEUTRAL            0.1   LOW (24%)   1.000    77    0.11     3.3         nan       38.98      nan%
9     STRW      BUY                6.9   LOW (19%)   1.000    36    0.05     2.5         nan       10.04      nan%
10    AEF       NEUTRAL           -3.9   LOW (24%)   1.000    66    0.09     2.2         nan        4.57      nan%
11    SCCF      BUY                6.9   LOW (19%)   1.000    27    0.04     2.1         nan       19.06      nan%
12    CET       NEUTRAL           -5.9   LOW (29%)   1.000    76    0.11     2.1         nan       30.52      nan%
13    CNDA      BUY                7.2   LOW (27%)   0.104    17    0.02     2.1       11.42       11.24    -1.61%
14    NGD       SELL             -15.8   LOW (33%)   1.000   131    0.19     1.9        9.08        6.70   -26.17%
15    NRXS      NEUTRAL           -1.4   LOW (24%)   1.000    49    0.07     1.9         nan        3.64      nan%
16    REPX      NEUTRAL            2.4   LOW (24%)   1.000    32    0.05     1.8         nan       25.98      nan%
17    NML       NEUTRAL           -4.7   LOW (24%)   1.000    59    0.08     1.7         nan        8.29      nan%
18    BKTI      SELL              -8.3   LOW (29%)   1.000    79    0.11     1.7         nan       12.56      nan%
19    EQX       SELL             -16.1   LOW (29%)   1.000   112    0.16     1.6         nan        5.95      nan%
20    SLSR      NEUTRAL           -3.9   LOW (24%)   1.000    50    0.07     1.5         nan        3.30      nan%
21    IAF       NEUTRAL           -2.2   LOW (24%)   1.000    41    0.06     1.4         nan       10.13      nan%
22    GTE       NEUTRAL            2.4   LOW (24%)   1.000    23    0.03     1.4         nan        6.27      nan%
23    SCCB      NEUTRAL            4.0   LOW (23%)   0.117    15    0.02     1.3       24.98       24.94    -0.15%
24    SCCE      BUY                6.9   LOW (19%)   1.000     7    0.01     1.2       23.57       22.33    -5.27%
25    LEGT      NEUTRAL           -3.9   LOW (24%)   1.000    44    0.06     1.2         nan       10.01      nan%
26    ORLA      SELL             -14.0   LOW (29%)   1.000    94    0.13     1.2         nan       10.18      nan%
27    ELA       NEUTRAL            2.9   LOW (19%)   1.000    17    0.02     1.1         nan        4.66      nan%
28    SIF       NEUTRAL           -0.7   LOW (24%)   1.000    28    0.04     1.1         nan        3.56      nan%
29    IDR       SELL              -9.2   LOW (29%)   1.000    68    0.10     1.1         nan       12.72      nan%
30    BHB       SELL             -10.0   LOW (29%)   1.000    69    0.10     0.9         nan       30.37      nan%
31    WYY       NEUTRAL           -0.5   LOW (24%)   1.000    22    0.03     0.8         nan        3.44      nan%
32    SCCG      NEUTRAL           -4.7   LOW (24%)   1.000    38    0.05     0.8         nan       18.94      nan%
33    MPTI      SELL              -8.8   LOW (29%)   1.000    59    0.08     0.8         nan       39.49      nan%
34    COE       NEUTRAL            3.4   LOW (19%)   1.000     6    0.01     0.7         nan        7.27      nan%
35    CEV       SELL              -9.2   LOW (29%)   1.000    59    0.08     0.7         nan        9.05      nan%
36    ARMP      SELL              -8.2   LOW (29%)   1.000    53    0.08     0.6         nan        1.94      nan%
37    PED       NEUTRAL            2.4   LOW (24%)   1.000     5    0.01     0.6         nan        0.61      nan%
38    UUU       NEUTRAL            1.5   LOW (24%)   1.000     8    0.01     0.6         nan        5.08      nan%
39    GLU       SELL              -7.7   LOW (24%)   1.000    43    0.06     0.5         nan       11.32      nan%
40    DIT       SELL              -7.2   LOW (24%)   1.000    39    0.06     0.5       87.54       94.44    +7.89%
41    TMP       NEUTRAL           -3.9   LOW (24%)   1.000    26    0.04     0.5         nan       43.92      nan%
42    GLV       SELL              -7.4   LOW (29%)   1.000    45    0.06     0.4         nan        3.98      nan%
43    PTN       NEUTRAL           -2.3   LOW (24%)   1.000    19    0.03     0.4         nan       10.35      nan%
44    MXC       NEUTRAL           -3.6   LOW (24%)   1.000    23    0.03     0.4         nan       11.57      nan%
45    UAMY      SELL              -6.4   LOW (24%)   1.000    33    0.05     0.3         nan        7.67      nan%
46    AAP       SELL             -16.0   LOW (33%)   1.000    94    0.13     0.3         nan       46.14      nan%
47    ELLO      SELL              -8.2   LOW (29%)   1.000    44    0.06     0.2       25.33       22.13   -12.62%
48    ECF       NEUTRAL           -3.9   LOW (24%)   1.000     6    0.01    -0.4         nan        6.92      nan%
49    CMT       NEUTRAL           -4.7   LOW (24%)   1.000     5    0.01    -0.6         nan       17.93      nan%
50    INFU      SELL              -7.6   LOW (24%)   1.000    21    0.03    -0.4         nan        9.95      nan%

====================================================================================================================
Summary: 0 STRONG_BUY, 7 BUY, 27 NEUTRAL, 82 SELL, 14 STRONG_SELL | Avg IC: 0.965 (130 IC-enabled)
Bayesian Ranking: Enabled (alpha=703 historical runs analyzed)
====================================================================================================================
