================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-08-25
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1639   POS         
2      PUMP        80.00   100.00     0.1071   POS         
3      PSFE        80.00   100.00     0.2363   POS         
4      FLY         80.00   100.00     0.0990   POS         
5      FLXR        80.00   100.00     1.0000   POS         
6      FLUT        80.00   100.00     0.1199   POS         
7      FLS         80.00   100.00     0.1775   POS         
8      FLR         80.00   100.00     0.1736   POS         
9      FLO         80.00   100.00     0.1310   POS         
10     FLNG        80.00   100.00     0.2471   POS         
11     FIXT        80.00   100.00     1.0000   POS         
12     PSO         80.00   100.00     0.1046   POS         
13     PSTG        80.00   100.00     1.0000   nan         
14     FINS        80.00   100.00     0.0953   POS         
15     PSTL        80.00   100.00     0.1310   POS         
16     FIGS        80.00   100.00     0.1153   POS         
17     FICO        80.00   100.00     0.1226   POS         
18     FGSN        80.00   100.00     0.0531   POS         
19     FGN         80.00   100.00     0.1099   POS         
20     FMN         80.00   100.00     0.0892   POS         
21     PSF         80.00   100.00     0.0778   POS         
22     FMS         80.00   100.00     0.0970   POS         
23     FPA         80.00   100.00     0.1037   POS         
24     PRMB        80.00   100.00     0.1182   POS         
25     PRS         80.00   100.00     0.1149   POS         
26     FRA         80.00   100.00     0.1296   POS         
27     FPS         80.00   100.00     0.4064   POS         
28     PRU         80.00   100.00     0.1563   POS         
29     FPH         80.00   100.00     0.0976   POS         
30     FPF         80.00   100.00     0.0858   POS         
31     FOUR        80.00   100.00     1.0000   POS         
32     FMX         80.00   100.00     0.0871   POS         
33     PSA         80.00   100.00     0.1221   POS         
34     PSBD        80.00   100.00     0.0844   POS         
35     FNV         80.00   100.00     0.1470   POS         
36     FNF         80.00   100.00     0.0927   POS         
37     FND         80.00   100.00     0.0744   POS         
38     FNB         80.00   100.00     0.1224   POS         
39     FN          80.00   100.00     0.2819   POS         
40     PUK         80.00   100.00     0.0908   POS         
41     FFA         80.00   100.00     0.1207   POS         
42     FSK         80.00   100.00     0.0956   POS         
43     FF          80.00   100.00     0.1204   POS         
44     EW          80.00   100.00     0.1390   POS         
45     EVTR        80.00   100.00     1.0000   POS         
46     RBC         80.00   100.00     0.1220   POS         
47     EVTC        80.00   100.00     0.1235   POS         
48     RBLX        80.00   100.00     1.0000   POS         
49     EVRG        80.00   100.00     0.0920   POS         
50     EVR         80.00   100.00     0.1014   POS         

================================================================================
