================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-08-27
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1719   POS         
2      LNN         80.00   100.00     0.1841   POS         
3      LNC         80.00   100.00     0.1324   POS         
4      LMT         80.00   100.00     0.1275   POS         
5      LION        80.00   100.00     0.1311   POS         
6      LIN         80.00   100.00     0.1340   POS         
7      LHX         80.00   100.00     0.0748   POS         
8      LEVI        80.00   100.00     0.1365   POS         
9      LEG         80.00   100.00     0.0993   POS         
10     LEA         80.00   100.00     0.1727   POS         
11     LDOS        80.00   100.00     0.0726   POS         
12     LBRT        80.00   100.00     0.2213   POS         
13     LB          80.00   100.00     0.1970   POS         
14     KYN         80.00   100.00     0.1827   POS         
15     KVYO        80.00   100.00     1.0000   POS         
16     KVUE        80.00   100.00     0.1694   POS         
17     KTN         80.00   100.00     0.2775   POS         
18     KTH         80.00   100.00     0.3205   POS         
19     KTB         80.00   100.00     0.1147   POS         
20     KT          80.00   100.00     0.0569   POS         
21     KSS         80.00   100.00     1.0000   POS         
22     KRP         80.00   100.00     0.1979   POS         
23     KODK        80.00   100.00     0.1177   POS         
24     LNG         80.00   100.00     0.0724   CupHandle   
25     LOAR        80.00   100.00     0.1341   POS         
26     ICL         80.00   100.00     0.1353   POS         
27     LOB         80.00   100.00     0.0816   POS         
28     MDT         80.00   100.00     0.0986   POS         
29     MDST        80.00   100.00     0.3066   POS         
30     MCK         80.00   100.00     0.0862   POS         
31     MCI         80.00   100.00     0.1882   POS         
32     MC          80.00   100.00     0.0762   POS         
33     MBC         80.00   100.00     1.0000   POS         
34     MARw        80.00   100.00     0.2243   POS         
35     MARW        80.00   100.00     0.2243   POS         
36     MAGN        80.00   100.00     0.1794   POS         
37     MAC         80.00   100.00     1.0000   POS         
38     LZB         80.00   100.00     0.1443   POS         
39     LXU         80.00   100.00     0.0862   POS         
40     LXP         80.00   100.00     0.0763   POS         
41     LXFR        80.00   100.00     0.1184   POS         
42     LUXE        80.00   100.00     0.1377   POS         
43     LUMN        80.00   100.00     0.2313   POS         
44     LTC         80.00   100.00     0.2443   POS         
45     LRN         80.00   100.00     0.1351   POS         
46     LPX         80.00   100.00     0.0990   POS         
47     LOW         80.00   100.00     1.0000   POS         
48     LOMA        80.00   100.00     0.0847   POS         
49     KNTK        80.00   100.00     0.1195   POS         
50     KNF         80.00   100.00     0.1219   POS         

================================================================================
