================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-09-10
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      PSCF        80.00   100.00     0.0942   POS         
2      GPACU       80.00   100.00     0.3053   POS         
3      VCYT        80.00   100.00     1.0000   nan         
4      POWWP       80.00   100.00     0.2100   POS         
5      GIWWU       80.00   100.00     0.2331   POS         
6      PMN         80.00   100.00     1.0000   nan         
7      PLMKU       80.00   100.00     0.2641   POS         
8      ATLCZ       80.00   100.00     0.2641   POS         
9      ATLCP       80.00   100.00     0.1534   POS         
10     ATLCL       80.00   100.00     0.2838   POS         
11     PLBC        80.00   100.00     0.1592   POS         
12     GOODN       80.00   100.00     0.1346   POS         
13     ATHA        80.00   100.00     0.0945   nan         
14     GPAC        80.00   100.00     0.3578   POS         
15     GPAT        80.00   100.00     0.5008   POS         
16     GEME        80.00   100.00     0.1014   POS         
17     GPATU       80.00   100.00     0.3024   POS         
18     GPCR        80.00   100.00     1.0000   nan         
19     PFXNZ       80.00   100.00     0.2762   POS         
20     VIRC        80.00   100.00     1.0000   nan         
21     PFI         80.00   100.00     0.1166   POS         
22     PFBX        80.00   100.00     0.3016   POS         
23     GSBC        80.00   100.00     0.1448   POS         
24     GSHRU       80.00   100.00     0.3954   POS         
25     GSRF        80.00   100.00     0.1914   POS         
26     GSRFU       80.00   100.00     0.1522   POS         
27     ASPCU       80.00   100.00     0.1590   POS         
28     GTERU       80.00   100.00     0.5130   POS         
29     PPYA        80.00   100.00     0.5364   POS         
30     GECCI       80.00   100.00     0.2808   POS         
31     NPACU       80.00   100.00     0.1409   POS         
32     FWONA       80.00   100.00     1.0000   nan         
33     USMD        80.00   100.00     0.1327   POS         
34     FTAIM       80.00   100.00     0.2759   POS         
35     PUCK        80.00   100.00     0.1748   POS         
36     BANX        80.00   100.00     0.1522   POS         
37     FTII        80.00   100.00     0.2535   POS         
38     BAND        80.00   100.00     1.0000   nan         
39     USSH        80.00   100.00     0.1745   POS         
40     FULTP       80.00   100.00     0.2260   POS         
41     BACCU       80.00   100.00     0.1308   POS         
42     FUND        80.00   100.00     0.1101   POS         
43     FUSB        80.00   100.00     0.1948   POS         
44     FVNNU       80.00   100.00     1.0000   CupHandle   
45     AXINU       80.00   100.00     0.1261   POS         
46     GECCH       80.00   100.00     0.3131   POS         
47     UTMD        80.00   100.00     0.1279   POS         
48     AXIN        80.00   100.00     1.0000   nan         
49     FXNC        80.00   100.00     0.0633   POS         
50     FYT         80.00   100.00     0.0934   POS         

================================================================================
