================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-24
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1833   POS         
2      KODK        80.00   100.00     0.1231   POS         
3      KNTK        80.00   100.00     0.1180   POS         
4      KNF         80.00   100.00     0.0970   POS         
5      KN          80.00   100.00     0.1084   POS         
6      KMX         80.00   100.00     1.0000   POS         
7      KMPB        80.00   100.00     0.1289   POS         
8      KMB         80.00   100.00     0.1115   POS         
9      KKRT        80.00   100.00     0.1579   POS         
10     KGS         80.00   100.00     0.0984   POS         
11     KF          80.00   100.00     0.1319   POS         
12     AA          80.00   100.00     1.0000   POS         
13     KBR         80.00   100.00     0.1847   POS         
14     KAI         80.00   100.00     0.0982   POS         
15     JXN         80.00   100.00     0.1235   POS         
16     JMM         80.00   100.00     0.0951   POS         
17     JHX         80.00   100.00     0.1211   POS         
18     JCI         80.00   100.00     0.1095   POS         
19     JBTM        80.00   100.00     0.1245   POS         
20     KO          80.00   100.00     0.0698   POS         
21     KRP         80.00   100.00     0.1984   POS         
22     LOAR        80.00   100.00     0.1270   POS         
23     KSS         80.00   100.00     1.0000   POS         
24     LNG         80.00   100.00     0.0786   POS         
25     LMT         80.00   100.00     0.1446   POS         
26     LLY         80.00   100.00     1.0000   POS         
27     LION        80.00   100.00     0.1246   POS         
28     LIN         80.00   100.00     0.1092   POS         
29     LII         80.00   100.00     0.0919   POS         
30     LHX         80.00   100.00     0.1076   POS         
31     LGI         80.00   100.00     0.1281   POS         
32     LEVI        80.00   100.00     0.1032   POS         
33     LEN         80.00   100.00     0.0729   POS         
34     LEA         80.00   100.00     0.1829   POS         
35     LBRT        80.00   100.00     0.2345   POS         
36     KWR         80.00   100.00     0.0854   POS         
37     KVYO        80.00   100.00     1.0000   POS         
38     KVUE        80.00   100.00     0.1705   POS         
39     KTH         80.00   100.00     0.3245   POS         
40     KTB         80.00   100.00     0.0829   POS         
41     JBS         80.00   100.00     0.1989   POS         
42     JBL         80.00   100.00     0.1125   POS         
43     JBK         80.00   100.00     0.2867   POS         
44     JACS        80.00   100.00     0.4021   POS         
45     IDA         80.00   100.00     0.1389   POS         
46     ICL         80.00   100.00     0.1415   POS         
47     IBN         80.00   100.00     0.2104   POS         
48     IBM         80.00   100.00     0.1362   POS         
49     IAE         80.00   100.00     0.0896   POS         
50     HZO         80.00   100.00     0.1087   POS         

================================================================================
