================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-04
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1856   POS         
2      MARw        80.00   100.00     0.2248   POS         
3      MED         80.00   100.00     0.0868   POS         
4      MEC         80.00   100.00     0.1142   POS         
5      MDT         80.00   100.00     0.0976   POS         
6      MDST        80.00   100.00     0.3063   POS         
7      MCOw        80.00   100.00     0.1138   POS         
8      MCOW        80.00   100.00     0.1119   POS         
9      MCO         80.00   100.00     0.1758   POS         
10     MCI         80.00   100.00     0.1703   POS         
11     MCD         80.00   100.00     0.0736   POS         
12     MBC         80.00   100.00     1.0000   POS         
13     MATX        80.00   100.00     0.0896   POS         
14     MARW        80.00   100.00     0.2248   POS         
15     LPX         80.00   100.00     0.0966   POS         
16     MANU        80.00   100.00     0.1251   POS         
17     MAGN        80.00   100.00     0.1801   POS         
18     LZB         80.00   100.00     0.1372   POS         
19     LYV         80.00   100.00     0.0919   POS         
20     LYG         80.00   100.00     0.1238   POS         
21     LXU         80.00   100.00     0.0873   POS         
22     LXP         80.00   100.00     0.0772   POS         
23     LXFR        80.00   100.00     0.1184   POS         
24     LUXE        80.00   100.00     0.1366   POS         
25     LTH         80.00   100.00     0.1086   POS         
26     LTC         80.00   100.00     0.2435   POS         
27     MET         80.00   100.00     0.1767   POS         
28     MFA         80.00   100.00     0.1078   POS         
29     MFAN        80.00   100.00     0.3515   POS         
30     MFAO        80.00   100.00     0.3222   POS         
31     MNR         80.00   100.00     0.1482   POS         
32     MMU         80.00   100.00     0.0957   POS         
33     MMS         80.00   100.00     0.1495   POS         
34     MMKT        80.00   100.00     0.7084   POS         
35     MMID        80.00   100.00     0.1745   POS         
36     MLP         80.00   100.00     0.0959   POS         
37     MKL         80.00   100.00     0.1915   POS         
38     MITP        80.00   100.00     0.2979   POS         
39     MIAX        80.00   100.00     0.1269   POS         
40     MHLA        80.00   100.00     0.1226   POS         
41     MHF         80.00   100.00     0.1773   POS         
42     MH          80.00   100.00     0.1994   POS         
43     MGY         80.00   100.00     0.1922   POS         
44     MGRD        80.00   100.00     0.2225   POS         
45     MGRB        80.00   100.00     0.0990   POS         
46     MGR         80.00   100.00     0.0921   POS         
47     MGM         80.00   100.00     0.1116   POS         
48     MGA         80.00   100.00     0.1904   POS         
49     MFSV        80.00   100.00     1.0000   POS         
50     MFSI        80.00   100.00     1.0000   POS         

================================================================================
