================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-14
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1858   POS         
2      LEA         80.00   100.00     0.1779   POS         
3      LZB         80.00   100.00     0.1274   POS         
4      LYV         80.00   100.00     0.0878   POS         
5      LYG         80.00   100.00     0.1222   POS         
6      LXFR        80.00   100.00     0.1184   POS         
7      LW          80.00   100.00     0.0598   POS         
8      LUXE        80.00   100.00     0.1354   POS         
9      LUMN        80.00   100.00     0.2276   POS         
10     LTM         80.00   100.00     0.0816   POS         
11     LTH         80.00   100.00     0.1024   POS         
12     LSPD        80.00   100.00     0.0612   POS         
13     LRN         80.00   100.00     0.1349   POS         
14     LPX         80.00   100.00     0.0934   POS         
15     LOW         80.00   100.00     1.0000   POS         
16     LOB         80.00   100.00     0.0832   POS         
17     LOAR        80.00   100.00     0.1367   POS         
18     LNN         80.00   100.00     0.1825   POS         
19     LMT         80.00   100.00     0.1500   POS         
20     LLY         80.00   100.00     1.0000   POS         
21     LION        80.00   100.00     0.1246   nan         
22     LIN         80.00   100.00     0.1149   POS         
23     LII         80.00   100.00     0.0899   POS         
24     LHX         80.00   100.00     0.0942   POS         
25     LGI         80.00   100.00     0.1186   POS         
26     MA          80.00   100.00     0.0920   POS         
27     MAA         80.00   100.00     0.0843   POS         
28     MAC         80.00   100.00     1.0000   POS         
29     MD          80.00   100.00     0.0672   POS         
30     MFSI        80.00   100.00     1.0000   POS         
31     MFSB        80.00   100.00     1.0000   POS         
32     MFG         80.00   100.00     0.2102   POS         
33     MFC         80.00   100.00     0.1471   POS         
34     MFA         80.00   100.00     0.1033   POS         
35     MET         80.00   100.00     0.1773   POS         
36     MED         80.00   100.00     0.0867   POS         
37     MEC         80.00   100.00     0.1155   POS         
38     MDT         80.00   100.00     0.0964   POS         
39     MDA         80.00   100.00     0.3490   POS         
40     MCY         80.00   100.00     0.0681   POS         
41     MAGN        80.00   100.00     0.1798   POS         
42     MCOw        80.00   100.00     0.1148   POS         
43     MCOW        80.00   100.00     0.1119   POS         
44     MCO         80.00   100.00     0.1807   POS         
45     MCK         80.00   100.00     0.0752   POS         
46     MCD         80.00   100.00     0.0774   POS         
47     MATX        80.00   100.00     0.0893   POS         
48     MAS         80.00   100.00     0.0566   POS         
49     MARw        80.00   100.00     0.2251   POS         
50     MARW        80.00   100.00     0.2251   POS         

================================================================================
