================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-09-22
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      CHRI        80.00   100.00     0.1699   nan         
2      AVUQ        80.00   100.00     0.1374   nan         
3      TDSC        80.00   100.00     0.1245   nan         
4      JTEK        80.00   100.00     1.0000   CupHandle   
5      ATHA        80.00   100.00     0.0945   nan         
6      KBWR        80.00   100.00     1.0000   nan         
7      ETHM        80.00   100.00     0.2581   nan         
8      TAPR        80.00   100.00     0.1725   nan         
9      ESSC        80.00   100.00     0.1155   nan         
10     LCDS        80.00   100.00     0.1329   nan         
11     LGCF        80.00   100.00     0.2315   POS         
12     EMPG        80.00   100.00     0.7005   nan         
13     LNGR        80.00   100.00     1.0000   nan         
14     WSBCO       80.00   100.00     0.1111   nan         
15     BASG        80.00   100.00     0.0966   nan         
16     LOGO        80.00   100.00     0.1689   nan         
17     LRCX        80.00   100.00     1.0000   nan         
18     BDGS        80.00   100.00     0.1864   nan         
19     LULU        80.00   100.00     1.0000   nan         
20     LUNR        80.00   100.00     1.0000   nan         
21     SNDK        80.00   100.00     1.0000   nan         
22     MAGH        80.00   100.00     0.3185   nan         
23     MARA        80.00   100.00     1.0000   nan         
24     SMCF        80.00   100.00     0.1106   POS         
25     EXAS        80.00   100.00     0.1062   nan         
26     THMZ        80.00   100.00     0.1179   nan         
27     ARTC        80.00   100.00     0.2772   POS         
28     TQQQ        80.00   100.00     1.0000   nan         
29     WINV        80.00   100.00     0.4324   POS         
30     WHLRD       80.00   100.00     0.1238   nan         
31     AEMD        80.00   100.00     1.0000   nan         
32     WDC         80.00   100.00     1.0000   nan         
33     AGEM        80.00   100.00     0.1135   nan         
34     AGNC        80.00   100.00     1.0000   nan         
35     VUSE        80.00   100.00     0.1322   nan         
36     VKTX        80.00   100.00     1.0000   CupHandle   
37     VIAV        80.00   100.00     1.0000   nan         
38     ALAB        80.00   100.00     1.0000   nan         
39     ALFUU       80.00   100.00     0.3758   POS         
40     FITBI       80.00   100.00     0.1788   nan         
41     ALIL        80.00   100.00     0.2080   nan         
42     USMD        80.00   100.00     0.1281   nan         
43     AMDL        80.00   100.00     1.0000   nan         
44     UMBFO       80.00   100.00     0.1323   nan         
45     INRO        80.00   100.00     0.1171   nan         
46     UBFO        80.00   100.00     0.2032   nan         
47     TXUG        80.00   100.00     0.2030   nan         
48     IOVA        80.00   100.00     1.0000   nan         
49     TTEQ        80.00   100.00     1.0000   CupHandle   
50     MCHPP       80.00   100.00     0.1836   nan         

================================================================================
