================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-08-26
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      AACB        80.00   100.00     0.2696   POS         
2      IONX        80.00   100.00     0.1337   POS         
3      INKT        80.00   100.00     0.1335   POS         
4      INOD        80.00   100.00     0.1383   POS         
5      INRO        80.00   100.00     0.1175   POS         
6      INTG        80.00   100.00     0.0812   POS         
7      INTW        80.00   100.00     0.1349   POS         
8      INVA        80.00   100.00     0.1010   POS         
9      IONL        80.00   100.00     0.1114   POS         
10     IOSP        80.00   100.00     0.1023   POS         
11     IGIB        80.00   100.00     0.0664   POS         
12     IPAR        80.00   100.00     0.1436   POS         
13     IRON        80.00   100.00     0.1059   POS         
14     ISRL        80.00   100.00     0.2785   nan         
15     ITEQ        80.00   100.00     0.0890   POS         
16     ITIC        80.00   100.00     0.1137   POS         
17     ITRI        80.00   100.00     0.0896   POS         
18     IUSG        80.00   100.00     0.0972   POS         
19     INDY        80.00   100.00     0.0941   POS         
20     INDV        80.00   100.00     0.1109   POS         
21     INDH        80.00   100.00     0.1084   POS         
22     INBX        80.00   100.00     0.0791   POS         
23     IIIN        80.00   100.00     0.2058   POS         
24     IJT         80.00   100.00     0.1223   POS         
25     ILPT        80.00   100.00     0.1712   POS         
26     IMA         80.00   100.00     0.1853   POS         
27     IMAQ        80.00   100.00     0.2806   POS         
28     IMCV        80.00   100.00     0.0968   POS         
29     IMMR        80.00   100.00     0.1512   POS         
30     IMOM        80.00   100.00     0.1170   POS         
31     IMPPP       80.00   100.00     0.1044   POS         
32     IMSR        80.00   100.00     0.1787   POS         
33     IMTX        80.00   100.00     0.0591   POS         
34     IMVT        80.00   100.00     0.1584   POS         
35     INAC        80.00   100.00     0.4037   POS         
36     INACU       80.00   100.00     0.2843   POS         
37     INBKZ       80.00   100.00     0.1642   POS         
38     IUSV        80.00   100.00     0.0886   POS         
39     IVAL        80.00   100.00     0.1325   POS         
40     IXUS        80.00   100.00     0.1741   POS         
41     KCLI        80.00   100.00     0.1079   POS         
42     KE          80.00   100.00     0.0844   POS         
43     KEQU        80.00   100.00     0.0992   POS         
44     KFFB        80.00   100.00     0.1091   POS         
45     KFII        80.00   100.00     0.3928   POS         
46     KFIIU       80.00   100.00     0.2954   POS         
47     KJD         80.00   100.00     0.1831   POS         
48     KMB         80.00   100.00     0.1311   POS         
49     KMTS        80.00   100.00     0.1748   POS         
50     KNGZ        80.00   100.00     0.0794   POS         

================================================================================
