================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-03
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1844   POS         
2      MAGN        80.00   100.00     0.1800   POS         
3      MCOW        80.00   100.00     0.1119   POS         
4      MCO         80.00   100.00     0.1733   POS         
5      MCK         80.00   100.00     0.0784   POS         
6      MCD         80.00   100.00     0.0738   POS         
7      MCB         80.00   100.00     0.0488   POS         
8      MC          80.00   100.00     0.0761   POS         
9      MBC         80.00   100.00     1.0000   POS         
10     MATX        80.00   100.00     0.0896   POS         
11     MARw        80.00   100.00     0.2248   nan         
12     MARW        80.00   100.00     0.2248   nan         
13     MANU        80.00   100.00     0.1212   POS         
14     MAA         80.00   100.00     0.0887   POS         
15     MCS         80.00   100.00     0.0867   POS         
16     LZB         80.00   100.00     0.1386   POS         
17     LYV         80.00   100.00     0.0924   POS         
18     LYG         80.00   100.00     0.1242   POS         
19     LXFR        80.00   100.00     0.1184   POS         
20     LUXE        80.00   100.00     0.1369   POS         
21     LUV         80.00   100.00     0.0563   POS         
22     LUMN        80.00   100.00     0.2303   POS         
23     LTH         80.00   100.00     0.1104   nan         
24     LTC         80.00   100.00     0.2438   POS         
25     LSPD        80.00   100.00     0.0612   POS         
26     LRN         80.00   100.00     0.1354   POS         
27     MCOw        80.00   100.00     0.1140   POS         
28     MD          80.00   100.00     0.0673   POS         
29     LOW         80.00   100.00     1.0000   POS         
30     MGA         80.00   100.00     0.1894   POS         
31     MIR         80.00   100.00     0.0853   POS         
32     MIAX        80.00   100.00     0.1245   POS         
33     MHNC        80.00   100.00     0.0902   POS         
34     MHLA        80.00   100.00     0.1228   POS         
35     MHF         80.00   100.00     0.1773   POS         
36     MH          80.00   100.00     0.2008   POS         
37     MGY         80.00   100.00     0.1902   POS         
38     MGRD        80.00   100.00     0.2236   POS         
39     MGRB        80.00   100.00     0.0987   POS         
40     MGR         80.00   100.00     0.0922   POS         
41     MGM         80.00   100.00     0.1140   POS         
42     MFSV        80.00   100.00     1.0000   POS         
43     MDT         80.00   100.00     0.0973   POS         
44     MFSI        80.00   100.00     1.0000   POS         
45     MFSG        80.00   100.00     0.0595   POS         
46     MFSB        80.00   100.00     1.0000   POS         
47     MFG         80.00   100.00     0.2067   POS         
48     MFC         80.00   100.00     0.1448   POS         
49     MFAO        80.00   100.00     0.3226   POS         
50     MFAN        80.00   100.00     0.3513   POS         

================================================================================
