================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-08-14
Ranking Method: Baseline (Rule-Based)
Fallback Reason: ML diverging from baseline (corr=0.00, min=0.5)
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      AACB        80.00   100.00     0.2619   POS         
2      SRZN        80.00   100.00     0.1499   POS         
3      PLMR        80.00   100.00     0.1329   POS         
4      PLMKU       80.00   100.00     0.2706   POS         
5      GOLD        80.00   100.00     0.1513   POS         
6      SSBI        80.00   100.00     0.1608   POS         
7      SSEA        80.00   100.00     0.3932   POS         
8      SSEAU       80.00   100.00     0.4696   POS         
9      GOODN       80.00   100.00     0.1316   POS         
10     SSSSL       80.00   100.00     0.1909   POS         
11     GOODO       80.00   100.00     0.0852   POS         
12     CLPT        80.00   100.00     0.1310   POS         
13     PLMK        80.00   100.00     0.3464   POS         
14     PLBL        80.00   100.00     0.2585   POS         
15     PLBC        80.00   100.00     0.1546   POS         
16     GPAC        80.00   100.00     0.3754   POS         
17     CLOA        80.00   100.00     0.1979   POS         
18     STEP        80.00   100.00     0.1860   POS         
19     GPACU       80.00   100.00     0.2980   POS         
20     GPAT        80.00   100.00     0.4221   POS         
21     STI         80.00   100.00     0.1113   POS         
22     GPOR        80.00   100.00     0.2077   POS         
23     GPRE        80.00   100.00     0.1114   POS         
24     STNC        80.00   100.00     0.1062   POS         
25     CLFD        80.00   100.00     0.1287   POS         
26     PLPC        80.00   100.00     0.2549   POS         
27     PLRZ        80.00   100.00     0.2649   POS         
28     CNMD        80.00   100.00     0.1279   POS         
29     CMBO        80.00   100.00     0.2710   POS         
30     SPIT        80.00   100.00     0.3658   POS         
31     GLNG        80.00   100.00     0.2153   POS         
32     SPKL        80.00   100.00     0.1997   POS         
33     GLOW        80.00   100.00     0.2409   POS         
34     SPLS        80.00   100.00     0.1603   POS         
35     GLPI        80.00   100.00     0.2253   POS         
36     GLRE        80.00   100.00     0.1527   POS         
37     SPOK        80.00   100.00     0.2000   POS         
38     GLSI        80.00   100.00     0.1956   POS         
39     SPRC        80.00   100.00     0.1504   POS         
40     PMTR        80.00   100.00     0.1752   POS         
41     PMN         80.00   100.00     0.1005   POS         
42     GLXY        80.00   100.00     0.1422   POS         
43     SPT         80.00   100.00     0.1244   POS         
44     SPXD        80.00   100.00     0.2068   POS         
45     SPYQ        80.00   100.00     0.0761   POS         
46     SQFTP       80.00   100.00     0.3309   POS         
47     PLTU        80.00   100.00     0.1607   POS         
48     PLTR        80.00   100.00     0.1338   POS         
49     CME         80.00   100.00     0.0733   POS         
50     SRAD        80.00   100.00     0.0873   POS         

================================================================================
