================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-09-16
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      RILYN       80.00   100.00     0.2345   POS         
2      TAXT        80.00   100.00     0.1657   POS         
3      FMB         80.00   100.00     0.1220   POS         
4      APXTU       80.00   100.00     0.3033   POS         
5      SYZ         80.00   100.00     0.1395   POS         
6      SZZLU       80.00   100.00     0.3031   POS         
7      TACOU       80.00   100.00     0.1271   POS         
8      ONBPP       80.00   100.00     0.2451   POS         
9      BUSEP       80.00   100.00     0.2221   POS         
10     TAPR        80.00   100.00     0.1691   POS         
11     TAXE        80.00   100.00     0.1199   POS         
12     TAXS        80.00   100.00     0.1074   POS         
13     DMIIU       80.00   100.00     0.2399   POS         
14     FLXN        80.00   100.00     0.2087   POS         
15     LKSP        80.00   100.00     0.3224   POS         
16     OFSSO       80.00   100.00     0.3000   POS         
17     TCBIO       80.00   100.00     0.0896   POS         
18     EHLS        80.00   100.00     0.0833   POS         
19     OCCIM       80.00   100.00     0.1243   POS         
20     OBAWU       80.00   100.00     0.4307   POS         
21     KCLI        80.00   100.00     0.1064   POS         
22     DMAAU       80.00   100.00     0.4178   POS         
23     OACCU       80.00   100.00     0.3408   POS         
24     BHFAP       80.00   100.00     0.1216   POS         
25     SWSS        80.00   100.00     0.5014   POS         
26     DNMXU       80.00   100.00     0.3927   POS         
27     SUSB        80.00   100.00     0.0982   POS         
28     KFIIU       80.00   100.00     0.2954   POS         
29     SPEGU       80.00   100.00     0.4475   POS         
30     SPIT        80.00   100.00     0.2904   POS         
31     SPLS        80.00   100.00     0.1148   POS         
32     BSMS        80.00   100.00     0.1966   POS         
33     BSMT        80.00   100.00     0.1889   POS         
34     EFTY        80.00   100.00     0.4285   POS         
35     BSMU        80.00   100.00     0.1695   POS         
36     BSMW        80.00   100.00     0.1446   POS         
37     FMUB        80.00   100.00     0.1054   POS         
38     BSMY        80.00   100.00     0.0810   POS         
39     ARTC        80.00   100.00     0.2720   POS         
40     SSEA        80.00   100.00     1.0000   nan         
41     GPATU       80.00   100.00     0.3020   POS         
42     BSSX        80.00   100.00     0.1149   POS         
43     OVLY        80.00   100.00     0.1804   POS         
44     OTGAU       80.00   100.00     0.2153   POS         
45     EGHA        80.00   100.00     0.1143   POS         
46     ORIQU       80.00   100.00     0.1224   POS         
47     EGHAU       80.00   100.00     0.3432   POS         
48     ORIQ        80.00   100.00     0.1894   POS         
49     STRRP       80.00   100.00     0.4493   POS         
50     AONC        80.00   100.00     0.2487   POS         

================================================================================
