================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-02
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1843   POS         
2      LOAR        80.00   100.00     0.1411   POS         
3      LNC         80.00   100.00     0.1338   nan         
4      LMT         80.00   100.00     0.1257   POS         
5      LLY         80.00   100.00     1.0000   POS         
6      LIN         80.00   100.00     0.1321   POS         
7      LII         80.00   100.00     0.1066   POS         
8      LHX         80.00   100.00     0.0791   POS         
9      LEVI        80.00   100.00     0.1258   POS         
10     LEA         80.00   100.00     0.1732   POS         
11     LBRT        80.00   100.00     0.2285   POS         
12     LB          80.00   100.00     0.1967   POS         
13     LADR        80.00   100.00     0.1410   POS         
14     LAD         80.00   100.00     0.0746   POS         
15     L           80.00   100.00     0.3992   POS         
16     KYN         80.00   100.00     0.1825   POS         
17     KVUE        80.00   100.00     0.1692   POS         
18     KTH         80.00   100.00     0.3226   POS         
19     KSS         80.00   100.00     1.0000   POS         
20     KRP         80.00   100.00     0.1980   POS         
21     KRMN        80.00   100.00     0.0830   POS         
22     KRG         80.00   100.00     0.0892   POS         
23     KR          80.00   100.00     0.0805   POS         
24     LNN         80.00   100.00     0.1845   POS         
25     LOB         80.00   100.00     0.0808   POS         
26     KODK        80.00   100.00     0.1216   POS         
27     LOMA        80.00   100.00     0.0751   POS         
28     MCOW        80.00   100.00     0.1109   POS         
29     MCN         80.00   100.00     0.0820   POS         
30     MCK         80.00   100.00     0.0824   POS         
31     MBC         80.00   100.00     1.0000   POS         
32     MANU        80.00   100.00     0.1192   POS         
33     MAGN        80.00   100.00     0.1799   POS         
34     MAA         80.00   100.00     0.0890   POS         
35     LZB         80.00   100.00     0.1415   POS         
36     LYV         80.00   100.00     0.0927   POS         
37     LYG         80.00   100.00     0.1239   POS         
38     LYB         80.00   100.00     0.0745   POS         
39     LXU         80.00   100.00     0.0872   POS         
40     LXFR        80.00   100.00     0.1184   POS         
41     LUXE        80.00   100.00     0.1370   POS         
42     LUMN        80.00   100.00     0.2308   POS         
43     LTM         80.00   100.00     0.0823   POS         
44     LTH         80.00   100.00     0.1111   nan         
45     LTC         80.00   100.00     0.2441   POS         
46     LRN         80.00   100.00     0.1354   POS         
47     LPG         80.00   100.00     0.0773   POS         
48     LOW         80.00   100.00     1.0000   POS         
49     KOF         80.00   100.00     0.0892   POS         
50     KO          80.00   100.00     0.0772   POS         

================================================================================
