================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-16
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1850   POS         
2      JBS         80.00   100.00     0.1858   POS         
3      KNSL        80.00   100.00     0.0783   POS         
4      KMPB        80.00   100.00     0.1283   POS         
5      KMI         80.00   100.00     0.1248   POS         
6      KMB         80.00   100.00     0.1206   POS         
7      KLAR        80.00   100.00     0.1217   POS         
8      KKRT        80.00   100.00     0.1573   POS         
9      KGC         80.00   100.00     1.0000   POS         
10     KFY         80.00   100.00     0.1688   POS         
11     KF          80.00   100.00     0.1374   POS         
12     AA          80.00   100.00     1.0000   POS         
13     KBR         80.00   100.00     0.1857   POS         
14     KBDC        80.00   100.00     0.1285   POS         
15     KAI         80.00   100.00     0.1092   POS         
16     JPM         80.00   100.00     0.1216   POS         
17     JPC         80.00   100.00     0.1196   POS         
18     JMM         80.00   100.00     0.1007   POS         
19     JFR         80.00   100.00     0.1114   POS         
20     JENA        80.00   100.00     0.2400   POS         
21     JCI         80.00   100.00     0.1101   POS         
22     KODK        80.00   100.00     0.1229   POS         
23     KOF         80.00   100.00     0.0832   POS         
24     KRP         80.00   100.00     0.1996   POS         
25     LFT         80.00   100.00     0.1448   POS         
26     LOAR        80.00   100.00     0.1334   POS         
27     LNN         80.00   100.00     0.1840   POS         
28     LMT         80.00   100.00     0.1485   POS         
29     LLY         80.00   100.00     1.0000   POS         
30     LIN         80.00   100.00     0.1106   POS         
31     LII         80.00   100.00     0.0861   POS         
32     LHX         80.00   100.00     0.0976   POS         
33     LGI         80.00   100.00     0.1216   POS         
34     LEVI        80.00   100.00     0.1106   POS         
35     KSS         80.00   100.00     1.0000   POS         
36     LDP         80.00   100.00     1.0000   POS         
37     LBRT        80.00   100.00     0.2262   POS         
38     KWR         80.00   100.00     0.0843   POS         
39     KVYO        80.00   100.00     1.0000   POS         
40     KVUE        80.00   100.00     0.1689   POS         
41     KTN         80.00   100.00     0.2777   POS         
42     KTH         80.00   100.00     0.3210   POS         
43     KTB         80.00   100.00     0.0941   POS         
44     JBTM        80.00   100.00     0.1293   POS         
45     JBND        80.00   100.00     1.0000   POS         
46     DLR         80.00   100.00     0.0744   POS         
47     JBL         80.00   100.00     0.1140   POS         
48     IDE         80.00   100.00     0.1197   POS         
49     IDA         80.00   100.00     0.1427   POS         
50     ICL         80.00   100.00     0.1320   POS         

================================================================================
