================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-09-18
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      BFC         80.00   100.00     0.3437   POS         
2      EBI         80.00   100.00     0.0649   POS         
3      GSHR        80.00   100.00     0.2245   POS         
4      BUFI        80.00   100.00     0.3665   POS         
5      GSBC        80.00   100.00     0.1461   POS         
6      DYFI        80.00   100.00     0.0705   POS         
7      DYNB        80.00   100.00     0.1982   POS         
8      ORIQ        80.00   100.00     0.1874   POS         
9      JAPN        80.00   100.00     0.1137   POS         
10     DYORU       80.00   100.00     0.2301   POS         
11     EASY        80.00   100.00     0.1173   POS         
12     GPATU       80.00   100.00     0.3020   POS         
13     GPAT        80.00   100.00     0.5069   POS         
14     CBFV        80.00   100.00     0.2117   POS         
15     GSHRU       80.00   100.00     0.3949   POS         
16     GPACU       80.00   100.00     0.2946   POS         
17     RNEM        80.00   100.00     0.2502   POS         
18     AMUN        80.00   100.00     0.2205   POS         
19     GPAC        80.00   100.00     0.3551   POS         
20     GOODO       80.00   100.00     0.0919   POS         
21     GOODN       80.00   100.00     0.1283   POS         
22     CUBWU       80.00   100.00     0.4144   POS         
23     TUG         80.00   100.00     0.0547   POS         
24     CBK         80.00   100.00     0.1693   POS         
25     MYMI        80.00   100.00     0.1144   POS         
26     TURF        80.00   100.00     0.2282   POS         
27     IUS         80.00   100.00     0.1259   POS         
28     DWUS        80.00   100.00     0.1268   POS         
29     BSSX        80.00   100.00     0.1177   POS         
30     PFI         80.00   100.00     0.1135   POS         
31     DVXY        80.00   100.00     0.2680   nan         
32     BANFP       80.00   100.00     0.4841   POS         
33     BUSEP       80.00   100.00     0.2218   POS         
34     BANX        80.00   100.00     0.1533   POS         
35     SCDS        80.00   100.00     0.0639   POS         
36     TMB         80.00   100.00     0.2257   POS         
37     BASG        80.00   100.00     0.0972   nan         
38     APACU       80.00   100.00     0.3936   POS         
39     BASV        80.00   100.00     0.2141   POS         
40     ISBA        80.00   100.00     0.1987   POS         
41     MSBIP       80.00   100.00     0.3741   POS         
42     AONC        80.00   100.00     0.2477   POS         
43     GSRF        80.00   100.00     0.1836   POS         
44     DWAW        80.00   100.00     0.1090   POS         
45     RWAYL       80.00   100.00     0.1744   POS         
46     TPLS        80.00   100.00     0.2450   POS         
47     RUNN        80.00   100.00     0.0960   POS         
48     TRBF        80.00   100.00     0.0990   POS         
49     CIZN        80.00   100.00     0.0963   POS         
50     BUFM        80.00   100.00     0.1406   POS         

================================================================================
