================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-08-31
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1822   POS         
2      LII         80.00   100.00     0.1151   POS         
3      LGI         80.00   100.00     0.1198   POS         
4      LEVI        80.00   100.00     0.1318   POS         
5      LEA         80.00   100.00     0.1724   POS         
6      LDOS        80.00   100.00     0.0710   POS         
7      LBRT        80.00   100.00     0.2279   POS         
8      LB          80.00   100.00     0.1969   POS         
9      LADR        80.00   100.00     0.1404   POS         
10     KYN         80.00   100.00     0.1827   POS         
11     KWR         80.00   100.00     0.0788   POS         
12     KVYO        80.00   100.00     1.0000   POS         
13     KTB         80.00   100.00     0.1141   POS         
14     KSS         80.00   100.00     1.0000   POS         
15     KR          80.00   100.00     0.0804   POS         
16     KNOP        80.00   100.00     0.0645   POS         
17     KN          80.00   100.00     0.0981   POS         
18     KMI         80.00   100.00     0.1211   POS         
19     KMB         80.00   100.00     0.1261   POS         
20     KLAR        80.00   100.00     0.1340   POS         
21     KKRT        80.00   100.00     0.1475   POS         
22     LHX         80.00   100.00     0.0762   POS         
23     LIN         80.00   100.00     0.1326   POS         
24     DNA         80.00   100.00     0.1602   POS         
25     LMT         80.00   100.00     0.1257   POS         
26     MANU        80.00   100.00     0.1166   POS         
27     MAGN        80.00   100.00     0.1796   POS         
28     LZB         80.00   100.00     0.1461   POS         
29     LYV         80.00   100.00     0.0931   POS         
30     LYG         80.00   100.00     0.1247   POS         
31     LYB         80.00   100.00     0.0745   POS         
32     LXU         80.00   100.00     0.0863   POS         
33     LXFR        80.00   100.00     0.1184   POS         
34     LUXE        80.00   100.00     0.1374   POS         
35     LUMN        80.00   100.00     0.2311   POS         
36     LTC         80.00   100.00     0.2443   POS         
37     LRN         80.00   100.00     0.1353   POS         
38     LPX         80.00   100.00     0.0986   POS         
39     LPG         80.00   100.00     0.0783   POS         
40     LOW         80.00   100.00     1.0000   POS         
41     LOMA        80.00   100.00     0.0811   POS         
42     LNN         80.00   100.00     0.1841   POS         
43     LNG         80.00   100.00     0.0715   POS         
44     LNC         80.00   100.00     0.1333   POS         
45     KKR         80.00   100.00     0.0751   POS         
46     KIO         80.00   100.00     0.0933   POS         
47     KFY         80.00   100.00     0.1614   POS         
48     KF          80.00   100.00     0.1328   POS         
49     IVT         80.00   100.00     0.1753   POS         
50     ITUB        80.00   100.00     0.1088   POS         

================================================================================
