================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-11
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1864   POS         
2      LUXE        80.00   100.00     0.1356   POS         
3      LTM         80.00   100.00     0.0820   POS         
4      LTH         80.00   100.00     0.1036   POS         
5      LRN         80.00   100.00     0.1348   POS         
6      LPX         80.00   100.00     0.0940   POS         
7      LOW         80.00   100.00     1.0000   POS         
8      LOB         80.00   100.00     0.0836   POS         
9      LOAR        80.00   100.00     0.1384   POS         
10     LMT         80.00   100.00     0.1488   POS         
11     LLY         80.00   100.00     1.0000   POS         
12     LIN         80.00   100.00     0.1176   POS         
13     LII         80.00   100.00     0.0919   POS         
14     LHX         80.00   100.00     0.0922   POS         
15     LGI         80.00   100.00     0.1177   POS         
16     LEVI        80.00   100.00     0.1148   POS         
17     LEA         80.00   100.00     0.1777   POS         
18     LB          80.00   100.00     0.2001   POS         
19     L           80.00   100.00     0.3764   POS         
20     KYN         80.00   100.00     0.1827   POS         
21     KVYO        80.00   100.00     1.0000   POS         
22     KTB         80.00   100.00     0.1004   POS         
23     KSS         80.00   100.00     1.0000   POS         
24     LUMN        80.00   100.00     0.2276   POS         
25     LXFR        80.00   100.00     0.1184   POS         
26     KOF         80.00   100.00     0.0830   POS         
27     LXP         80.00   100.00     0.0775   POS         
28     MEC         80.00   100.00     0.1152   POS         
29     MDT         80.00   100.00     0.0970   POS         
30     MDA         80.00   100.00     0.3493   POS         
31     MCY         80.00   100.00     0.0681   POS         
32     MCOw        80.00   100.00     0.1164   POS         
33     MCOW        80.00   100.00     0.1134   POS         
34     MCO         80.00   100.00     0.1811   POS         
35     MCK         80.00   100.00     0.0753   POS         
36     MCI         80.00   100.00     0.1708   POS         
37     MCD         80.00   100.00     0.0770   POS         
38     MBC         80.00   100.00     1.0000   POS         
39     MATX        80.00   100.00     0.0895   POS         
40     MARw        80.00   100.00     0.2252   POS         
41     MARW        80.00   100.00     0.2252   POS         
42     MANU        80.00   100.00     0.1213   POS         
43     MAGN        80.00   100.00     0.1800   POS         
44     MAC         80.00   100.00     1.0000   POS         
45     MA          80.00   100.00     0.0919   POS         
46     LZB         80.00   100.00     0.1285   POS         
47     LYV         80.00   100.00     0.0887   POS         
48     LYG         80.00   100.00     0.1226   POS         
49     KR          80.00   100.00     0.0817   POS         
50     KODK        80.00   100.00     0.1229   POS         

================================================================================
