================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-08-25
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      AACB        80.00   100.00     0.2664   POS         
2      INTR        80.00   100.00     0.0796   POS         
3      INDH        80.00   100.00     0.1084   POS         
4      INDV        80.00   100.00     0.1105   POS         
5      INDY        80.00   100.00     0.0941   POS         
6      INMD        80.00   100.00     0.1297   POS         
7      INRO        80.00   100.00     0.1170   POS         
8      INSE        80.00   100.00     0.1307   POS         
9      INTG        80.00   100.00     0.0808   POS         
10     INTW        80.00   100.00     0.1384   POS         
11     ISRL        80.00   100.00     0.2785   nan         
12     INVA        80.00   100.00     0.1011   POS         
13     IONS        80.00   100.00     0.0784   POS         
14     IONX        80.00   100.00     0.1374   POS         
15     IOSP        80.00   100.00     0.1032   POS         
16     IPAR        80.00   100.00     0.1434   POS         
17     IPX         80.00   100.00     0.0850   POS         
18     IRON        80.00   100.00     0.1059   POS         
19     INBKZ       80.00   100.00     0.1636   POS         
20     INACU       80.00   100.00     0.2844   POS         
21     INAC        80.00   100.00     0.4031   POS         
22     IMVT        80.00   100.00     0.1585   POS         
23     IGIC        80.00   100.00     0.1504   POS         
24     IGOV        80.00   100.00     0.0747   POS         
25     IGSB        80.00   100.00     0.0608   POS         
26     IIIV        80.00   100.00     0.1597   POS         
27     IJT         80.00   100.00     0.1219   POS         
28     ILIT        80.00   100.00     0.1255   POS         
29     ILMN        80.00   100.00     0.1766   nan         
30     ILPT        80.00   100.00     0.1712   POS         
31     IMA         80.00   100.00     0.1847   POS         
32     IMAQ        80.00   100.00     0.2804   POS         
33     IMKTA       80.00   100.00     0.1223   POS         
34     IMMR        80.00   100.00     0.1512   POS         
35     IMOM        80.00   100.00     0.1152   POS         
36     IMPPP       80.00   100.00     0.1046   POS         
37     IMSR        80.00   100.00     0.1796   POS         
38     ISBA        80.00   100.00     0.1941   POS         
39     ISTB        80.00   100.00     0.0447   POS         
40     IGF         80.00   100.00     0.0911   POS         
41     KCHV        80.00   100.00     0.3200   POS         
42     JYNT        80.00   100.00     0.1137   POS         
43     KARO        80.00   100.00     0.1542   POS         
44     KAT         80.00   100.00     0.1060   POS         
45     KBAB        80.00   100.00     0.0901   POS         
46     KBWB        80.00   100.00     0.0793   POS         
47     KBWP        80.00   100.00     0.2335   POS         
48     KBWR        80.00   100.00     1.0000   nan         
49     KCLI        80.00   100.00     0.1081   POS         
50     ITIC        80.00   100.00     0.1130   POS         

================================================================================
