================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-09-02
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      HBANL       80.00   100.00     0.3128   POS         
2      RILYT       80.00   100.00     0.1659   POS         
3      RDAC        80.00   100.00     1.0000   nan         
4      RDAGU       80.00   100.00     0.1684   POS         
5      EHLS        80.00   100.00     0.0834   POS         
6      REGCP       80.00   100.00     0.1364   POS         
7      REGN        80.00   100.00     1.0000   nan         
8      GIWWU       80.00   100.00     0.3224   POS         
9      RGS         80.00   100.00     1.0000   nan         
10     MDRR        80.00   100.00     0.2944   POS         
11     EGHA        80.00   100.00     0.1120   POS         
12     RILYG       80.00   100.00     0.2047   POS         
13     RILYN       80.00   100.00     0.2344   POS         
14     FSCS        80.00   100.00     0.0888   POS         
15     FTII        80.00   100.00     0.2535   POS         
16     AMUN        80.00   100.00     0.1784   POS         
17     MCHPP       80.00   100.00     0.1847   POS         
18     RNEM        80.00   100.00     0.2457   POS         
19     RNGTU       80.00   100.00     0.4791   POS         
20     BUSEP       80.00   100.00     0.2207   POS         
21     EFTY        80.00   100.00     0.4286   POS         
22     INBKZ       80.00   100.00     0.1639   POS         
23     FYX         80.00   100.00     0.0732   POS         
24     MCGAU       80.00   100.00     0.1284   POS         
25     FSHP        80.00   100.00     0.3520   POS         
26     INACU       80.00   100.00     0.2837   POS         
27     BHFAO       80.00   100.00     0.1470   POS         
28     EMPG        80.00   100.00     0.7005   nan         
29     FRMEP       80.00   100.00     0.2363   POS         
30     BUFI        80.00   100.00     0.3687   POS         
31     EXAS        80.00   100.00     0.1062   nan         
32     ISBA        80.00   100.00     0.1992   POS         
33     QBUF        80.00   100.00     0.2012   POS         
34     BACCU       80.00   100.00     0.1440   POS         
35     METCZ       80.00   100.00     0.0777   POS         
36     GECCG       80.00   100.00     0.1680   POS         
37     QETA        80.00   100.00     0.2439   POS         
38     EVSD        80.00   100.00     0.0827   POS         
39     BGRO        80.00   100.00     0.1223   POS         
40     GECCH       80.00   100.00     0.3085   POS         
41     METCI       80.00   100.00     0.1378   POS         
42     APACU       80.00   100.00     0.3943   POS         
43     ETHM        80.00   100.00     0.2581   nan         
44     GECCI       80.00   100.00     0.2823   POS         
45     GEME        80.00   100.00     0.1053   POS         
46     QQQX        80.00   100.00     0.1146   POS         
47     GH          80.00   100.00     1.0000   nan         
48     ESSC        80.00   100.00     0.2088   POS         
49     AONC        80.00   100.00     0.2498   POS         
50     QSEA        80.00   100.00     0.4713   POS         

================================================================================
