================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-08-27
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      AACB        80.00   100.00     0.2695   POS         
2      CPHC        80.00   100.00     0.3575   POS         
3      CRAQ        80.00   100.00     0.1819   POS         
4      CRACU       80.00   100.00     0.2190   POS         
5      CPST        80.00   100.00     0.1118   POS         
6      CPSS        80.00   100.00     0.1195   POS         
7      NXT         80.00   100.00     0.1077   POS         
8      NXTG        80.00   100.00     0.1155   POS         
9      NYAX        80.00   100.00     0.1590   POS         
10     NZAC        80.00   100.00     0.1216   POS         
11     CPLS        80.00   100.00     0.1109   POS         
12     OACC        80.00   100.00     0.3218   POS         
13     CPHY        80.00   100.00     0.1487   POS         
14     OACCU       80.00   100.00     0.3425   POS         
15     CRWL        80.00   100.00     0.1012   POS         
16     CPAG        80.00   100.00     0.2750   POS         
17     OBAWU       80.00   100.00     0.4380   POS         
18     COWG        80.00   100.00     0.1536   POS         
19     OBT         80.00   100.00     0.1281   POS         
20     OCCIM       80.00   100.00     0.1302   POS         
21     CORZ        80.00   100.00     0.1092   POS         
22     OCCIN       80.00   100.00     0.2412   POS         
23     CORO        80.00   100.00     0.2569   POS         
24     COPP        80.00   100.00     0.1000   POS         
25     OCFC        80.00   100.00     0.1430   POS         
26     ODFL        80.00   100.00     0.0932   POS         
27     NWSA        80.00   100.00     0.1690   POS         
28     NWS         80.00   100.00     0.1540   POS         
29     CRBP        80.00   100.00     0.1196   POS         
30     NWFL        80.00   100.00     0.1558   POS         
31     CRWD        80.00   100.00     0.1361   POS         
32     NODK        80.00   100.00     0.1583   POS         
33     CRTO        80.00   100.00     0.1296   POS         
34     NOVT        80.00   100.00     0.1840   POS         
35     NPACU       80.00   100.00     0.1393   POS         
36     NPCE        80.00   100.00     0.1078   POS         
37     CROX        80.00   100.00     0.1627   POS         
38     NRIX        80.00   100.00     0.0955   POS         
39     CRNC        80.00   100.00     0.0650   POS         
40     NSI         80.00   100.00     0.1978   POS         
41     NSIT        80.00   100.00     0.0814   POS         
42     CRMG        80.00   100.00     0.0941   POS         
43     NTIC        80.00   100.00     0.0951   POS         
44     NTNX        80.00   100.00     0.1320   POS         
45     NTRS        80.00   100.00     0.1048   POS         
46     NUSB        80.00   100.00     0.3736   POS         
47     NVCR        80.00   100.00     0.0832   POS         
48     NVDA        80.00   100.00     0.0772   POS         
49     NVDG        80.00   100.00     0.1218   POS         
50     NVEC        80.00   100.00     0.2550   POS         

================================================================================
