================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-08-14
Ranking Method: Baseline (Rule-Based)
Fallback Reason: ML diverging from baseline (corr=-0.00, min=0.5)
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1527   POS         
2      LDOS        80.00   100.00     0.0700   POS         
3      LOB         80.00   100.00     0.0853   POS         
4      LOAR        80.00   100.00     0.1325   POS         
5      LIN         80.00   100.00     0.1291   POS         
6      LII         80.00   100.00     0.1534   POS         
7      LHX         80.00   100.00     0.0704   POS         
8      LGI         80.00   100.00     0.1221   POS         
9      LEVI        80.00   100.00     0.1479   POS         
10     LEG         80.00   100.00     0.1010   POS         
11     LEE         80.00   100.00     0.0588   POS         
12     LEA         80.00   100.00     0.1708   POS         
13     LBRT        80.00   100.00     0.2072   POS         
14     LPX         80.00   100.00     0.0985   POS         
15     LB          80.00   100.00     0.1945   POS         
16     LADR        80.00   100.00     0.1339   POS         
17     L           80.00   100.00     0.4333   POS         
18     KYN         80.00   100.00     0.1798   POS         
19     KWR         80.00   100.00     0.0869   POS         
20     KVYO        80.00   100.00     1.0000   POS         
21     KVUE        80.00   100.00     0.1710   POS         
22     KTH         80.00   100.00     0.3191   POS         
23     KTB         80.00   100.00     0.1141   POS         
24     KT          80.00   100.00     0.0596   POS         
25     LOW         80.00   100.00     1.0000   POS         
26     LRN         80.00   100.00     0.1328   POS         
27     KR          80.00   100.00     0.0783   POS         
28     MANU        80.00   100.00     0.1100   POS         
29     MDST        80.00   100.00     0.3020   POS         
30     MCOw        80.00   100.00     0.0769   POS         
31     MCOW        80.00   100.00     0.0765   POS         
32     MCO         80.00   100.00     0.1700   POS         
33     MCN         80.00   100.00     0.0812   POS         
34     MC          80.00   100.00     0.0776   POS         
35     MBC         80.00   100.00     1.0000   POS         
36     MATX        80.00   100.00     0.0826   POS         
37     MARw        80.00   100.00     0.2233   POS         
38     MARW        80.00   100.00     0.2233   POS         
39     MAGN        80.00   100.00     0.1774   POS         
40     LTC         80.00   100.00     0.2348   POS         
41     MAC         80.00   100.00     1.0000   POS         
42     MAA         80.00   100.00     0.0908   POS         
43     MA          80.00   100.00     0.0860   POS         
44     LZB         80.00   100.00     0.1368   POS         
45     LYV         80.00   100.00     0.0921   POS         
46     LYG         80.00   100.00     0.1247   POS         
47     LXU         80.00   100.00     0.0742   POS         
48     LXFR        80.00   100.00     0.1186   POS         
49     LUMN        80.00   100.00     0.2309   POS         
50     LTM         80.00   100.00     0.0984   POS         

================================================================================
