================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-21
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1848   POS         
2      GAP         80.00   100.00     0.1057   POS         
3      GDIV        80.00   100.00     0.1076   POS         
4      GDDY        80.00   100.00     0.1605   CupHandle   
5      GD          80.00   100.00     0.1167   POS         
6      RNST        80.00   100.00     0.1243   POS         
7      ROG         80.00   100.00     0.0822   POS         
8      GCO         80.00   100.00     0.1016   POS         
9      ROK         80.00   100.00     0.0713   POS         
10     GATX        80.00   100.00     0.1250   POS         
11     GAM         80.00   100.00     0.2001   POS         
12     FTK         80.00   100.00     0.1549   POS         
13     GAB         80.00   100.00     0.0847   POS         
14     RQI         80.00   100.00     0.1233   POS         
15     FpA         80.00   100.00     0.1033   POS         
16     RRC         80.00   100.00     0.1173   POS         
17     RRX         80.00   100.00     0.0741   POS         
18     FUL         80.00   100.00     0.1809   POS         
19     FUBO        80.00   100.00     0.2286   POS         
20     FTWO        80.00   100.00     0.1032   POS         
21     GDO         80.00   100.00     0.1301   POS         
22     GDOT        80.00   100.00     0.1610   POS         
23     GDT         80.00   100.00     0.1349   POS         
24     GDV         80.00   100.00     0.0917   POS         
25     GHC         80.00   100.00     0.2893   POS         
26     GGZ         80.00   100.00     0.0647   POS         
27     RLI         80.00   100.00     0.0992   POS         
28     GGM         80.00   100.00     0.1368   POS         
29     GGG         80.00   100.00     0.0680   POS         
30     GFR         80.00   100.00     0.1592   POS         
31     GFL         80.00   100.00     0.1279   POS         
32     GFI         80.00   100.00     1.0000   POS         
33     GFF         80.00   100.00     0.1375   POS         
34     GEw         80.00   100.00     0.2697   POS         
35     GEW         80.00   100.00     0.2471   POS         
36     RLTY        80.00   100.00     1.0000   POS         
37     RMM         80.00   100.00     0.1000   POS         
38     RMT         80.00   100.00     0.0649   POS         
39     GEL         80.00   100.00     0.1323   POS         
40     RNP         80.00   100.00     0.0865   POS         
41     RNR         80.00   100.00     0.2470   POS         
42     FTW         80.00   100.00     0.1121   POS         
43     FTI         80.00   100.00     0.2152   POS         
44     GHM         80.00   100.00     0.0827   POS         
45     FLS         80.00   100.00     0.1749   POS         
46     FMX         80.00   100.00     0.0958   POS         
47     FMS         80.00   100.00     0.1051   POS         
48     SABA        80.00   100.00     0.1569   POS         
49     FMN         80.00   100.00     0.0911   POS         
50     FMC         80.00   100.00     0.0991   POS         

================================================================================
