================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-17
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1850   POS         
2      LEA         80.00   100.00     0.1802   POS         
3      MARw        80.00   100.00     0.2255   POS         
4      MARW        80.00   100.00     0.2255   POS         
5      MANU        80.00   100.00     0.1153   POS         
6      MAGN        80.00   100.00     0.1800   POS         
7      LZB         80.00   100.00     0.1192   POS         
8      LYG         80.00   100.00     0.1213   POS         
9      LXU         80.00   100.00     0.0884   POS         
10     LXP         80.00   100.00     0.0777   POS         
11     LXFR        80.00   100.00     0.1183   POS         
12     LUXE        80.00   100.00     0.1358   POS         
13     LTM         80.00   100.00     0.0823   POS         
14     LTH         80.00   100.00     0.0957   POS         
15     LPX         80.00   100.00     0.0908   POS         
16     LOW         80.00   100.00     1.0000   POS         
17     LOB         80.00   100.00     0.0845   POS         
18     LOAR        80.00   100.00     0.1320   POS         
19     LNN         80.00   100.00     0.1859   POS         
20     LMT         80.00   100.00     0.1465   POS         
21     LLY         80.00   100.00     1.0000   POS         
22     LIN         80.00   100.00     0.1098   POS         
23     LII         80.00   100.00     0.0874   POS         
24     LHX         80.00   100.00     0.0988   POS         
25     LGI         80.00   100.00     0.1232   POS         
26     MC          80.00   100.00     0.0747   POS         
27     MCI         80.00   100.00     0.1715   POS         
28     MCN         80.00   100.00     0.0897   POS         
29     MFAO        80.00   100.00     0.3191   POS         
30     MGRB        80.00   100.00     0.0997   POS         
31     MGR         80.00   100.00     0.0893   POS         
32     MGM         80.00   100.00     0.0999   POS         
33     MGA         80.00   100.00     0.1815   POS         
34     MFSV        80.00   100.00     1.0000   POS         
35     MFSM        80.00   100.00     0.0967   POS         
36     MFSI        80.00   100.00     1.0000   POS         
37     MFSB        80.00   100.00     1.0000   POS         
38     MFG         80.00   100.00     0.2118   POS         
39     MFC         80.00   100.00     0.1476   POS         
40     MFAN        80.00   100.00     0.3517   POS         
41     MCO         80.00   100.00     0.1790   POS         
42     MFA         80.00   100.00     0.1005   POS         
43     METW        80.00   100.00     0.3917   POS         
44     MET         80.00   100.00     0.1779   POS         
45     MED         80.00   100.00     0.0868   POS         
46     MEC         80.00   100.00     0.1147   POS         
47     MDU         80.00   100.00     0.0780   POS         
48     MDST        80.00   100.00     0.3033   POS         
49     MDA         80.00   100.00     0.3490   nan         
50     MCOw        80.00   100.00     0.1124   POS         

================================================================================
