================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-08
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1860   POS         
2      GHM         80.00   100.00     0.1067   POS         
3      SMR         80.00   100.00     1.0000   POS         
4      GHC         80.00   100.00     0.2907   POS         
5      GGZ         80.00   100.00     0.0726   POS         
6      GGB         80.00   100.00     0.1298   POS         
7      GFR         80.00   100.00     0.1585   POS         
8      GFI         80.00   100.00     1.0000   POS         
9      SN          80.00   100.00     0.1143   POS         
10     SNA         80.00   100.00     0.0836   POS         
11     GEw         80.00   100.00     0.2743   POS         
12     GEW         80.00   100.00     0.2498   POS         
13     SNAP        80.00   100.00     1.0000   POS         
14     GEL         80.00   100.00     0.1361   POS         
15     SO          80.00   100.00     1.0000   POS         
16     GDVpH       80.00   100.00     1.0000   POS         
17     GDV         80.00   100.00     0.1035   POS         
18     GDOT        80.00   100.00     0.1611   POS         
19     GDO         80.00   100.00     0.1088   POS         
20     GHI         80.00   100.00     0.1409   POS         
21     GHY         80.00   100.00     0.0978   POS         
22     GPOR        80.00   100.00     0.1843   POS         
23     GJH         80.00   100.00     0.1979   POS         
24     SLB         80.00   100.00     0.1042   POS         
25     SLGN        80.00   100.00     0.1003   POS         
26     GOLD        80.00   100.00     0.1611   POS         
27     GOF         80.00   100.00     0.1177   POS         
28     GNW         80.00   100.00     0.3668   POS         
29     GNT         80.00   100.00     0.2052   POS         
30     GNE         80.00   100.00     0.2126   POS         
31     SLNZ        80.00   100.00     0.0804   POS         
32     SLVM        80.00   100.00     0.1838   POS         
33     SM          80.00   100.00     0.1496   POS         
34     SMA         80.00   100.00     0.2328   POS         
35     GM          80.00   100.00     0.1359   POS         
36     GLW         80.00   100.00     1.0000   nan         
37     SMC         80.00   100.00     0.0954   POS         
38     SMG         80.00   100.00     0.1174   POS         
39     GJT         80.00   100.00     0.4965   POS         
40     GJS         80.00   100.00     0.4052   POS         
41     GDL         80.00   100.00     0.1414   POS         
42     GD          80.00   100.00     0.1626   POS         
43     SOBO        80.00   100.00     0.2531   POS         
44     GATX        80.00   100.00     0.1254   POS         
45     SPME        80.00   100.00     0.2452   POS         
46     FPF         80.00   100.00     0.0880   POS         
47     FPA         80.00   100.00     0.1046   POS         
48     SPOT        80.00   100.00     0.1542   POS         
49     SPXC        80.00   100.00     0.1594   POS         
50     SPXX        80.00   100.00     0.1082   POS         

================================================================================
