================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-09-07
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KBWR        80.00   100.00     1.0000   nan         
2      JKI         80.00   100.00     1.0000   nan         
3      GIWWU       80.00   100.00     0.2846   nan         
4      FITBI       80.00   100.00     0.1788   nan         
5      UBOH        80.00   100.00     0.1442   nan         
6      KOYN        80.00   100.00     0.3026   nan         
7      LNGR        80.00   100.00     1.0000   nan         
8      USMD        80.00   100.00     0.1319   nan         
9      MAGH        80.00   100.00     0.3149   nan         
10     ATHA        80.00   100.00     0.0945   nan         
11     FGNXP       80.00   100.00     1.0000   nan         
12     DVXY        80.00   100.00     0.2680   nan         
13     ETHM        80.00   100.00     0.2581   nan         
14     XFIX        80.00   100.00     1.0000   nan         
15     LKSP        80.00   100.00     0.3245   nan         
16     PRTC        80.00   100.00     0.3056   nan         
17     INOV        80.00   100.00     0.2473   nan         
18     EXAS        80.00   100.00     0.1062   nan         
19     EMPG        80.00   100.00     0.7005   nan         
20     ABL         80.00   100.00     0.2780   nan         
21     TRINI       80.00   100.00     0.1321   nan         
22     UBFO        80.00   100.00     0.2032   nan         
23     HCMA        79.80    99.66     1.0000   nan         
24     SPLS        79.78    99.63     0.1019   nan         
25     STEC        79.65    99.41     0.1847   nan         
26     OOSB        79.62    99.36     0.1131   nan         
27     DVXC        79.60    99.33     0.1942   nan         
28     METCI       79.56    99.27     0.1372   nan         
29     OOQB        79.54    99.24     0.1014   nan         
30     ESSC        79.52    99.20     0.1941   nan         
31     ETHA        79.52    99.19     1.0000   nan         
32     CFLT        79.41    99.02     0.1020   nan         
33     FRDD        79.41    99.02     0.1486   nan         
34     SOLS        79.31    98.85     1.0000   nan         
35     CAI         79.25    98.76     1.0000   nan         
36     FRDU        79.23    98.71     0.2123   nan         
37     BLFY        79.21    98.69     0.1057   nan         
38     GPAT        79.20    98.67     0.5410   nan         
39     ACLX        79.11    98.51     0.1077   nan         
40     ELVR        79.05    98.42     1.0000   nan         
41     TUSA        79.04    98.40     0.1687   nan         
42     MCGAU       79.03    98.38     0.1274   nan         
43     COIN        79.02    98.37     1.0000   nan         
44     RUSC        79.01    98.36     1.0000   nan         
45     PCAPU       79.00    98.34     0.4224   nan         
46     FGEN        78.99    98.32     0.0947   nan         
47     HECO        78.99    98.32     0.1200   nan         
48     OFSSO       78.96    98.27     0.2971   nan         
49     PBFS        78.95    98.24     1.0000   nan         
50     GPAC        78.94    98.23     0.3586   nan         

================================================================================
