================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-08-28
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KMLI        80.00   100.00     0.2753   POS         
2      OBT         80.00   100.00     0.1286   POS         
3      NUTX        80.00   100.00     0.1243   POS         
4      NVCR        80.00   100.00     0.0834   POS         
5      CRACU       80.00   100.00     0.2194   POS         
6      NVDA        80.00   100.00     0.0786   POS         
7      NVDG        80.00   100.00     0.1243   POS         
8      CPST        80.00   100.00     0.1118   POS         
9      CPSS        80.00   100.00     0.1195   POS         
10     NVTS        80.00   100.00     0.0994   POS         
11     CPHC        80.00   100.00     0.3567   POS         
12     NWBI        80.00   100.00     0.0785   POS         
13     NWFL        80.00   100.00     0.1561   POS         
14     NWS         80.00   100.00     0.1533   POS         
15     NWSA        80.00   100.00     0.1678   POS         
16     COWG        80.00   100.00     0.1537   POS         
17     COTG        80.00   100.00     0.1744   POS         
18     NXPL        80.00   100.00     0.1376   POS         
19     NXST        80.00   100.00     0.1557   POS         
20     NXT         80.00   100.00     0.1068   POS         
21     NXTG        80.00   100.00     0.1114   POS         
22     NYAX        80.00   100.00     0.1583   POS         
23     NZAC        80.00   100.00     0.1220   POS         
24     CORO        80.00   100.00     0.2574   POS         
25     OACCU       80.00   100.00     0.3426   POS         
26     NUTR        80.00   100.00     0.4114   POS         
27     NUSB        80.00   100.00     0.3732   POS         
28     NTRS        80.00   100.00     0.1036   POS         
29     NMFCZ       80.00   100.00     0.3227   POS         
30     NEXN        80.00   100.00     0.1029   POS         
31     CSB         80.00   100.00     0.1559   POS         
32     CRWV        80.00   100.00     0.2100   POS         
33     NFTY        80.00   100.00     0.1260   POS         
34     CRWL        80.00   100.00     0.1025   POS         
35     CRWD        80.00   100.00     0.1354   POS         
36     NHIC        80.00   100.00     0.0895   POS         
37     NICE        80.00   100.00     0.0937   POS         
38     CRTO        80.00   100.00     0.1278   POS         
39     NIKL        80.00   100.00     0.1181   POS         
40     CROX        80.00   100.00     0.1626   POS         
41     NTNX        80.00   100.00     0.1315   POS         
42     NODK        80.00   100.00     0.1580   POS         
43     CRNC        80.00   100.00     0.0649   POS         
44     NOVT        80.00   100.00     0.1864   POS         
45     NPACU       80.00   100.00     0.1395   POS         
46     CRMG        80.00   100.00     0.0756   POS         
47     NPCE        80.00   100.00     0.1074   POS         
48     NRDS        80.00   100.00     0.1569   POS         
49     NSI         80.00   100.00     0.1978   POS         
50     NSIT        80.00   100.00     0.0811   POS         

================================================================================
