================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-01
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1843   POS         
2      AA          80.00   100.00     1.0000   POS         
3      KNF         80.00   100.00     0.1163   POS         
4      KN          80.00   100.00     0.0976   POS         
5      KMX         80.00   100.00     1.0000   POS         
6      KMI         80.00   100.00     0.1225   POS         
7      KMB         80.00   100.00     0.1259   POS         
8      KKRT        80.00   100.00     0.1506   POS         
9      KIO         80.00   100.00     0.0934   POS         
10     KF          80.00   100.00     0.1333   POS         
11     KEY         80.00   100.00     0.1134   POS         
12     KODK        80.00   100.00     0.1211   POS         
13     KBDC        80.00   100.00     0.1323   POS         
14     KB          80.00   100.00     0.1831   POS         
15     KAI         80.00   100.00     0.1276   POS         
16     JPM         80.00   100.00     0.1226   POS         
17     JPC         80.00   100.00     0.1487   POS         
18     JOF         80.00   100.00     0.1307   POS         
19     JMM         80.00   100.00     0.1038   POS         
20     JGH         80.00   100.00     0.1326   POS         
21     KNX         80.00   100.00     1.0000   POS         
22     KR          80.00   100.00     0.0804   POS         
23     HNGE        80.00   100.00     0.1382   POS         
24     LBRT        80.00   100.00     0.2289   POS         
25     LNG         80.00   100.00     0.0706   POS         
26     LMT         80.00   100.00     0.1251   POS         
27     LLY         80.00   100.00     1.0000   POS         
28     LIN         80.00   100.00     0.1322   POS         
29     LII         80.00   100.00     0.1109   POS         
30     LHX         80.00   100.00     0.0776   POS         
31     LEVI        80.00   100.00     0.1287   POS         
32     LEA         80.00   100.00     0.1725   POS         
33     LB          80.00   100.00     0.1968   POS         
34     KRG         80.00   100.00     0.0897   POS         
35     KYN         80.00   100.00     0.1826   POS         
36     KVYO        80.00   100.00     1.0000   POS         
37     KTN         80.00   100.00     0.2782   POS         
38     KTH         80.00   100.00     0.3223   POS         
39     KTB         80.00   100.00     0.1135   POS         
40     KSS         80.00   100.00     1.0000   POS         
41     KRP         80.00   100.00     0.1980   POS         
42     KRMN        80.00   100.00     0.0804   POS         
43     JENA        80.00   100.00     0.2147   POS         
44     JCI         80.00   100.00     0.1116   POS         
45     JCE         80.00   100.00     0.1377   CupHandle   
46     HTFC        80.00   100.00     0.1959   POS         
47     IBN         80.00   100.00     0.2099   POS         
48     IBM         80.00   100.00     0.1360   POS         
49     IAE         80.00   100.00     0.0886   POS         
50     HY          80.00   100.00     0.1607   POS         

================================================================================
