================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-09-01
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KMLI        80.00   100.00     0.2764   POS         
2      OBAWU       80.00   100.00     0.4365   POS         
3      OCCIM       80.00   100.00     0.1299   POS         
4      CLRO        80.00   100.00     0.1464   POS         
5      OCFC        80.00   100.00     0.1437   POS         
6      OCSL        80.00   100.00     0.1870   POS         
7      CLPT        80.00   100.00     0.1275   POS         
8      OFSSH       80.00   100.00     0.2888   POS         
9      OFSSO       80.00   100.00     0.2883   POS         
10     OKTA        80.00   100.00     0.1598   POS         
11     OLED        80.00   100.00     0.1301   POS         
12     OLLI        80.00   100.00     0.1824   POS         
13     OLMA        80.00   100.00     0.0877   POS         
14     OMAB        80.00   100.00     0.1287   POS         
15     OMCL        80.00   100.00     0.0693   POS         
16     OMDA        80.00   100.00     0.1424   POS         
17     ON          80.00   100.00     0.1132   POS         
18     ONBPO       80.00   100.00     0.3209   POS         
19     CLFD        80.00   100.00     0.1222   POS         
20     CLDX        80.00   100.00     0.1004   POS         
21     CLBT        80.00   100.00     0.0913   POS         
22     OBIL        80.00   100.00     0.3210   POS         
23     OACCU       80.00   100.00     0.3426   POS         
24     CIZN        80.00   100.00     0.0982   POS         
25     OACC        80.00   100.00     0.3244   POS         
26     CNQQ        80.00   100.00     0.1748   POS         
27     CNOBP       80.00   100.00     0.2780   POS         
28     CNMD        80.00   100.00     0.1179   POS         
29     NTIC        80.00   100.00     0.0950   POS         
30     NTRS        80.00   100.00     0.1010   POS         
31     NUTR        80.00   100.00     0.4113   POS         
32     NUTX        80.00   100.00     0.1239   POS         
33     NVDG        80.00   100.00     0.1266   POS         
34     NVTS        80.00   100.00     0.0948   POS         
35     NWE         80.00   100.00     0.1414   POS         
36     NWFL        80.00   100.00     0.1563   POS         
37     NWS         80.00   100.00     0.1527   POS         
38     CMII        80.00   100.00     0.1668   POS         
39     NWSA        80.00   100.00     0.1665   POS         
40     NXST        80.00   100.00     0.1552   POS         
41     NXT         80.00   100.00     0.1038   POS         
42     NXTG        80.00   100.00     0.1074   POS         
43     CMBO        80.00   100.00     0.2719   POS         
44     NYAX        80.00   100.00     0.1640   POS         
45     ONC         80.00   100.00     0.1624   POS         
46     ONEW        80.00   100.00     0.1918   POS         
47     CEVA        80.00   100.00     0.0964   POS         
48     CHCO        80.00   100.00     0.1924   POS         
49     OTTR        80.00   100.00     0.2178   POS         
50     OUST        80.00   100.00     0.1664   POS         

================================================================================
