================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-08-31
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KMLI        80.00   100.00     0.2757   POS         
2      CLFD        80.00   100.00     0.1222   POS         
3      CLBT        80.00   100.00     0.0900   POS         
4      NTIC        80.00   100.00     0.0950   POS         
5      NTNX        80.00   100.00     0.1311   POS         
6      NTRS        80.00   100.00     0.1023   POS         
7      NTRSO       80.00   100.00     0.0586   POS         
8      CIZN        80.00   100.00     0.0988   POS         
9      NUTX        80.00   100.00     0.1241   POS         
10     NWBI        80.00   100.00     0.0787   POS         
11     CHY         80.00   100.00     0.2311   POS         
12     NWFL        80.00   100.00     0.1561   POS         
13     CHSCP       80.00   100.00     0.0810   POS         
14     CHSCO       80.00   100.00     0.2717   POS         
15     CHSCN       80.00   100.00     0.2507   POS         
16     CHSCM       80.00   100.00     0.1081   POS         
17     CHSCL       80.00   100.00     0.2343   POS         
18     CHRW        80.00   100.00     0.0913   POS         
19     NWSA        80.00   100.00     0.1672   POS         
20     CHRD        80.00   100.00     0.1538   POS         
21     CHPX        80.00   100.00     0.1738   POS         
22     CLDX        80.00   100.00     0.0998   POS         
23     NSIT        80.00   100.00     0.0804   POS         
24     NBIL        80.00   100.00     0.2237   POS         
25     NSI         80.00   100.00     0.1980   POS         
26     CMPR        80.00   100.00     0.0702   POS         
27     NCLH        80.00   100.00     0.1164   POS         
28     NCSM        80.00   100.00     0.1350   POS         
29     NCT         80.00   100.00     0.0846   POS         
30     NEOG        80.00   100.00     0.1057   POS         
31     CMBO        80.00   100.00     0.2718   POS         
32     NEXN        80.00   100.00     0.1024   POS         
33     NFTY        80.00   100.00     0.1260   POS         
34     NHIC        80.00   100.00     0.0894   POS         
35     NICE        80.00   100.00     0.0938   POS         
36     CLPT        80.00   100.00     0.1277   POS         
37     NMFCZ       80.00   100.00     0.3231   POS         
38     NNNN        80.00   100.00     0.3321   POS         
39     NOVT        80.00   100.00     0.1888   POS         
40     CLOA        80.00   100.00     0.1956   POS         
41     NPACU       80.00   100.00     0.1397   POS         
42     NPCE        80.00   100.00     0.1074   POS         
43     NRDS        80.00   100.00     0.1569   POS         
44     CLMT        80.00   100.00     0.1513   nan         
45     NXST        80.00   100.00     0.1556   POS         
46     NXT         80.00   100.00     0.1053   POS         
47     NXTC        80.00   100.00     0.0904   POS         
48     CHPG        80.00   100.00     0.3454   POS         
49     CG          80.00   100.00     0.1036   POS         
50     OMCL        80.00   100.00     0.0690   POS         

================================================================================
