================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-08-18
Ranking Method: Baseline (Rule-Based)
Fallback Reason: ML diverging from baseline (corr=0.00, min=0.5)
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      ZYME        80.00   100.00     0.1513   POS         
2      EVAC        80.00   100.00     0.2014   POS         
3      EVR         80.00   100.00     0.0963   POS         
4      RCPC        80.00   100.00     0.1398   POS         
5      EVG         80.00   100.00     0.1315   POS         
6      RCUS        80.00   100.00     0.1345   POS         
7      RCpC        80.00   100.00     0.1431   POS         
8      RDDT        80.00   100.00     1.0000   POS         
9      RDW         80.00   100.00     0.1406   POS         
10     FFA         80.00   100.00     0.1161   POS         
11     ETW         80.00   100.00     0.1416   POS         
12     ETSY        80.00   100.00     0.1375   POS         
13     ETR         80.00   100.00     0.0956   POS         
14     RES         80.00   100.00     0.2899   POS         
15     ETH         80.00   100.00     0.1457   POS         
16     REXR        80.00   100.00     0.1098   POS         
17     RCI         80.00   100.00     0.1349   POS         
18     EW          80.00   100.00     0.1384   POS         
19     EXPD        80.00   100.00     0.1344   POS         
20     EXR         80.00   100.00     0.1076   POS         
21     RBSpF       80.00   100.00     0.2166   POS         
22     RBRK        80.00   100.00     0.1811   POS         
23     RBLX        80.00   100.00     1.0000   POS         
24     FC          80.00   100.00     0.1439   POS         
25     FCN         80.00   100.00     0.2035   POS         
26     RBA         80.00   100.00     0.1949   POS         
27     FCX         80.00   100.00     1.0000   POS         
28     FDS         80.00   100.00     0.1392   POS         
29     RAL         80.00   100.00     0.1402   POS         
30     FE          80.00   100.00     1.0000   POS         
31     FEDU        80.00   100.00     0.3191   POS         
32     RAC         80.00   100.00     0.2038   POS         
33     FERG        80.00   100.00     0.1449   POS         
34     ET          80.00   100.00     0.1414   POS         
35     RFMZ        80.00   100.00     0.1313   POS         
36     ESNT        80.00   100.00     0.2086   POS         
37     ENB         80.00   100.00     0.1315   POS         
38     ELC         80.00   100.00     0.0790   POS         
39     ELE         80.00   100.00     0.1061   POS         
40     ELF         80.00   100.00     0.1755   POS         
41     RMM         80.00   100.00     0.1244   POS         
42     ELPC        80.00   100.00     0.0769   POS         
43     ELV         80.00   100.00     0.1080   POS         
44     EMA         80.00   100.00     0.1673   POS         
45     EMBJ        80.00   100.00     0.1460   POS         
46     EMD         80.00   100.00     0.1173   POS         
47     EMF         80.00   100.00     0.1006   CupHandle   
48     EMO         80.00   100.00     0.1893   POS         
49     RMAX        80.00   100.00     0.1008   POS         
50     EMP         80.00   100.00     0.1197   POS         

================================================================================
