================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-08-18
Ranking Method: Baseline (Rule-Based)
Fallback Reason: ML diverging from baseline (corr=0.00, min=0.5)
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      AACB        80.00   100.00     0.2649   POS         
2      BULL        80.00   100.00     0.1095   CupHandle   
3      LULG        80.00   100.00     0.0762   POS         
4      LUNR        80.00   100.00     0.1449   POS         
5      LVHD        80.00   100.00     0.0858   POS         
6      LWAC        80.00   100.00     0.2757   POS         
7      LWACU       80.00   100.00     0.3763   POS         
8      BWMN        80.00   100.00     0.0988   POS         
9      LXEO        80.00   100.00     0.1671   POS         
10     LYEL        80.00   100.00     0.1548   POS         
11     LZ          80.00   100.00     0.0662   POS         
12     MACI        80.00   100.00     0.2460   POS         
13     MACIU       80.00   100.00     0.2836   POS         
14     BVFL        80.00   100.00     0.2445   nan         
15     MAGH        80.00   100.00     0.3097   nan         
16     MANH        80.00   100.00     0.0995   POS         
17     MAQCU       80.00   100.00     0.2902   POS         
18     MASS        80.00   100.00     0.1681   POS         
19     MAXI        80.00   100.00     0.0881   POS         
20     LTCC        80.00   100.00     0.0514   POS         
21     LSTR        80.00   100.00     0.2020   POS         
22     LSCC        80.00   100.00     0.1009   POS         
23     CAFG        80.00   100.00     0.0991   POS         
24     LIVN        80.00   100.00     0.1187   POS         
25     LKFN        80.00   100.00     0.1279   POS         
26     LKOR        80.00   100.00     0.0840   POS         
27     LKQ         80.00   100.00     0.1901   POS         
28     LKSP        80.00   100.00     0.3161   POS         
29     LMAT        80.00   100.00     0.0854   POS         
30     CAI         80.00   100.00     0.1542   POS         
31     LNTH        80.00   100.00     0.1505   POS         
32     LSBK        80.00   100.00     0.1304   POS         
33     LOGO        80.00   100.00     0.1895   POS         
34     LOPE        80.00   100.00     0.1375   POS         
35     LOTI        80.00   100.00     0.2189   POS         
36     LOVE        80.00   100.00     0.1319   POS         
37     LPAA        80.00   100.00     0.3374   POS         
38     LPLA        80.00   100.00     0.1217   POS         
39     LPTH        80.00   100.00     0.0989   POS         
40     MAYS        80.00   100.00     0.2747   POS         
41     BULG        80.00   100.00     0.2065   POS         
42     LINC        80.00   100.00     0.1035   POS         
43     MAZE        80.00   100.00     0.0378   POS         
44     MCHPP       80.00   100.00     0.2058   POS         
45     MCHS        80.00   100.00     0.1209   POS         
46     MDGL        80.00   100.00     0.0944   POS         
47     MDIV        80.00   100.00     0.1572   POS         
48     MDRR        80.00   100.00     0.2848   POS         
49     MDWD        80.00   100.00     0.1728   POS         
50     MEDX        80.00   100.00     0.1709   POS         

================================================================================
