================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-10
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      ZYME        80.00   100.00     0.1215   POS         
2      LIN         80.00   100.00     0.1206   POS         
3      LUMN        80.00   100.00     0.2276   POS         
4      LTH         80.00   100.00     0.1048   POS         
5      LRN         80.00   100.00     0.1348   POS         
6      LOW         80.00   100.00     1.0000   POS         
7      LOB         80.00   100.00     0.0834   POS         
8      CMG         80.00   100.00     1.0000   POS         
9      CMI         80.00   100.00     0.1131   POS         
10     LMT         80.00   100.00     0.1459   POS         
11     LLY         80.00   100.00     1.0000   POS         
12     CMRE        80.00   100.00     0.0990   POS         
13     CMSA        80.00   100.00     0.2191   POS         
14     MFAO        80.00   100.00     0.3228   POS         
15     CMSC        80.00   100.00     0.2094   POS         
16     CMSD        80.00   100.00     0.2168   POS         
17     LII         80.00   100.00     0.0944   POS         
18     LHX         80.00   100.00     0.0898   POS         
19     LEVI        80.00   100.00     0.1163   POS         
20     CNA         80.00   100.00     0.1911   POS         
21     CNC         80.00   100.00     1.0000   POS         
22     LEA         80.00   100.00     0.1774   POS         
23     LDP         80.00   100.00     1.0000   POS         
24     CNI         80.00   100.00     0.1122   POS         
25     LUXE        80.00   100.00     0.1360   POS         
26     CLX         80.00   100.00     0.1612   POS         
27     CLW         80.00   100.00     0.1249   POS         
28     LXFR        80.00   100.00     0.1184   POS         
29     METW        80.00   100.00     0.4111   nan         
30     MET         80.00   100.00     0.1767   POS         
31     MEC         80.00   100.00     0.1150   POS         
32     CIMN        80.00   100.00     0.2258   POS         
33     MDT         80.00   100.00     0.0970   POS         
34     MDA         80.00   100.00     0.3500   POS         
35     MCOw        80.00   100.00     0.1176   POS         
36     MCOW        80.00   100.00     0.1085   POS         
37     MCI         80.00   100.00     0.1701   POS         
38     MCD         80.00   100.00     0.0759   POS         
39     MATX        80.00   100.00     0.0896   POS         
40     MAGN        80.00   100.00     0.1799   POS         
41     CLB         80.00   100.00     0.1557   POS         
42     LZB         80.00   100.00     0.1306   POS         
43     CLDT        80.00   100.00     0.1595   POS         
44     LYV         80.00   100.00     0.0896   POS         
45     LYG         80.00   100.00     0.1225   POS         
46     CLIM        80.00   100.00     0.1661   POS         
47     LXU         80.00   100.00     0.0881   POS         
48     LXP         80.00   100.00     0.0775   POS         
49     CLS         80.00   100.00     0.0993   POS         
50     LBRT        80.00   100.00     0.2253   POS         

================================================================================
