================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NASDAQ_Yahoo
Date: 2026-08-20
Ranking Method: Baseline (Rule-Based)
Fallback Reason: ML diverging from baseline (corr=-0.00, min=0.5)
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      AACB        80.00   100.00     0.2662   POS         
2      CLOA        80.00   100.00     0.1991   POS         
3      MESO        80.00   100.00     0.0946   POS         
4      META        80.00   100.00     0.1318   POS         
5      METC        80.00   100.00     0.1307   POS         
6      METCI       80.00   100.00     0.1320   POS         
7      METCZ       80.00   100.00     0.0753   POS         
8      METD        80.00   100.00     0.2280   POS         
9      MFIC        80.00   100.00     0.1180   POS         
10     CMBO        80.00   100.00     0.2713   POS         
11     MIRM        80.00   100.00     0.1239   POS         
12     MITK        80.00   100.00     0.2409   POS         
13     MKLY        80.00   100.00     0.3481   POS         
14     MLAB        80.00   100.00     0.0905   POS         
15     MLTX        80.00   100.00     0.1929   POS         
16     MMTXU       80.00   100.00     0.3228   POS         
17     CLRO        80.00   100.00     0.1415   POS         
18     MMYT        80.00   100.00     0.1751   POS         
19     MNSB        80.00   100.00     0.0980   POS         
20     MNSBP       80.00   100.00     0.2640   POS         
21     MNST        80.00   100.00     0.1538   POS         
22     CLPT        80.00   100.00     0.1282   POS         
23     MOOD        80.00   100.00     0.1219   POS         
24     MORN        80.00   100.00     0.0913   POS         
25     MPAA        80.00   100.00     0.1699   POS         
26     MEOH        80.00   100.00     0.1395   POS         
27     MELI        80.00   100.00     0.1583   POS         
28     MEDX        80.00   100.00     0.1754   POS         
29     MCGAU       80.00   100.00     0.1329   POS         
30     MBVIU       80.00   100.00     0.0849   POS         
31     MBX         80.00   100.00     0.0954   POS         
32     MCBK        80.00   100.00     0.2235   POS         
33     MCBS        80.00   100.00     0.1636   POS         
34     MCFT        80.00   100.00     0.1798   POS         
35     CNQQ        80.00   100.00     0.1428   POS         
36     CNOBP       80.00   100.00     0.2761   POS         
37     CNOB        80.00   100.00     0.1223   POS         
38     CNMD        80.00   100.00     0.1258   POS         
39     MCGA        80.00   100.00     0.3723   POS         
40     MCHB        80.00   100.00     0.1094   POS         
41     CMPS        80.00   100.00     0.0862   POS         
42     MCHI        80.00   100.00     0.0752   POS         
43     MCHP        80.00   100.00     0.1146   POS         
44     MCHPP       80.00   100.00     0.2053   POS         
45     MCHS        80.00   100.00     0.1212   POS         
46     MDB         80.00   100.00     0.0971   POS         
47     MDGL        80.00   100.00     0.0934   POS         
48     MDIV        80.00   100.00     0.1573   POS         
49     MDLZ        80.00   100.00     0.0647   POS         
50     MDRR        80.00   100.00     0.2867   POS         

================================================================================
