================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-23
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1843   POS         
2      DNA         80.00   100.00     0.1596   POS         
3      MSM         80.00   100.00     0.1881   POS         
4      DIS         80.00   100.00     1.0000   POS         
5      DIVY        80.00   100.00     1.0000   POS         
6      MSIF        80.00   100.00     0.2905   POS         
7      MSI         80.00   100.00     0.0684   POS         
8      DKS         80.00   100.00     0.0768   POS         
9      DLB         80.00   100.00     0.2253   POS         
10     MSGS        80.00   100.00     0.1582   POS         
11     MSGE        80.00   100.00     0.0982   POS         
12     DLX         80.00   100.00     0.0809   POS         
13     MSCI        80.00   100.00     0.2981   POS         
14     MSB         80.00   100.00     0.2069   POS         
15     MSA         80.00   100.00     0.1058   POS         
16     MS          80.00   100.00     1.0000   POS         
17     MPLX        80.00   100.00     0.1736   POS         
18     MKL         80.00   100.00     0.1836   POS         
19     DNOW        80.00   100.00     0.2568   POS         
20     DNP         80.00   100.00     0.1266   POS         
21     MP          80.00   100.00     0.0898   POS         
22     MO          80.00   100.00     0.1273   POS         
23     DOCS        80.00   100.00     0.1076   POS         
24     MNR         80.00   100.00     0.1357   POS         
25     DOV         80.00   100.00     0.0607   POS         
26     DOW         80.00   100.00     0.1577   POS         
27     MMS         80.00   100.00     0.1499   POS         
28     MMM         80.00   100.00     0.0833   POS         
29     MMKT        80.00   100.00     0.7200   POS         
30     MMID        80.00   100.00     0.1415   POS         
31     MLP         80.00   100.00     0.0964   POS         
32     DRH         80.00   100.00     0.1699   POS         
33     MTD         80.00   100.00     0.0958   POS         
34     DIN         80.00   100.00     0.0867   POS         
35     MTDR        80.00   100.00     0.1490   POS         
36     MTG         80.00   100.00     0.2257   POS         
37     NAZ         80.00   100.00     0.1187   POS         
38     DBRG        80.00   100.00     0.1155   POS         
39     DCI         80.00   100.00     0.1451   POS         
40     NATL        80.00   100.00     0.0969   POS         
41     NAN         80.00   100.00     0.1468   POS         
42     NAC         80.00   100.00     0.0944   POS         
43     MYE         80.00   100.00     0.0808   POS         
44     MXF         80.00   100.00     0.0920   POS         
45     DDS         80.00   100.00     0.1058   POS         
46     DDT         80.00   100.00     0.3834   POS         
47     DE          80.00   100.00     0.1808   CupHandle   
48     DEA         80.00   100.00     0.1545   POS         
49     DEC         80.00   100.00     0.2167   POS         
50     DECK        80.00   100.00     0.1493   POS         

================================================================================
