================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-08-28
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      KEYS        80.00   100.00     0.1770   POS         
2      KSS         80.00   100.00     1.0000   POS         
3      KODK        80.00   100.00     0.1190   POS         
4      KNOP        80.00   100.00     0.0645   POS         
5      KNF         80.00   100.00     0.1205   POS         
6      KN          80.00   100.00     0.0960   POS         
7      KMB         80.00   100.00     0.1261   POS         
8      KLAR        80.00   100.00     0.1353   POS         
9      KKRT        80.00   100.00     0.1431   POS         
10     KIO         80.00   100.00     0.0932   POS         
11     KFY         80.00   100.00     0.1617   POS         
12     KFRC        80.00   100.00     0.0952   POS         
13     AA          80.00   100.00     1.0000   POS         
14     KEY         80.00   100.00     0.1146   POS         
15     KD          80.00   100.00     0.0802   POS         
16     KBR         80.00   100.00     0.1831   POS         
17     KBDC        80.00   100.00     0.1308   POS         
18     KB          80.00   100.00     0.1829   POS         
19     KAI         80.00   100.00     0.1284   POS         
20     JRI         80.00   100.00     0.1192   POS         
21     JPM         80.00   100.00     0.1218   POS         
22     KRP         80.00   100.00     0.1980   POS         
23     KTB         80.00   100.00     0.1147   POS         
24     JMM         80.00   100.00     0.1031   POS         
25     KTN         80.00   100.00     0.2779   POS         
26     LPG         80.00   100.00     0.0785   POS         
27     LOW         80.00   100.00     1.0000   POS         
28     LOB         80.00   100.00     0.0811   POS         
29     LOAR        80.00   100.00     0.1357   POS         
30     LNN         80.00   100.00     0.1841   POS         
31     LNC         80.00   100.00     0.1331   POS         
32     LMT         80.00   100.00     0.1261   POS         
33     LIN         80.00   100.00     0.1337   POS         
34     LHX         80.00   100.00     0.0750   POS         
35     LGI         80.00   100.00     0.1203   POS         
36     LEVI        80.00   100.00     0.1345   POS         
37     LEA         80.00   100.00     0.1725   POS         
38     LDOS        80.00   100.00     0.0716   POS         
39     LBRT        80.00   100.00     0.2249   POS         
40     LB          80.00   100.00     0.1971   POS         
41     LADR        80.00   100.00     0.1404   POS         
42     KYN         80.00   100.00     0.1828   POS         
43     KVYO        80.00   100.00     1.0000   POS         
44     KVUE        80.00   100.00     0.1694   POS         
45     JOF         80.00   100.00     0.1311   POS         
46     JLS         80.00   100.00     0.0813   POS         
47     HTFC        80.00   100.00     0.1958   POS         
48     INN         80.00   100.00     0.0713   POS         
49     IIM         80.00   100.00     0.0677   POS         
50     IIIN        80.00   100.00     0.2061   POS         

================================================================================
