================================================================================
TOP 50 STOCKS - ML + FUNDAMENTAL RANKING
Database: NYSE_Yahoo
Date: 2026-09-22
Ranking Method: Baseline (Rule-Based)
Fallback Reason: model_stale
Scoring: Technical Only (Fundamental scoring disabled)
Fundamental Filter: DISABLED
================================================================================

Rank  Symbol    Score   Baseline  IC_10d  Pattern     
--------------------------------------------------------------------------------
1      FIG         80.00   100.00     0.1252   POS         
2      RQI         80.00   100.00     0.1233   nan         
3      RDDT        80.00   100.00     1.0000   nan         
4      RDW         80.00   100.00     0.1143   nan         
5      AME         80.00   100.00     0.1223   nan         
6      AMG         80.00   100.00     0.0975   nan         
7      FREpX       80.00   100.00     0.1890   nan         
8      CLF         80.00   100.00     0.0986   POS         
9      FUBO        80.00   100.00     0.2287   POS         
10     BBW         80.00   100.00     0.2073   POS         
11     CLDT        80.00   100.00     0.1575   nan         
12     CVEO        80.00   100.00     0.1729   nan         
13     TOT         80.00   100.00     0.1901   POS         
14     TMS         80.00   100.00     0.5848   nan         
15     NGVT        80.00   100.00     0.1372   nan         
16     CUZ         80.00   100.00     0.1380   nan         
17     SAIL        80.00   100.00     0.1165   POS         
18     SAJ         80.00   100.00     0.2179   nan         
19     AMBQ        80.00   100.00     0.2979   nan         
20     BEN         80.00   100.00     0.1780   nan         
21     NCLH        80.00   100.00     0.1296   POS         
22     QXO         80.00   100.00     0.1071   POS         
23     PSTG        80.00   100.00     1.0000   nan         
24     AIT         80.00   100.00     0.1871   nan         
25     PX          80.00   100.00     1.0000   nan         
26     KKR         80.00   100.00     0.0749   POS         
27     CICB        80.00   100.00     0.3170   nan         
28     AKAF        80.00   100.00     0.1058   POS         
29     UPS         80.00   100.00     1.0000   POS         
30     DAL         80.00   100.00     0.1440   nan         
31     JOBY        80.00   100.00     0.0867   POS         
32     RBLX        80.00   100.00     1.0000   POS         
33     KBH         80.00   100.00     0.0783   POS         
34     ALK         80.00   100.00     0.1772   nan         
35     RBSPF       80.00   100.00     0.2312   POS         
36     RBSPX       80.00   100.00     0.1681   nan         
37     RBSpF       80.00   100.00     0.2222   POS         
38     RBSpX       80.00   100.00     0.1681   nan         
39     AOD         80.00   100.00     0.0984   nan         
40     JACS        80.00   100.00     0.3973   nan         
41     KSS         80.00   100.00     1.0000   nan         
42     HIMS        80.00   100.00     0.0848   POS         
43     SITE        80.00   100.00     0.1450   nan         
44     IDE         80.00   100.00     0.1214   nan         
45     SMR         80.00   100.00     1.0000   POS         
46     STK         80.00   100.00     0.0979   nan         
47     HVT         80.00   100.00     0.1021   nan         
48     HFND        80.00   100.00     0.1120   nan         
49     SNAP        80.00   100.00     1.0000   POS         
50     COHR        80.00   100.00     0.1683   POS         

================================================================================
