# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NYSE_Polygon | End Date: 2026-02-03
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,GFI,2026-01-15,CupHandle,49.84,68.5,3,72.1,88.8,25.0,79.4,2.0
2,WAL,2026-02-03,CupHandle,91.35,68.0,3,80.3,66.3,10.4,57.8,0.0
3,DXYZ,2026-01-28,CupHandle,35.42,67.7,3,74.8,73.4,32.8,61.3,1.0
4,KNTK,2026-01-29,CupHandle,40.69,65.8,3,73.5,73.0,31.2,57.5,0.0
5,NPK,2026-02-02,CupHandle,131.95,65.7,3,75.5,68.7,28.6,55.9,4.7
6,AMTB,2026-01-23,CupHandle,21.26,64.6,4,72.1,88.2,4.7,68.5,0.0
7,FFWM,2026-01-22,CupHandle,6.39,64.5,4,75.9,69.9,3.6,88.2,0.0
8,CCL,2026-01-29,CupHandle,31.15,64.0,4,69.2,71.5,51.0,56.2,0.0
9,KVUE,2026-01-20,CupHandle,17.59,63.0,4,72.9,61.8,41.7,42.3,0.0
10,R,2026-02-03,CupHandle,203.08,62.9,4,70.8,76.7,24.0,62.3,0.0
11,WTTR,2026-01-29,CupHandle,12.06,62.7,4,76.7,56.0,19.3,59.9,0.0
12,BBT,2026-01-22,CupHandle,29.29,62.6,4,68.7,68.2,50.0,62.6,0.0
13,TPC,2026-01-28,CupHandle,79.38,62.2,4,67.7,73.3,42.7,72.9,0.0
14,CYD,2026-01-21,CupHandle,44.17,62.2,4,78.4,62.1,0.5,43.5,1.0
15,AD,2026-01-14,CupHandle,57.19,61.3,4,70.3,62.6,50.0,34.7,1.0
16,DECK,2026-01-30,CupHandle,119.34,60.8,4,71.6,78.3,0.5,82.7,3.7
17,ALG,2026-02-02,CupHandle,195.00,60.6,4,71.7,47.2,54.7,57.8,0.0
18,SOBO,2026-01-29,Spoon,28.63,60.3,4,72.2,53.4,46.4,34.9,0.3
19,CMP,2026-01-23,CupHandle,25.57,59.8,4,76.2,43.7,29.2,46.9,0.0
20,INR,2026-01-26,CupHandle,15.41,59.7,4,68.1,69.9,38.0,48.6,0.0
21,GEV,2026-01-27,CupHandle,692.70,59.5,4,64.3,63.8,72.9,59.3,6.0
22,APD,2026-01-30,CupHandle,272.50,59.5,4,69.5,64.6,33.3,59.6,0.3
23,VATE,2026-01-22,CupHandle,5.65,59.3,4,65.2,66.9,74.5,39.2,16.7
24,CEE,2026-02-02,CupHandle,18.98,59.1,4,73.2,64.4,18.8,55.7,14.5
25,JBTM,2026-02-02,CupHandle,163.35,59.0,4,65.2,81.0,33.9,51.6,0.0
26,DAR,2026-01-15,CupHandle,40.43,58.8,4,74.9,61.7,0.5,54.4,0.8
27,CHCT,2026-02-03,CupHandle,17.55,58.6,4,65.2,68.6,51.6,52.8,0.0
28,KNF,2026-01-15,CupHandle,80.24,58.3,4,75.1,57.1,0.5,65.0,0.0
29,NYT,2026-02-02,CupHandle,73.70,58.3,4,70.0,51.5,39.6,76.2,0.0
30,RYI,2026-01-20,CupHandle,28.79,58.3,4,71.8,63.2,11.5,65.8,0.0
31,ASGN,2026-01-30,CupHandle,52.09,58.1,4,69.3,73.6,10.4,62.2,0.0
32,SI,2026-02-02,CupHandle,14.25,57.9,4,68.5,57.3,50.0,60.2,11.4
33,AX,2026-01-29,CupHandle,94.64,57.8,4,71.7,63.4,5.2,79.5,0.0
34,MLR,2026-02-02,CupHandle,41.95,57.7,4,66.3,70.4,43.8,49.6,9.8
35,WHR,2026-01-23,CupHandle,85.43,57.4,4,71.4,63.6,2.1,91.0,1.7
36,CTOS,2026-02-03,CupHandle,6.55,57.4,4,70.3,54.2,32.8,59.0,0.0
37,NTR,2026-01-14,CupHandle,66.20,57.2,4,74.2,58.2,4.2,43.3,0.0
38,AVNS,2026-01-15,CupHandle,12.34,57.1,4,69.7,68.3,14.6,50.6,0.0
39,ECVT,2026-01-29,CupHandle,10.82,57.1,4,73.5,50.9,17.2,55.1,0.0
40,TWI,2026-01-29,CupHandle,9.35,57.1,4,63.6,88.9,21.4,47.4,0.0
41,NPO,2026-02-03,CupHandle,245.49,57.0,4,64.3,74.0,36.5,60.7,0.0
42,CNM,2026-01-26,CupHandle,57.14,56.7,4,75.6,42.6,13.5,58.6,0.0
43,CBNA,2026-01-29,CupHandle,34.21,56.6,4,69.8,65.7,28.1,51.1,19.0
44,AROC,2026-01-30,CupHandle,29.59,56.5,4,69.2,65.5,17.7,54.3,0.0
45,MTRN,2026-01-15,CupHandle,149.19,56.5,4,66.8,74.8,19.3,56.4,2.9
46,SEI,2026-01-29,CupHandle,56.19,56.5,4,65.3,65.7,44.3,51.3,1.2
47,CLH,2026-01-28,CupHandle,258.65,56.5,4,72.7,46.9,27.1,47.7,0.0
48,DB,2026-01-27,CupHandle,40.33,56.4,4,64.3,67.9,43.2,60.7,0.0
49,DVN,2026-01-29,CupHandle,39.94,56.4,4,70.2,71.2,3.1,46.9,0.0
50,DOV,2026-01-16,CupHandle,206.61,55.6,4,67.1,71.2,10.9,75.9,0.5
