# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-05-04
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,RSI,2026-04-29,DarvasBox,27.98,3.98x,67.8,Box:[20.76-23.15] Ht:10.3% Vol:3.98x Boxes:4 Stop:20.76
2,TWO,2026-04-29,CupHandle,11.56,1.62x,46.2,Depth:21.0% Handle:0.4% Vol:1.62x Target:13.90
3,IRM,2026-04-16,CupHandle,117.73,1.36x,33.6,Depth:26.0% Handle:2.6% Vol:1.36x Target:145.06
4,TWO,2026-05-04,CupHandle,12.23,1.67x,46.7,Depth:20.8% Handle:0.9% Vol:1.67x Target:14.54
5,ORN,2026-04-30,CupHandle,13.62,2.32x,53.2,Depth:24.0% Handle:12.3% Vol:2.32x Target:16.70
6,TWO,2026-05-01,CupHandle,12.54,3.99x,69.9,Depth:20.4% Handle:1.3% Vol:3.99x Target:14.78
7,DINO,2026-04-29,DarvasBox,65.93,1.72x,45.2,Box:[55.43-64.70] Ht:14.3% Vol:1.72x Boxes:3 Stop:55.43
8,KGS,2026-04-17,DarvasBox,63.25,1.66x,34.6,Box:[56.51-60.07] Ht:5.9% Vol:1.66x Boxes:10 Stop:56.51
9,KEN,2026-04-28,DarvasBox,88.58,2.19x,44.9,Box:[74.79-87.60] Ht:14.6% Vol:2.19x Boxes:11 Stop:74.79
10,LUXE,2026-04-17,CupHandle,8.89,2.13x,41.3,Depth:21.2% Handle:4.7% Vol:2.13x Target:10.77
11,DAC,2026-05-04,DarvasBox,123.35,2.48x,52.8,Box:[114.57-120.00] Ht:4.5% Vol:2.48x Boxes:6 Stop:114.57
12,IRM,2026-04-17,CupHandle,118.07,1.38x,33.8,Depth:28.2% Handle:6.1% Vol:1.38x Target:148.69
13,IRM,2026-04-28,CupHandle,112.62,1.32x,38.2,Depth:29.1% Handle:3.3% Vol:1.32x Target:144.49
14,RCUS,2026-04-21,CupHandle,24.52,3.72x,57.2,Depth:20.9% Handle:6.5% Vol:3.72x Target:29.42
15,MTUS,2026-04-30,CupHandle,19.24,1.46x,44.6,Depth:25.3% Handle:7.0% Vol:1.46x Target:24.05
16,NXG,2026-05-04,DarvasBox,57.57,1.84x,46.4,Box:[51.23-56.86] Ht:9.9% Vol:1.84x Boxes:8 Stop:51.23
17,DINO,2026-04-29,CupHandle,65.93,1.74x,47.4,Depth:20.4% Handle:6.4% Vol:1.74x Target:77.65
18,DXYZ,2026-05-04,CupHandle,38.53,3.03x,60.3,Depth:23.5% Handle:11.2% Vol:3.03x Target:45.86
19,AMWL,2026-04-15,CupHandle,6.24,6.78x,70.0,Depth:24.9% Handle:9.6% Vol:6.78x Target:7.60
20,ZGN,2026-04-24,CupHandle,11.96,1.82x,43.2,Depth:24.7% Handle:5.7% Vol:1.82x Target:14.79
