# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-09-16
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,T,2026-09-11,CupHandle,26.06,1.43x,44.3,Depth:23.6% Handle:2.4% Vol:1.43x Target:32.19
2,SUN,2026-09-14,DarvasBox,79.13,2.58x,53.8,Box:[70.50-78.11] Ht:9.7% Vol:2.58x Boxes:5 Stop:70.50
3,NVGS,2026-09-03,CupHandle,22.62,1.31x,33.1,Depth:19.5% Handle:2.3% Vol:1.31x Target:27.06
4,UGP,2026-09-03,CupHandle,7.16,1.49x,34.9,Depth:25.0% Handle:0.6% Vol:1.49x Target:8.70
5,PBT,2026-09-15,DarvasBox,36.11,1.83x,46.3,Box:[32.75-35.50] Ht:7.7% Vol:1.83x Boxes:5 Stop:32.75
6,T,2026-09-14,CupHandle,26.51,1.35x,43.5,Depth:24.2% Handle:5.4% Vol:1.35x Target:32.86
7,UNM,2026-09-15,DarvasBox,95.88,2.31x,51.1,Box:[86.54-94.55] Ht:8.5% Vol:2.31x Boxes:7 Stop:86.54
8,RBLX,2026-09-14,CupHandle,51.29,1.90x,49.0,Depth:21.0% Handle:3.0% Vol:1.90x Target:60.29
9,ARL,2026-09-03,CupHandle,16.76,1.60x,36.0,Depth:20.8% Handle:0.0% Vol:1.60x Target:20.03
10,HSHP,2026-09-03,DarvasBox,17.93,1.67x,34.7,Box:[15.81-17.06] Ht:7.3% Vol:1.67x Boxes:4 Stop:15.81
11,INSW,2026-08-31,CupHandle,98.64,1.74x,37.4,Depth:22.2% Handle:9.5% Vol:1.74x Target:120.02
12,USPH,2026-09-14,CupHandle,80.52,1.33x,43.3,Depth:28.2% Handle:1.6% Vol:1.33x Target:103.45
13,AApB,2026-09-09,CupHandle,39.13,1.45x,39.5,Depth:23.9% Handle:4.1% Vol:1.45x Target:48.74
14,BAP,2026-09-10,CupHandle,379.44,1.91x,44.1,Depth:19.7% Handle:11.0% Vol:1.91x Target:452.70
15,TAK,2026-09-16,CupHandle,18.64,1.51x,45.1,Depth:20.2% Handle:5.7% Vol:1.51x Target:22.40
16,TEN,2026-09-02,CupHandle,43.25,1.40x,34.0,Depth:19.9% Handle:5.5% Vol:1.40x Target:51.92
17,NWG,2026-09-15,CupHandle,18.62,1.45x,44.5,Depth:25.4% Handle:0.7% Vol:1.45x Target:23.32
18,MH,2026-09-14,CupHandle,13.24,1.77x,47.7,Depth:27.1% Handle:11.7% Vol:1.77x Target:16.57
19,TAK,2026-09-08,CupHandle,18.32,1.48x,39.8,Depth:18.1% Handle:0.8% Vol:1.48x Target:21.59
20,NVGS,2026-09-15,CupHandle,24.57,2.47x,54.7,Depth:22.7% Handle:14.9% Vol:2.47x Target:29.95
