# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-04-01
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,NIO,2026-03-31,CupHandle,6.03,1.57x,45.7,Depth:27.4% Handle:1.8% Vol:1.57x Target:7.68
2,DELL,2026-03-20,CupHandle,157.67,2.50x,45.0,Depth:28.7% Handle:5.0% Vol:2.50x Target:202.00
3,SO,2026-03-20,CupHandle,93.39,1.70x,37.0,Depth:12.5% Handle:9.8% Vol:1.70x Target:105.41
4,ETR,2026-03-27,DarvasBox,109.88,4.48x,72.8,Box:[102.73-107.93] Ht:4.8% Vol:4.48x Boxes:6 Stop:102.73
5,ELPC,2026-03-19,DarvasBox,11.89,3.27x,50.7,Box:[10.52-11.76] Ht:10.5% Vol:3.27x Boxes:5 Stop:10.52
6,AXR,2026-03-17,CupHandle,28.39,5.11x,70.0,Depth:18.9% Handle:5.9% Vol:5.11x Target:32.49
7,DXYZ,2026-03-24,CupHandle,26.52,4.63x,71.3,Depth:28.0% Handle:10.1% Vol:4.63x Target:34.18
8,RSI,2026-03-31,CupHandle,21.75,1.95x,49.5,Depth:24.8% Handle:7.2% Vol:1.95x Target:26.87
9,CODI,2026-03-30,CupHandle,7.67,3.25x,62.5,Depth:23.9% Handle:3.5% Vol:3.25x Target:9.11
10,DXYZ,2026-03-25,CupHandle,30.58,21.37x,75.0,Depth:28.8% Handle:14.4% Vol:21.37x Target:38.55
11,FFWM,2026-03-31,CupHandle,5.90,6.89x,80.0,Depth:19.8% Handle:3.4% Vol:6.89x Target:7.08
12,CHH,2026-03-26,CupHandle,101.54,1.34x,38.4,Depth:19.3% Handle:3.8% Vol:1.34x Target:121.60
13,MXL,2026-03-31,CupHandle,17.39,1.38x,43.8,Depth:25.8% Handle:7.2% Vol:1.38x Target:21.83
14,AAMI,2026-04-01,CupHandle,56.20,1.71x,47.1,Depth:22.3% Handle:6.1% Vol:1.71x Target:68.13
15,TBN,2026-03-27,DarvasBox,43.40,5.15x,78.0,Box:[28.25-32.88] Ht:14.1% Vol:5.15x Boxes:1 Stop:28.25
16,MXL,2026-03-20,CupHandle,16.56,2.01x,40.1,Depth:21.2% Handle:9.3% Vol:2.01x Target:20.00
17,DLR,2026-03-31,CupHandle,180.21,1.91x,49.1,Depth:18.7% Handle:0.7% Vol:1.91x Target:213.88
18,UGP,2026-03-31,DarvasBox,5.51,1.96x,47.6,Box:[4.64-5.42] Ht:14.4% Vol:1.96x Boxes:3 Stop:4.64
19,IRM,2026-03-20,CupHandle,99.61,1.43x,34.3,Depth:22.9% Handle:8.9% Vol:1.43x Target:122.64
20,RRC,2026-03-19,CupHandle,45.28,1.36x,33.6,Depth:21.0% Handle:14.4% Vol:1.36x Target:53.98
