# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-06-03
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,DVLU,2026-05-29,DarvasBox,38.85,11.39x,78.0,Box:[36.90-38.45] Ht:4.0% Vol:11.39x Boxes:10 Stop:36.90
2,ALKS,2026-05-29,DarvasBox,42.19,2.24x,50.4,Box:[36.25-39.56] Ht:8.4% Vol:2.24x Boxes:3 Stop:36.25
3,BULD,2026-05-26,DarvasBox,34.09,9.80x,73.0,Box:[30.56-33.06] Ht:7.6% Vol:9.80x Boxes:3 Stop:30.56
4,ARBB,2026-06-03,CupHandle,5.37,1.33x,43.3,Depth:25.7% Handle:4.7% Vol:1.33x Target:6.65
5,MQQQ,2026-06-03,DarvasBox,251.12,2.97x,57.7,Box:[222.65-238.40] Ht:6.6% Vol:2.97x Boxes:4 Stop:222.65
6,STLD,2026-05-29,DarvasBox,260.15,2.15x,49.5,Box:[219.03-243.73] Ht:10.1% Vol:2.15x Boxes:4 Stop:219.03
7,NHPBP,2026-05-18,DarvasBox,22.11,3.35x,51.5,Box:[19.85-21.75] Ht:8.8% Vol:3.35x Boxes:6 Stop:19.85
8,DECO,2026-05-19,CupHandle,66.45,4.11x,61.1,Depth:23.3% Handle:3.1% Vol:4.11x Target:79.10
9,TDI,2026-06-02,DarvasBox,46.47,4.68x,74.8,Box:[43.58-45.74] Ht:4.7% Vol:4.68x Boxes:6 Stop:43.58
10,PLXS,2026-06-03,DarvasBox,287.55,1.79x,45.9,Box:[246.29-275.83] Ht:10.7% Vol:1.79x Boxes:8 Stop:246.29
11,AAXJ,2026-06-01,DarvasBox,122.28,2.85x,56.5,Box:[109.89-117.98] Ht:6.9% Vol:2.85x Boxes:9 Stop:109.89
12,JMID,2026-05-29,DarvasBox,31.77,10.18x,78.0,Box:[29.97-31.26] Ht:4.1% Vol:10.18x Boxes:3 Stop:29.97
13,FTC,2026-06-02,DarvasBox,187.44,2.01x,48.1,Box:[170.39-181.29] Ht:6.0% Vol:2.01x Boxes:9 Stop:170.39
14,EMXC,2026-06-01,DarvasBox,103.67,1.93x,47.3,Box:[90.73-98.31] Ht:7.7% Vol:1.93x Boxes:7 Stop:90.73
15,PTF,2026-06-01,DarvasBox,130.47,1.50x,43.0,Box:[110.25-126.44] Ht:12.8% Vol:1.50x Boxes:6 Stop:110.25
16,SUPP,2026-06-02,DarvasBox,84.92,2.29x,50.9,Box:[77.73-82.91] Ht:6.3% Vol:2.29x Boxes:6 Stop:77.73
17,FPXI,2026-05-26,DarvasBox,77.19,2.25x,45.5,Box:[70.60-74.64] Ht:5.4% Vol:2.25x Boxes:9 Stop:70.60
18,COPP,2026-06-02,CupHandle,45.70,1.48x,44.8,Depth:24.3% Handle:4.0% Vol:1.48x Target:55.76
19,TUG,2026-05-27,DarvasBox,46.68,5.53x,73.0,Box:[44.60-46.09] Ht:3.2% Vol:5.53x Boxes:7 Stop:44.60
20,ALKS,2026-05-28,CupHandle,39.94,1.49x,39.9,Depth:26.1% Handle:4.7% Vol:1.49x Target:49.50
