# Top 20 Chart Patterns - Last 20 Days
# Market: AMEX_Yahoo | End Date: 2026-02-19
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,ESP,2026-02-09,DarvasBox,60.14,2.55x,48.5,Box:[51.86-56.10] Ht:7.6% Vol:2.55x Boxes:4 Stop:51.86
2,BHM,2026-02-17,CupHandle,10.82,4.71x,77.1,Depth:15.5% Handle:3.6% Vol:4.71x Target:12.28
3,BDL,2026-02-09,CupHandle,33.21,3.11x,56.1,Depth:15.1% Handle:9.4% Vol:3.11x Target:38.11
4,ESP,2026-02-09,CupHandle,60.14,2.56x,50.6,Depth:24.4% Handle:11.9% Vol:2.56x Target:71.72
5,ESP,2026-02-04,CupHandle,57.00,1.33x,33.3,Depth:26.9% Handle:4.3% Vol:1.33x Target:70.15
6,OPHC,2026-02-02,CupHandle,4.86,2.10x,41.0,Depth:18.2% Handle:1.1% Vol:2.10x Target:5.73
7,SIM,2026-02-10,CupHandle,30.75,3.20x,57.0,Depth:14.6% Handle:6.3% Vol:3.20x Target:35.02
8,SIM,2026-02-03,CupHandle,31.48,4.00x,60.0,Depth:14.6% Handle:6.3% Vol:4.00x Target:35.75
9,OPHC,2026-02-04,CupHandle,4.95,1.87x,38.7,Depth:18.4% Handle:5.7% Vol:1.87x Target:5.83
10,SCCF,2026-02-18,CupHandle,23.50,2.59x,55.9,Depth:12.5% Handle:8.5% Vol:2.59x Target:26.43
11,AULTpD,2026-02-02,CupHandle,23.42,1.85x,38.5,Depth:24.3% Handle:11.1% Vol:1.85x Target:29.27
12,ACU,2026-02-04,CupHandle,44.00,1.85x,38.5,Depth:18.9% Handle:11.0% Vol:1.85x Target:52.25
13,BDL,2026-02-18,CupHandle,33.95,1.85x,48.5,Depth:15.2% Handle:10.1% Vol:1.85x Target:38.90
14,ACU,2026-02-17,CupHandle,44.32,1.35x,43.5,Depth:18.8% Handle:6.7% Vol:1.35x Target:52.53
15,CIX,2026-02-10,CupHandle,24.50,1.38x,38.8,Depth:16.0% Handle:4.7% Vol:1.38x Target:28.35
16,GENC,2026-01-30,CupHandle,14.34,1.71x,37.1,Depth:13.8% Handle:8.2% Vol:1.71x Target:16.30
17,LGCY,2026-02-13,CupHandle,11.55,4.89x,73.9,Depth:21.3% Handle:9.3% Vol:4.89x Target:13.70
18,EVI,2026-01-30,CupHandle,25.70,1.44x,34.4,Depth:29.0% Handle:0.0% Vol:1.44x Target:33.30
19,CIX,2026-02-13,CupHandle,24.58,1.40x,39.0,Depth:16.0% Handle:14.8% Vol:1.40x Target:28.43
20,CIX,2026-02-09,CupHandle,24.08,1.33x,38.3,Depth:17.2% Handle:14.0% Vol:1.33x Target:28.30
