# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-09-21
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,AMRX,2026-09-21,DarvasBox,20.16,3.44x,62.4,Box:[16.77-19.26] Ht:12.9% Vol:3.44x Boxes:12 Stop:16.77
2,NEOG,2026-09-08,CupHandle,11.89,1.95x,39.5,Depth:29.7% Handle:7.8% Vol:1.95x Target:15.34
3,QCOM,2026-09-08,CupHandle,174.09,2.83x,48.3,Depth:26.9% Handle:5.1% Vol:2.83x Target:219.05
4,GYRE,2026-09-08,CupHandle,7.17,4.48x,64.8,Depth:21.3% Handle:10.2% Vol:4.48x Target:8.64
5,NTRA,2026-09-15,DarvasBox,350.78,1.62x,39.2,Box:[318.36-343.18] Ht:7.2% Vol:1.62x Boxes:10 Stop:318.36
6,KGEI,2026-09-09,CupHandle,6.72,2.12x,41.2,Depth:26.7% Handle:10.4% Vol:2.12x Target:8.35
7,IBEX,2026-09-11,CupHandle,39.80,3.44x,59.4,Depth:33.8% Handle:3.9% Vol:3.44x Target:53.02
8,QRVO,2026-09-08,CupHandle,104.07,1.56x,35.6,Depth:17.9% Handle:13.6% Vol:1.56x Target:121.79
9,COMT,2026-09-15,CupHandle,38.19,1.74x,42.4,Depth:13.4% Handle:7.5% Vol:1.74x Target:42.84
10,MAGS,2026-09-17,CupHandle,70.78,1.58x,45.8,Depth:19.8% Handle:12.5% Vol:1.58x Target:84.39
11,MAGS,2026-09-11,CupHandle,69.89,1.61x,41.1,Depth:14.0% Handle:12.4% Vol:1.61x Target:79.81
12,MAGS,2026-09-03,CupHandle,70.43,2.28x,42.8,Depth:13.6% Handle:2.9% Vol:2.28x Target:79.97
13,DMAC,2026-09-17,CupHandle,6.85,1.93x,49.3,Depth:20.4% Handle:13.8% Vol:1.93x Target:8.20
14,AKAM,2026-09-09,CupHandle,110.75,1.35x,33.5,Depth:17.5% Handle:14.1% Vol:1.35x Target:129.52
15,AMPH,2026-09-21,CupHandle,24.48,1.38x,43.8,Depth:28.5% Handle:10.0% Vol:1.38x Target:31.10
16,AMPH,2026-09-04,CupHandle,23.18,1.54x,35.4,Depth:24.6% Handle:9.2% Vol:1.54x Target:28.60
17,BUG,2026-09-15,DarvasBox,45.30,2.92x,52.2,Box:[38.52-44.55] Ht:13.5% Vol:2.92x Boxes:6 Stop:38.52
18,WCBR,2026-09-17,DarvasBox,44.44,3.26x,60.6,Box:[37.55-43.80] Ht:14.3% Vol:3.26x Boxes:3 Stop:37.55
19,SOLZ,2026-09-21,CupHandle,11.80,1.89x,48.9,Depth:28.8% Handle:5.2% Vol:1.89x Target:14.30
20,NUAI,2026-09-08,CupHandle,6.60,2.74x,47.4,Depth:31.4% Handle:12.4% Vol:2.74x Target:8.21
