# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-05-14
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,GLW,2026-05-06,DarvasBox,181.57,3.12x,54.2,Box:[158.50-176.75] Ht:10.3% Vol:3.12x Boxes:7 Stop:158.50
2,CVEO,2026-05-14,DarvasBox,35.56,4.07x,68.7,Box:[30.51-34.57] Ht:11.7% Vol:4.07x Boxes:5 Stop:30.51
3,KRP,2026-04-30,DarvasBox,15.40,1.82x,36.2,Box:[13.79-15.11] Ht:8.7% Vol:1.82x Boxes:3 Stop:13.79
4,DEC,2026-05-07,CupHandle,15.57,1.56x,40.6,Depth:20.5% Handle:3.8% Vol:1.56x Target:18.76
5,SNDR,2026-05-01,CupHandle,31.47,1.58x,35.8,Depth:24.2% Handle:0.0% Vol:1.58x Target:38.87
6,ARMK,2026-05-12,DarvasBox,48.41,3.24x,60.4,Box:[44.40-46.88] Ht:5.3% Vol:3.24x Boxes:9 Stop:44.40
7,PSTG,2026-05-11,CupHandle,87.34,4.69x,76.9,Depth:23.7% Handle:5.9% Vol:4.69x Target:104.97
8,ULS,2026-05-05,DarvasBox,104.74,2.37x,46.7,Box:[86.45-94.04] Ht:8.1% Vol:2.37x Boxes:5 Stop:86.45
9,TWO,2026-04-29,CupHandle,11.56,1.62x,36.2,Depth:20.8% Handle:0.4% Vol:1.62x Target:13.87
10,FTW,2026-05-11,CupHandle,10.99,1.42x,44.2,Depth:12.8% Handle:5.8% Vol:1.42x Target:12.38
11,CNO,2026-04-28,Spoon,44.57,0.64x,21.4,Depth:10.5% Roundness:0.00 Vol:0.64x Days:44
12,TWO,2026-05-11,CupHandle,12.62,3.58x,65.8,Depth:24.3% Handle:2.5% Vol:3.58x Target:15.44
13,PSTG,2026-05-07,CupHandle,76.05,1.33x,38.3,Depth:22.3% Handle:5.0% Vol:1.33x Target:92.38
14,SNDR,2026-05-14,CupHandle,33.21,2.85x,58.5,Depth:25.2% Handle:6.5% Vol:2.85x Target:41.04
15,MIAX,2026-05-12,CupHandle,52.47,2.05x,50.5,Depth:22.5% Handle:0.9% Vol:2.05x Target:63.25
16,CLDT,2026-05-07,DarvasBox,9.96,4.35x,66.5,Box:[8.43-8.93] Ht:5.6% Vol:4.35x Boxes:2 Stop:8.43
17,WT,2026-05-13,CupHandle,19.49,1.42x,44.2,Depth:22.4% Handle:5.0% Vol:1.42x Target:23.30
18,PSTG,2026-05-08,CupHandle,78.16,1.44x,39.4,Depth:23.6% Handle:10.0% Vol:1.44x Target:95.73
19,NOA,2026-05-14,CupHandle,15.76,1.88x,48.8,Depth:21.1% Handle:8.4% Vol:1.88x Target:18.99
20,FTW,2026-05-14,CupHandle,11.25,1.32x,43.2,Depth:12.7% Handle:5.8% Vol:1.32x Target:12.63
