# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-03-10
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,EHAB,2026-02-23,DarvasBox,13.60,31.09x,68.0,Box:[10.21-11.35] Ht:10.0% Vol:31.09x Boxes:2 Stop:10.21
2,BP,2026-03-06,DarvasBox,40.44,2.39x,51.9,Box:[36.15-39.51] Ht:8.5% Vol:2.39x Boxes:5 Stop:36.15
3,NTR,2026-03-02,DarvasBox,75.74,2.24x,45.4,Box:[69.03-73.55] Ht:6.1% Vol:2.24x Boxes:3 Stop:69.03
4,RYAM,2026-02-25,DarvasBox,10.23,9.37x,68.0,Box:[7.65-8.95] Ht:14.5% Vol:9.37x Boxes:3 Stop:7.65
5,NPK,2026-03-09,DarvasBox,141.48,1.78x,45.8,Box:[119.22-137.78] Ht:13.5% Vol:1.78x Boxes:6 Stop:119.22
6,CRT,2026-03-05,CupHandle,9.50,1.73x,47.3,Depth:27.6% Handle:5.7% Vol:1.73x Target:12.11
7,VRT,2026-03-09,DarvasBox,264.35,2.94x,57.4,Box:[232.12-255.54] Ht:9.2% Vol:2.94x Boxes:2 Stop:232.12
8,CRT,2026-02-19,CupHandle,8.99,3.45x,54.5,Depth:19.7% Handle:11.3% Vol:3.45x Target:10.67
9,AGRO,2026-03-02,CupHandle,9.32,1.61x,41.1,Depth:24.8% Handle:8.8% Vol:1.61x Target:11.59
10,EFXT,2026-02-26,DarvasBox,23.23,2.05x,38.5,Box:[17.09-19.65] Ht:13.0% Vol:2.05x Boxes:6 Stop:17.09
11,GNT,2026-02-23,DarvasBox,8.98,2.35x,41.5,Box:[7.80-8.79] Ht:11.3% Vol:2.35x Boxes:11 Stop:7.80
12,CF,2026-02-19,CupHandle,99.46,2.39x,43.9,Depth:20.1% Handle:5.6% Vol:2.39x Target:118.46
13,AGRO,2026-03-05,CupHandle,9.70,3.09x,60.9,Depth:24.9% Handle:11.8% Vol:3.09x Target:11.98
14,CF,2026-02-18,CupHandle,95.82,1.35x,33.5,Depth:20.6% Handle:6.7% Vol:1.35x Target:115.40
15,MPC,2026-03-02,CupHandle,209.82,1.66x,41.6,Depth:22.7% Handle:7.2% Vol:1.66x Target:257.29
16,CF,2026-03-03,DarvasBox,106.30,2.55x,48.5,Box:[93.64-105.23] Ht:11.0% Vol:2.55x Boxes:4 Stop:93.64
17,HAFN,2026-02-23,CupHandle,7.26,1.80x,38.0,Depth:23.0% Handle:1.9% Vol:1.80x Target:8.81
18,AGX,2026-03-09,DarvasBox,466.38,1.86x,46.6,Box:[397.02-449.90] Ht:11.8% Vol:1.86x Boxes:6 Stop:397.02
19,AMPX,2026-03-04,CupHandle,12.55,1.31x,38.1,Depth:28.4% Handle:9.8% Vol:1.31x Target:15.61
20,NOA,2026-03-09,CupHandle,16.46,1.59x,45.9,Depth:23.9% Handle:8.2% Vol:1.59x Target:20.38
