# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NYSE_Yahoo | End Date: 2026-06-29
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,FIHL,2026-06-26,DarvasBox,24.74,96.2,1,93.1,65.0,100.0,67.3,11.4
2,PSTL,2026-06-26,DarvasBox,24.88,87.4,1,86.2,68.0,45.8,75.6,0.0
3,LION,2026-06-16,DarvasBox,16.36,87.3,1,90.5,65.4,69.3,36.4,0.7
4,AXP,2026-06-15,Spoon,335.38,86.8,1,100.0,72.6,48.5,58.8,22.9
5,GUT,2026-06-23,DarvasBox,6.48,86.0,1,87.4,57.3,58.9,69.5,1.0
6,VNOpN,2026-06-16,CupHandle,17.53,85.8,1,100.0,65.0,100.0,80.9,33.4
7,ACA,2026-06-22,DarvasBox,144.90,85.4,1,87.8,38.3,85.9,100.0,1.5
8,GVA,2026-06-23,DarvasBox,150.08,82.7,1,89.8,72.1,21.4,80.3,0.0
9,RVLV,2026-06-26,CupHandle,23.76,81.9,1,76.9,72.7,82.8,44.0,11.4
10,GTES,2026-06-25,CupHandle,29.02,80.5,1,77.9,72.5,43.8,66.6,7.1
11,GRC,2026-06-11,DarvasBox,82.82,78.8,1,86.4,32.4,73.4,59.3,2.9
12,CBL,2026-06-25,DarvasBox,52.82,78.8,1,77.5,68.0,55.2,62.2,0.0
13,WST,2026-06-25,DarvasBox,346.56,78.7,1,75.8,68.0,64.1,66.0,0.3
14,DCO,2026-06-11,DarvasBox,165.00,78.0,1,82.2,68.0,37.0,58.6,1.2
15,HBB,2026-06-29,CupHandle,21.74,77.8,1,75.2,68.0,84.9,76.0,22.4
16,BNS,2026-06-25,DarvasBox,86.46,77.7,1,83.1,36.6,49.5,53.6,0.0
17,ROK,2026-06-26,CupHandle,476.82,77.5,1,78.6,68.0,35.9,61.6,1.5
18,YETI,2026-06-18,CupHandle,48.97,76.4,1,76.0,72.1,60.4,38.2,0.0
19,BAX,2026-06-26,CupHandle,22.04,75.7,1,79.1,70.2,38.0,52.3,5.7
20,LNG,2026-06-17,CupHandle,231.41,75.5,1,68.1,68.0,61.5,61.5,2.9
21,AGM,2026-06-23,CupHandle,189.38,75.4,1,77.4,69.3,27.1,53.9,0.0
22,CPA,2026-06-18,CupHandle,151.04,75.4,1,77.7,55.0,67.7,41.3,0.0
23,HXL,2026-06-18,CupHandle,97.63,75.1,1,70.1,57.0,82.8,71.4,0.0
24,LOB,2026-06-23,CupHandle,39.88,74.2,1,69.7,89.6,32.8,66.1,0.0
25,GFF,2026-06-26,CupHandle,96.42,73.6,1,72.2,72.2,45.8,54.3,0.0
26,BOW,2026-06-29,CupHandle,30.01,73.6,1,74.8,73.2,42.7,53.5,0.0
27,EDD,2026-06-29,CupHandle,6.02,73.3,1,68.7,72.3,65.6,64.3,4.9
28,NNI,2026-06-26,CupHandle,134.41,73.1,1,64.4,74.2,98.4,48.8,0.0
29,UVE,2026-06-23,CupHandle,39.97,73.0,1,70.4,68.3,69.8,57.8,0.0
30,AAP,2026-06-26,CupHandle,62.18,72.5,1,76.9,68.0,45.8,56.7,0.0
31,URI,2026-06-25,DarvasBox,1139.51,72.4,1,76.3,60.6,35.4,57.9,4.3
32,JHX,2026-06-16,CupHandle,25.63,71.9,1,71.7,74.8,52.6,49.1,0.0
33,BUD,2026-06-24,CupHandle,84.43,71.8,1,66.1,74.2,69.3,74.8,0.0
34,PXED,2026-06-26,CupHandle,33.11,71.7,1,70.0,71.8,50.0,60.9,0.9
35,SGI,2026-06-26,CupHandle,77.94,71.5,1,68.0,62.1,78.1,73.2,11.4
36,TSM,2026-06-18,DarvasBox,462.12,71.5,1,80.5,75.0,15.6,52.7,5.0
37,FOR,2026-06-24,CupHandle,30.93,71.4,1,73.8,69.3,45.3,51.0,0.4
38,KREF,2026-06-25,CupHandle,7.00,71.3,1,77.5,44.0,50.0,54.3,22.9
39,ING,2026-06-18,CupHandle,31.36,71.2,1,76.3,61.7,52.1,55.4,7.1
40,DT,2026-06-26,CupHandle,43.37,70.7,1,72.4,68.0,61.5,70.5,5.7
41,BFS,2026-06-10,DarvasBox,37.82,70.7,1,75.5,61.3,15.1,60.5,3.9
42,DV,2026-06-26,CupHandle,10.82,70.5,1,67.7,72.1,39.6,91.1,5.7
43,SLG,2026-06-29,CupHandle,52.93,70.5,1,78.8,58.8,24.0,47.8,5.7
44,ABX,2026-06-26,CupHandle,9.91,69.8,1,70.8,74.8,47.4,80.1,0.8
45,TSQ,2026-06-29,CupHandle,6.96,69.8,1,69.9,73.3,54.2,53.9,7.1
46,CMDB,2026-06-23,CupHandle,17.56,69.7,1,64.8,56.4,79.2,75.2,7.1
47,ROG,2026-06-16,DarvasBox,161.14,69.3,1,79.8,55.0,14.6,43.9,0.2
48,SAFE,2026-06-26,CupHandle,16.44,69.3,1,70.8,65.0,26.0,72.6,0.0
49,CUZ,2026-06-26,CupHandle,29.96,69.2,1,73.1,73.7,18.8,46.2,0.0
50,LEVI,2026-06-26,CupHandle,24.54,69.0,1,67.2,72.3,59.4,59.4,0.0
