# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-06-01
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,GPRK,2026-06-01,DarvasBox,11.34,2.89x,56.9,Box:[9.48-10.51] Ht:9.8% Vol:2.89x Boxes:3 Stop:9.48
2,IAE,2026-06-01,DarvasBox,8.74,1.94x,47.4,Box:[8.05-8.47] Ht:5.0% Vol:1.94x Boxes:5 Stop:8.05
3,MS,2026-05-29,CupHandle,208.00,1.70x,47.0,Depth:23.9% Handle:8.4% Vol:1.70x Target:255.95
4,MS,2026-05-28,CupHandle,203.79,1.31x,43.1,Depth:22.9% Handle:8.0% Vol:1.31x Target:249.06
5,HGV,2026-05-29,CupHandle,52.02,1.31x,43.1,Depth:24.0% Handle:2.7% Vol:1.31x Target:63.82
6,CII,2026-05-29,DarvasBox,26.07,2.00x,48.0,Box:[24.05-25.34] Ht:5.1% Vol:2.00x Boxes:8 Stop:24.05
7,KLAR,2026-05-29,CupHandle,18.29,1.35x,43.5,Depth:24.2% Handle:7.8% Vol:1.35x Target:22.13
8,AVAL,2026-05-26,CupHandle,4.66,1.75x,42.5,Depth:20.8% Handle:2.3% Vol:1.75x Target:5.54
9,ZGN,2026-05-28,DarvasBox,14.92,1.95x,47.5,Box:[12.12-13.38] Ht:9.4% Vol:1.95x Boxes:4 Stop:12.12
10,STXE,2026-05-27,DarvasBox,50.85,2.18x,49.8,Box:[46.05-49.71] Ht:7.4% Vol:2.18x Boxes:6 Stop:46.05
11,ATI,2026-05-29,DarvasBox,175.16,1.85x,46.5,Box:[146.34-171.11] Ht:14.5% Vol:1.85x Boxes:3 Stop:146.34
12,ORCL,2026-05-28,CupHandle,203.70,1.35x,43.5,Depth:28.5% Handle:4.8% Vol:1.35x Target:257.33
13,URI,2026-05-29,CupHandle,995.67,1.31x,43.1,Depth:26.0% Handle:3.2% Vol:1.31x Target:1242.91
14,GPRK,2026-05-18,CupHandle,10.39,1.45x,34.5,Depth:19.7% Handle:3.0% Vol:1.45x Target:12.07
15,DAL,2026-05-26,CupHandle,79.39,1.34x,38.4,Depth:23.8% Handle:0.0% Vol:1.34x Target:96.64
16,IAE,2026-06-01,CupHandle,8.74,1.84x,48.4,Depth:14.5% Handle:6.8% Vol:1.84x Target:9.93
17,NET,2026-06-01,CupHandle,270.82,1.76x,47.6,Depth:22.6% Handle:13.6% Vol:1.76x Target:317.30
18,VNO,2026-05-28,CupHandle,33.85,1.53x,45.3,Depth:22.3% Handle:8.8% Vol:1.53x Target:40.90
19,CNI,2026-05-29,CupHandle,118.55,1.49x,44.9,Depth:15.1% Handle:2.2% Vol:1.49x Target:135.92
20,MC,2026-05-29,CupHandle,67.29,1.37x,43.7,Depth:22.3% Handle:4.0% Vol:1.37x Target:81.93
