# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NASDAQ_Polygon | End Date: 2026-02-03
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,ZEUS,2026-01-20,CupHandle,49.17,76.5,2,81.9,89.8,11.5,59.6,1.0
2,LNSR,2026-01-30,CupHandle,12.73,72.2,3,76.3,66.3,72.9,57.0,13.2
3,WULF,2026-01-23,CupHandle,14.12,71.6,3,70.0,69.8,93.2,60.9,1.0
4,DAKT,2026-01-29,CupHandle,22.46,71.0,3,75.8,71.0,50.5,56.2,0.0
5,SMTC,2026-01-22,CupHandle,80.12,69.4,3,70.6,82.6,59.4,43.2,0.0
6,CIZN,2026-01-30,CupHandle,8.22,68.0,3,71.5,60.7,99.0,40.5,20.3
7,CNTA,2026-01-21,CupHandle,23.23,67.7,3,77.5,39.8,78.6,30.6,0.0
8,DGICB,2026-01-20,CupHandle,17.38,67.6,3,73.0,67.3,79.2,36.9,22.6
9,WSTL,2026-01-20,CupHandle,6.12,67.1,3,67.9,72.3,100.0,24.8,17.2
10,VEON,2026-01-22,CupHandle,55.28,65.6,3,76.3,28.9,89.1,53.5,4.9
11,FIP,2026-01-21,CupHandle,5.99,65.5,3,76.7,62.5,28.6,47.6,0.0
12,DVXP,2026-01-27,CupHandle,25.04,65.4,3,76.6,50.2,50.0,100.0,21.0
13,MYRG,2026-01-21,CupHandle,256.95,64.6,4,72.8,70.0,38.5,47.5,3.2
14,EYE,2026-01-15,CupHandle,29.43,64.0,4,65.5,73.6,71.9,57.5,0.0
15,AMAL,2026-01-22,CupHandle,38.44,63.4,4,76.4,74.4,0.5,46.1,1.8
16,SWBI,2026-01-26,CupHandle,11.19,63.4,4,71.5,74.7,31.8,41.4,0.0
17,AEBI,2026-02-02,CupHandle,15.14,63.3,4,70.4,63.7,50.0,62.8,0.0
18,THAR,2026-01-29,CupHandle,4.47,63.1,4,73.3,68.5,17.2,100.0,7.7
19,BBGI,2026-01-26,CupHandle,5.58,62.7,4,73.3,16.3,94.8,100.0,0.0
20,FUSB,2026-01-23,CupHandle,14.50,61.3,4,70.6,86.4,22.9,45.3,23.6
21,TCBI,2026-01-21,CupHandle,102.28,61.3,4,73.2,67.3,18.8,46.9,0.0
22,WNEB,2026-01-28,CupHandle,13.17,61.0,4,68.6,79.2,24.5,80.8,9.0
23,TXN,2026-01-26,CupHandle,196.59,60.6,4,73.5,71.8,2.6,74.1,7.1
24,ATEX,2026-01-27,CupHandle,25.93,60.5,4,72.0,71.7,1.0,94.6,0.0
25,INVA,2026-02-02,CupHandle,20.98,60.5,4,57.3,84.8,87.5,54.1,0.0
26,ARCB,2026-01-29,CupHandle,85.31,60.3,4,78.3,50.0,2.1,71.2,1.2
27,QCRH,2026-01-28,CupHandle,89.49,60.0,4,68.3,69.4,35.9,69.1,3.3
28,UNB,2026-01-30,CupHandle,24.89,59.9,4,69.1,59.9,59.4,58.8,17.8
29,STRS,2026-01-26,CupHandle,26.48,59.9,4,71.5,68.9,27.1,72.1,20.9
30,PESI,2026-01-30,CupHandle,15.27,59.6,4,72.0,40.5,53.1,73.6,0.0
31,VMD,2026-01-26,CupHandle,7.43,58.8,4,61.9,72.2,67.7,55.5,0.0
32,OVLY,2026-01-21,CupHandle,32.17,58.7,4,73.7,56.9,25.5,62.0,17.2
33,PNRG,2026-01-21,CupHandle,177.16,58.3,4,68.1,64.7,45.8,43.2,8.2
34,RUN,2026-01-22,CupHandle,18.76,58.2,4,63.8,68.0,58.3,56.7,0.0
35,TILE,2026-01-28,CupHandle,31.43,58.1,4,68.4,69.8,24.5,56.0,0.0
36,ENPH,2026-01-22,CupHandle,40.48,58.1,4,74.7,50.0,14.1,65.4,1.3
37,RBCAA,2026-01-15,Spoon,72.96,58.1,4,70.1,64.3,33.9,47.7,12.8
38,FSUN,2026-01-22,CupHandle,39.93,58.0,4,77.8,33.6,13.5,86.0,0.0
39,DAPP,2026-01-21,CupHandle,19.68,58.0,4,65.2,50.3,82.3,40.5,1.0
40,RUSHA,2026-01-30,CupHandle,64.19,57.8,4,77.4,46.4,3.1,55.2,0.0
41,SHBI,2026-01-21,CupHandle,18.90,57.5,4,68.0,70.6,18.8,68.8,0.0
42,HLIT,2026-01-22,CupHandle,10.50,57.4,4,58.5,73.8,76.6,62.7,0.0
43,NOVT,2026-01-21,CupHandle,140.75,57.3,4,66.8,70.0,31.8,50.1,0.1
44,FCAP,2026-02-02,CupHandle,57.96,57.2,4,67.5,63.3,51.6,47.0,18.6
45,ECBK,2026-01-30,CupHandle,17.68,56.9,4,63.4,65.9,71.9,48.4,18.3
46,DCOM,2026-01-21,CupHandle,32.72,56.9,4,65.8,80.0,9.4,87.1,1.0
47,SMHX,2026-01-29,CupHandle,40.03,56.9,4,61.6,72.6,61.5,41.9,0.0
48,SAFT,2026-01-30,CupHandle,78.70,56.8,4,62.7,82.8,30.2,73.2,3.5
49,FBIZ,2026-01-29,CupHandle,57.09,56.8,4,66.3,88.0,8.9,63.4,15.0
50,INBK,2026-01-22,CupHandle,24.16,56.5,4,73.2,50.2,23.4,51.4,8.9
