# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-07-16
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,FIHL,2026-06-26,DarvasBox,24.74,4.24x,60.4,Box:[21.08-24.06] Ht:12.4% Vol:4.24x Boxes:3 Stop:21.08
2,CVLG,2026-07-16,DarvasBox,48.21,2.28x,50.8,Box:[42.00-47.08] Ht:10.8% Vol:2.28x Boxes:5 Stop:42.00
3,WT,2026-07-09,CupHandle,19.86,1.43x,39.3,Depth:24.6% Handle:2.3% Vol:1.43x Target:24.16
4,NNN,2026-07-16,DarvasBox,49.22,2.96x,57.6,Box:[46.29-48.15] Ht:3.9% Vol:2.96x Boxes:8 Stop:46.29
5,MSM,2026-07-01,DarvasBox,123.34,3.61x,54.1,Box:[114.05-119.13] Ht:4.3% Vol:3.61x Boxes:4 Stop:114.05
6,AOD,2026-06-30,CupHandle,10.31,1.41x,34.1,Depth:14.8% Handle:2.3% Vol:1.41x Target:11.83
7,CX,2026-07-14,CupHandle,12.80,1.56x,45.6,Depth:24.5% Handle:14.6% Vol:1.56x Target:16.02
8,BCS,2026-07-14,CupHandle,27.53,1.36x,43.6,Depth:26.7% Handle:2.7% Vol:1.36x Target:34.74
9,SAN,2026-07-08,CupHandle,13.57,1.68x,41.8,Depth:18.9% Handle:0.0% Vol:1.68x Target:16.01
10,VSTS,2026-07-16,DarvasBox,16.42,2.10x,49.0,Box:[13.40-15.06] Ht:11.0% Vol:2.10x Boxes:3 Stop:13.40
11,CX,2026-07-15,CupHandle,13.07,1.72x,47.2,Depth:20.4% Handle:10.2% Vol:1.72x Target:15.61
12,DSMC,2026-07-15,DarvasBox,41.41,2.62x,54.2,Box:[39.26-40.97] Ht:4.2% Vol:2.62x Boxes:4 Stop:39.26
13,SAN,2026-07-01,CupHandle,13.81,1.41x,34.1,Depth:24.1% Handle:8.9% Vol:1.41x Target:17.12
14,SOLV,2026-07-16,CupHandle,81.70,1.71x,47.1,Depth:21.3% Handle:2.5% Vol:1.71x Target:98.54
15,CX,2026-07-13,CupHandle,12.45,1.78x,47.8,Depth:22.7% Handle:8.3% Vol:1.78x Target:15.36
16,CUBI,2026-06-30,CupHandle,79.10,1.64x,36.4,Depth:18.2% Handle:0.0% Vol:1.64x Target:93.24
17,SIG,2026-07-16,CupHandle,90.24,1.34x,43.4,Depth:16.3% Handle:8.7% Vol:1.34x Target:104.23
18,SLG,2026-06-29,CupHandle,52.93,1.42x,34.2,Depth:27.6% Handle:3.1% Vol:1.42x Target:65.98
19,EPR,2026-07-09,CupHandle,59.57,1.33x,38.3,Depth:19.1% Handle:2.4% Vol:1.33x Target:70.91
20,EPR,2026-06-26,CupHandle,59.70,1.69x,36.9,Depth:18.0% Handle:2.9% Vol:1.69x Target:70.24
