# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-04-15
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,NIO,2026-03-31,CupHandle,6.03,1.57x,35.7,Depth:25.5% Handle:2.0% Vol:1.57x Target:7.53
2,MAC,2026-04-10,DarvasBox,21.42,1.84x,46.4,Box:[17.91-20.93] Ht:14.4% Vol:1.84x Boxes:2 Stop:17.91
3,UPS,2026-04-08,Spoon,100.45,0.90x,29.0,Depth:18.1% Roundness:1.00 Vol:0.90x Days:180
4,WSR,2026-04-09,DarvasBox,18.93,19.19x,73.0,Box:[15.90-16.62] Ht:4.3% Vol:19.19x Boxes:9 Stop:15.90
5,AMWL,2026-04-14,CupHandle,5.51,1.32x,43.2,Depth:24.9% Handle:7.4% Vol:1.32x Target:6.87
6,AAMI,2026-04-08,DarvasBox,59.43,1.66x,39.6,Box:[49.05-57.03] Ht:14.0% Vol:1.66x Boxes:4 Stop:49.05
7,RSI,2026-03-31,CupHandle,21.75,1.95x,39.5,Depth:24.8% Handle:7.2% Vol:1.95x Target:26.87
8,NIO,2026-04-09,CupHandle,6.07,1.46x,39.6,Depth:20.9% Handle:6.9% Vol:1.46x Target:7.23
9,CHH,2026-03-26,CupHandle,101.54,1.34x,33.4,Depth:17.8% Handle:4.2% Vol:1.34x Target:119.70
10,BWXT,2026-04-08,DarvasBox,231.78,1.53x,38.3,Box:[189.00-222.29] Ht:15.0% Vol:1.53x Boxes:5 Stop:189.00
11,QUAD,2026-04-07,CupHandle,7.05,1.34x,38.4,Depth:23.8% Handle:2.8% Vol:1.34x Target:8.65
12,GRMN,2026-04-08,Spoon,252.79,0.61x,26.1,Depth:22.7% Roundness:0.00 Vol:0.61x Days:155
13,LION,2026-04-14,CupHandle,11.09,2.15x,51.5,Depth:19.0% Handle:4.9% Vol:2.15x Target:12.94
14,QUAD,2026-04-06,CupHandle,7.08,1.44x,39.4,Depth:23.7% Handle:11.3% Vol:1.44x Target:8.67
15,MAC,2026-04-08,CupHandle,20.68,1.44x,39.4,Depth:16.9% Handle:3.9% Vol:1.44x Target:23.91
16,WT,2026-04-14,CupHandle,17.27,2.15x,51.5,Depth:27.8% Handle:4.1% Vol:2.15x Target:21.38
17,MXL,2026-04-08,CupHandle,19.14,1.68x,41.8,Depth:26.0% Handle:5.0% Vol:1.68x Target:23.62
18,SGHC,2026-04-08,CupHandle,10.93,2.15x,46.5,Depth:23.3% Handle:5.1% Vol:2.15x Target:13.50
19,LION,2026-04-10,CupHandle,10.88,1.78x,47.8,Depth:18.2% Handle:7.4% Vol:1.78x Target:12.63
20,CLDT,2026-04-14,DarvasBox,8.67,1.89x,46.9,Box:[7.47-8.44] Ht:11.5% Vol:1.89x Boxes:1 Stop:7.47
