# Top 20 Chart Patterns - Last 20 Days
# Market: AMEX_Yahoo | End Date: 2026-03-29
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,MPTI,2026-03-26,DarvasBox,72.15,5.16x,78.0,Box:[61.42-68.50] Ht:10.3% Vol:5.16x Boxes:4 Stop:61.42
2,BHM,2026-03-19,CupHandle,10.75,1.63x,41.3,Depth:30.6% Handle:10.6% Vol:1.63x Target:14.26
3,NML,2026-03-27,DarvasBox,10.58,1.56x,43.6,Box:[9.93-10.44] Ht:4.9% Vol:1.56x Boxes:8 Stop:9.93
4,EGG,2026-03-24,CupHandle,5.70,1.81x,48.1,Depth:30.1% Handle:14.6% Vol:1.81x Target:7.21
5,UUU,2026-03-10,CupHandle,5.59,3.82x,58.2,Depth:29.2% Handle:10.7% Vol:3.82x Target:7.09
6,EGG,2026-03-12,CupHandle,5.35,1.62x,36.2,Depth:32.8% Handle:9.9% Vol:1.62x Target:7.06
7,EGG,2026-03-13,CupHandle,6.00,1.53x,35.3,Depth:32.4% Handle:10.1% Vol:1.53x Target:7.68
8,BDL,2026-03-12,CupHandle,34.42,2.18x,41.8,Depth:18.2% Handle:0.0% Vol:2.18x Target:40.57
9,ACU,2026-03-16,CupHandle,46.00,4.02x,60.2,Depth:22.5% Handle:3.3% Vol:4.02x Target:56.24
10,AXIL,2026-03-09,CupHandle,6.27,2.75x,47.5,Depth:30.4% Handle:10.2% Vol:2.75x Target:8.14
11,CIX,2026-03-12,CupHandle,24.30,1.81x,38.1,Depth:16.9% Handle:2.4% Vol:1.81x Target:28.43
12,BDL,2026-03-10,CupHandle,33.74,1.30x,33.0,Depth:15.5% Handle:11.7% Vol:1.30x Target:38.78
13,DIT,2026-03-18,CupHandle,118.50,4.51x,65.1,Depth:12.3% Handle:0.0% Vol:4.51x Target:132.81
14,PTN,2026-03-20,CupHandle,21.45,1.77x,42.7,Depth:34.1% Handle:8.4% Vol:1.77x Target:28.61
15,LEGT,2026-03-12,POS,N/A,1.00x,20.0,Peak=MA21
16,LEGT,2026-03-11,POS,N/A,1.00x,20.0,Peak=MA21
17,LEGT,2026-03-10,POS,N/A,1.00x,20.0,Peak=MA21
18,LEGT,2026-03-09,POS,N/A,1.00x,20.0,Peak=MA21
19,AULTPD,2026-03-25,CupHandle,21.53,1.68x,46.8,Depth:18.4% Handle:14.1% Vol:1.68x Target:25.58
20,MPTI,2026-03-12,POS,N/A,1.00x,20.0,Peak=MA21
