# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NASDAQ_Yahoo | End Date: 2026-06-30
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,STRT,2026-06-26,CupHandle,82.64,89.8,1,80.1,65.3,90.1,86.9,7.2
2,SCHL,2026-06-26,DarvasBox,46.01,83.1,1,83.3,68.0,44.8,59.6,0.0
3,PGC,2026-06-26,DarvasBox,47.99,82.8,1,83.7,41.9,69.3,76.4,0.0
4,MDRR,2026-06-30,CupHandle,11.65,81.2,1,78.4,74.3,49.0,59.0,26.6
5,GSBC,2026-06-26,DarvasBox,79.05,79.1,1,77.5,71.6,52.1,60.4,0.5
6,OPHC,2026-06-15,DarvasBox,5.75,78.2,1,81.3,57.2,41.1,46.5,9.3
7,DGII,2026-06-29,DarvasBox,73.23,78.1,1,79.1,68.0,38.0,91.0,0.0
8,EXEL,2026-06-26,DarvasBox,54.77,77.6,1,76.8,56.5,52.6,61.0,0.0
9,UFCS,2026-06-26,DarvasBox,52.55,77.5,1,92.6,39.7,49.0,72.3,0.5
10,MASS,2026-06-18,CupHandle,8.85,76.7,1,79.5,71.6,56.2,63.4,0.0
11,GTX,2026-06-26,DarvasBox,35.11,76.6,1,83.1,35.7,41.1,70.0,0.0
12,CIVB,2026-06-26,DarvasBox,28.67,76.5,1,80.3,41.2,58.9,80.5,0.0
13,KINS,2026-06-26,CupHandle,18.19,75.1,1,71.1,67.1,89.1,96.0,5.6
14,DWAS,2026-06-23,DarvasBox,120.84,74.6,1,81.5,65.0,4.7,68.4,11.9
15,TRIN,2026-06-29,CupHandle,17.73,74.4,1,69.2,80.8,69.8,57.2,0.0
16,CLNN,2026-06-22,CupHandle,5.89,74.2,1,71.6,70.3,74.0,45.7,12.3
17,ANAB,2026-06-26,CupHandle,63.15,74.2,1,67.2,74.3,91.7,67.7,0.0
18,FRST,2026-06-26,DarvasBox,16.65,74.2,1,83.4,37.2,23.4,86.7,0.0
19,HQY,2026-06-26,CupHandle,88.46,73.6,1,70.3,68.0,81.2,60.6,5.7
20,PIE,2026-06-22,DarvasBox,34.30,73.5,1,91.6,68.9,9.4,41.2,7.5
21,QQQA,2026-06-15,DarvasBox,85.93,73.5,1,83.8,74.3,0.5,50.7,5.5
22,CTBI,2026-06-26,DarvasBox,72.36,73.2,1,75.4,56.5,43.2,78.2,0.0
23,ANIK,2026-06-26,CupHandle,15.10,72.6,1,70.1,54.2,79.7,59.0,4.0
24,SGMT,2026-06-25,CupHandle,6.86,72.6,1,64.9,72.0,77.6,93.8,0.0
25,PCB,2026-06-18,DarvasBox,26.80,72.6,1,86.9,47.5,8.9,88.1,10.4
26,FDIF,2026-06-30,DarvasBox,40.47,72.5,1,83.3,68.0,0.5,67.1,13.7
27,QYLD,2026-06-18,DarvasBox,18.52,72.2,1,79.3,74.2,4.2,38.4,7.1
28,XPEL,2026-06-25,CupHandle,47.90,72.2,1,65.3,65.0,81.8,70.1,0.0
29,PKOH,2026-06-18,DarvasBox,36.00,72.2,1,78.4,27.3,78.1,75.2,1.8
30,ILPT,2026-06-26,DarvasBox,9.28,71.9,1,79.2,50.6,47.4,70.3,0.0
31,RCKY,2026-06-26,CupHandle,41.28,71.9,1,76.5,37.9,57.3,79.6,6.5
32,TCMD,2026-06-26,CupHandle,30.28,71.8,1,75.7,57.8,53.1,74.8,0.7
33,RGS,2026-06-30,CupHandle,28.00,71.6,1,71.5,71.5,67.7,49.7,19.1
34,CATY,2026-06-16,CupHandle,60.30,71.6,1,73.8,62.5,37.0,62.9,0.0
35,HBNC,2026-06-26,DarvasBox,20.29,71.5,1,74.6,44.6,52.6,86.6,0.0
36,CGNX,2026-06-26,CupHandle,66.56,71.4,1,74.3,68.0,33.3,73.7,0.0
37,CCSI,2026-06-18,CupHandle,34.14,71.1,1,74.2,68.0,42.7,58.9,0.0
38,MFIN,2026-06-10,CupHandle,9.90,70.9,1,73.8,51.0,62.5,58.0,5.7
39,XCNY,2026-06-22,DarvasBox,34.41,70.9,1,80.7,73.1,31.2,12.6,14.2
40,CRMD,2026-06-18,CupHandle,8.67,70.8,1,76.3,74.2,13.0,68.3,22.9
41,TGLS,2026-06-29,CupHandle,46.21,70.6,1,69.4,69.5,49.0,67.0,11.4
42,ACNB,2026-06-26,DarvasBox,60.42,70.4,1,79.5,32.2,46.4,83.9,3.3
43,ARGX,2026-06-22,CupHandle,903.75,70.4,1,76.7,74.5,1.0,48.0,15.7
44,STHO,2026-06-26,CupHandle,9.18,70.2,1,72.4,57.9,59.9,54.9,11.9
45,DXPE,2026-06-18,CupHandle,173.69,70.2,1,68.0,53.5,66.7,74.8,12.2
46,FTAI,2026-06-26,CupHandle,260.08,70.1,1,68.4,55.0,65.1,57.4,12.8
47,NESR,2026-06-26,DarvasBox,28.24,70.1,1,74.1,68.0,30.7,76.5,0.0
48,ABEO,2026-06-17,CupHandle,5.65,69.9,1,69.9,74.1,39.6,74.1,2.9
49,HUBG,2026-06-26,CupHandle,43.75,69.7,1,68.9,53.4,89.1,64.1,11.4
50,AFSC,2026-06-16,DarvasBox,37.50,69.7,1,82.5,44.7,0.5,93.2,21.4
