# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: AMEX_Yahoo | End Date: 2026-04-17
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,OBE,2026-04-17,DarvasBox,10.10,92.0,1,81.7,68.0,100.0,85.5,23.6
2,LGCY,2026-04-09,CupHandle,13.70,91.6,1,100.0,68.0,100.0,43.7,32.2
3,OZ,2026-04-02,Spoon,56.00,90.1,1,100.0,68.0,100.0,22.2,34.0
4,INFU,2026-04-17,CupHandle,10.58,84.3,1,74.2,68.0,100.0,61.3,12.7
5,TRT,2026-04-17,CupHandle,7.05,80.4,1,71.6,68.0,100.0,56.7,17.1
6,COHN,2026-04-16,CupHandle,23.21,72.3,1,63.7,68.0,100.0,84.4,22.8
7,AAP,2026-04-10,CupHandle,54.59,72.3,1,64.2,68.0,100.0,50.6,14.3
8,AAp,2026-04-10,CupHandle,54.59,72.3,1,64.2,68.0,100.0,50.6,14.3
9,LGL,2026-04-17,CupHandle,7.18,67.4,1,60.8,68.0,100.0,88.5,36.4
10,UUU,2026-04-07,CupHandle,6.05,64.3,1,59.9,68.0,100.0,37.8,32.3
11,ESP,2026-04-15,CupHandle,64.80,62.4,1,54.4,68.0,100.0,89.7,23.0
12,ORLA,2026-04-14,CupHandle,17.79,62.1,1,55.6,68.0,100.0,62.9,24.3
13,CIX,2026-04-09,CupHandle,23.27,56.5,1,52.0,68.0,100.0,42.0,28.2
14,AXIL,2026-04-08,CupHandle,7.14,54.3,2,51.8,68.0,100.0,19.4,35.4
15,CVR,2026-04-16,CupHandle,10.77,53.5,2,65.6,68.0,100.0,30.7,26.7
16,BDL,2026-04-08,CupHandle,32.00,52.8,2,64.8,71.4,100.0,65.7,37.0
17,AULTpD,2026-04-09,CupHandle,22.00,51.9,2,63.4,68.3,100.0,34.1,26.2
18,CKX,2026-04-13,CupHandle,10.72,48.2,2,58.1,74.8,100.0,12.0,37.3
19,SIM,2026-04-08,CupHandle,34.35,45.0,2,65.2,58.7,21.4,29.6,16.4
20,AULTPD,2026-04-09,CupHandle,22.00,33.9,4,58.0,49.9,16.7,34.1,26.2
