# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-03-19
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,ELPC,2026-03-19,DarvasBox,11.89,3.27x,60.7,Box:[10.52-11.76] Ht:10.5% Vol:3.27x Boxes:5 Stop:10.52
2,PUMP,2026-03-12,CupHandle,14.39,2.11x,46.1,Depth:26.9% Handle:6.8% Vol:2.11x Target:17.63
3,BP,2026-03-06,DarvasBox,40.44,2.39x,41.9,Box:[36.15-39.51] Ht:8.5% Vol:2.39x Boxes:5 Stop:36.15
4,CF,2026-03-03,DarvasBox,106.30,2.55x,43.5,Box:[93.64-105.23] Ht:11.0% Vol:2.55x Boxes:4 Stop:93.64
5,AR,2026-03-19,CupHandle,43.30,1.62x,46.2,Depth:21.6% Handle:3.0% Vol:1.62x Target:51.88
6,PSX,2026-03-12,DarvasBox,174.09,2.06x,43.6,Box:[149.14-163.79] Ht:8.9% Vol:2.06x Boxes:4 Stop:149.14
7,AXR,2026-03-17,CupHandle,28.39,5.11x,80.0,Depth:18.9% Handle:5.9% Vol:5.11x Target:32.49
8,SPIR,2026-03-18,CupHandle,10.74,1.85x,48.5,Depth:28.5% Handle:9.7% Vol:1.85x Target:13.37
9,GRDN,2026-03-04,CupHandle,34.76,1.46x,34.6,Depth:21.5% Handle:4.2% Vol:1.46x Target:41.96
10,CTRA,2026-03-19,DarvasBox,33.90,1.74x,45.4,Box:[29.32-32.67] Ht:10.3% Vol:1.74x Boxes:2 Stop:29.32
11,PDS,2026-03-19,DarvasBox,98.20,1.62x,44.2,Box:[85.27-92.36] Ht:7.7% Vol:1.62x Boxes:4 Stop:85.27
12,GRDN,2026-03-10,CupHandle,33.65,3.39x,58.9,Depth:21.2% Handle:4.8% Vol:3.39x Target:40.73
13,VRT,2026-03-09,DarvasBox,264.35,2.94x,52.4,Box:[232.12-255.54] Ht:9.2% Vol:2.94x Boxes:2 Stop:232.12
14,TS,2026-03-19,DarvasBox,56.07,2.20x,50.0,Box:[51.85-55.02] Ht:5.8% Vol:2.20x Boxes:4 Stop:51.85
15,AGX,2026-03-09,DarvasBox,466.38,1.86x,41.6,Box:[397.02-449.90] Ht:11.8% Vol:1.86x Boxes:6 Stop:397.02
16,BGR,2026-03-19,DarvasBox,16.72,1.56x,43.6,Box:[15.60-16.23] Ht:3.9% Vol:1.56x Boxes:6 Stop:15.60
17,NXG,2026-03-18,DarvasBox,56.30,1.96x,47.6,Box:[50.80-55.64] Ht:8.7% Vol:1.96x Boxes:7 Stop:50.80
18,LHX,2026-03-02,DarvasBox,378.48,1.86x,36.6,Box:[336.55-369.59] Ht:8.9% Vol:1.86x Boxes:9 Stop:336.55
19,GEV,2026-03-03,CupHandle,842.00,1.34x,33.4,Depth:19.0% Handle:2.3% Vol:1.34x Target:966.23
20,CRC,2026-03-06,CupHandle,64.74,2.12x,41.2,Depth:26.2% Handle:2.1% Vol:2.12x Target:80.11
