# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-08-25
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,KFFB,2026-08-25,DarvasBox,5.83,2.49x,52.9,Box:[5.44-5.65] Ht:3.7% Vol:2.49x Boxes:5 Stop:5.44
2,OFED,2026-08-21,DarvasBox,21.75,43.61x,78.0,Box:[19.94-21.50] Ht:7.3% Vol:43.61x Boxes:4 Stop:19.94
3,KFFB,2026-08-11,DarvasBox,5.54,3.20x,50.0,Box:[4.75-5.48] Ht:13.3% Vol:3.20x Boxes:4 Stop:4.75
4,ENTA,2026-08-24,CupHandle,14.10,2.23x,52.3,Depth:23.9% Handle:11.1% Vol:2.23x Target:17.51
5,RNW,2026-08-11,CupHandle,6.85,19.04x,70.0,Depth:29.0% Handle:1.7% Vol:19.04x Target:8.64
6,AXGN,2026-08-21,CupHandle,50.40,1.60x,46.0,Depth:16.9% Handle:3.1% Vol:1.60x Target:58.15
7,NHPBP,2026-08-06,DarvasBox,25.15,202.76x,68.0,Box:[22.16-23.06] Ht:3.9% Vol:202.76x Boxes:7 Stop:22.16
8,PRHIZ,2026-08-25,CupHandle,21.55,7.80x,80.0,Depth:12.1% Handle:0.0% Vol:7.80x Target:23.81
9,EPRX,2026-08-24,CupHandle,7.28,3.67x,66.7,Depth:20.7% Handle:14.3% Vol:3.67x Target:8.75
10,FRHC,2026-08-18,CupHandle,160.80,2.32x,48.2,Depth:18.5% Handle:5.2% Vol:2.32x Target:189.46
11,WFCF,2026-08-05,CupHandle,12.69,4.69x,66.9,Depth:25.3% Handle:0.0% Vol:4.69x Target:15.79
12,ADAMN,2026-08-18,DarvasBox,24.91,2.80x,51.0,Box:[23.53-24.60] Ht:4.3% Vol:2.80x Boxes:6 Stop:23.53
13,IDYA,2026-08-20,CupHandle,39.11,2.34x,53.4,Depth:29.6% Handle:11.5% Vol:2.34x Target:50.40
14,ARGX,2026-08-17,DarvasBox,987.84,2.37x,46.7,Box:[843.59-953.58] Ht:11.5% Vol:2.37x Boxes:9 Stop:843.59
15,STRF,2026-08-21,CupHandle,99.57,2.48x,54.8,Depth:18.2% Handle:2.0% Vol:2.48x Target:117.87
16,NGNE,2026-08-12,CupHandle,36.98,1.93x,39.3,Depth:25.9% Handle:11.6% Vol:1.93x Target:45.70
17,STRF,2026-08-20,CupHandle,97.65,1.52x,45.2,Depth:18.1% Handle:0.9% Vol:1.52x Target:115.90
18,COPP,2026-08-21,CupHandle,45.66,3.15x,61.5,Depth:19.9% Handle:5.6% Vol:3.15x Target:54.35
19,GNOM,2026-08-19,DarvasBox,66.48,2.21x,45.1,Box:[53.00-59.48] Ht:10.9% Vol:2.21x Boxes:4 Stop:53.00
20,IDYA,2026-08-25,CupHandle,42.48,1.37x,43.7,Depth:26.9% Handle:7.5% Vol:1.37x Target:52.35
