# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-05-28
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,H,2026-05-28,CupHandle,185.46,1.85x,48.5,Depth:20.0% Handle:5.7% Vol:1.85x Target:219.89
2,STXE,2026-05-27,DarvasBox,50.85,2.18x,49.8,Box:[46.05-49.71] Ht:7.4% Vol:2.18x Boxes:6 Stop:46.05
3,ARMK,2026-05-12,DarvasBox,48.41,3.24x,50.4,Box:[44.40-46.88] Ht:5.3% Vol:3.24x Boxes:9 Stop:44.40
4,DAL,2026-05-26,CupHandle,79.39,1.34x,43.4,Depth:23.8% Handle:0.0% Vol:1.34x Target:96.64
5,TD,2026-05-27,DarvasBox,112.20,3.07x,58.7,Box:[105.81-109.22] Ht:3.1% Vol:3.07x Boxes:8 Stop:105.81
6,IHG,2026-05-20,CupHandle,155.10,1.49x,39.9,Depth:16.3% Handle:1.4% Vol:1.49x Target:179.67
7,ESTC,2026-05-28,CupHandle,57.61,3.35x,63.5,Depth:26.1% Handle:4.8% Vol:3.35x Target:72.49
8,ORCL,2026-05-28,CupHandle,203.70,1.35x,43.5,Depth:28.5% Handle:4.8% Vol:1.35x Target:257.33
9,DY,2026-05-27,DarvasBox,529.13,3.97x,67.7,Box:[412.24-464.82] Ht:11.3% Vol:3.97x Boxes:8 Stop:412.24
10,CVEO,2026-05-14,DarvasBox,35.56,4.07x,58.7,Box:[30.51-34.57] Ht:11.7% Vol:4.07x Boxes:5 Stop:30.51
11,HBM,2026-05-13,CupHandle,27.74,1.81x,38.1,Depth:23.2% Handle:2.5% Vol:1.81x Target:33.04
12,IHG,2026-05-27,CupHandle,159.17,2.53x,55.3,Depth:16.5% Handle:2.0% Vol:2.53x Target:184.23
13,TKR,2026-05-26,DarvasBox,127.42,1.66x,44.6,Box:[107.15-123.67] Ht:13.4% Vol:1.66x Boxes:4 Stop:107.15
14,ZGN,2026-05-28,DarvasBox,14.92,1.95x,47.5,Box:[12.12-13.38] Ht:9.4% Vol:1.95x Boxes:4 Stop:12.12
15,MS,2026-05-28,CupHandle,203.79,1.31x,43.1,Depth:22.9% Handle:8.0% Vol:1.31x Target:249.06
16,SA,2026-05-14,CupHandle,31.56,2.02x,40.2,Depth:19.3% Handle:0.4% Vol:2.02x Target:37.19
17,KNX,2026-05-15,DarvasBox,69.06,1.51x,33.1,Box:[60.37-67.75] Ht:10.9% Vol:1.51x Boxes:3 Stop:60.37
18,RCpC,2026-05-28,CupHandle,13.00,1.54x,45.4,Depth:23.9% Handle:0.0% Vol:1.54x Target:16.02
19,SNDR,2026-05-14,CupHandle,33.21,2.85x,48.5,Depth:25.2% Handle:6.5% Vol:2.85x Target:41.04
20,BNS,2026-05-27,DarvasBox,80.68,3.24x,60.4,Box:[76.25-79.00] Ht:3.5% Vol:3.24x Boxes:6 Stop:76.25
