# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-07-01
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,FIHL,2026-06-26,DarvasBox,24.74,4.24x,70.4,Box:[21.08-24.06] Ht:12.4% Vol:4.24x Boxes:3 Stop:21.08
2,ACA,2026-06-22,DarvasBox,144.90,19.01x,73.0,Box:[115.59-135.58] Ht:14.7% Vol:19.01x Boxes:4 Stop:115.59
3,VNOpN,2026-06-16,CupHandle,17.53,3.38x,53.8,Depth:12.1% Handle:7.2% Vol:3.38x Target:19.71
4,NXG,2026-06-30,DarvasBox,64.71,5.97x,78.0,Box:[55.85-60.84] Ht:8.2% Vol:5.97x Boxes:9 Stop:55.85
5,BNS,2026-06-25,DarvasBox,86.46,2.04x,43.4,Box:[78.45-82.22] Ht:4.6% Vol:2.04x Boxes:7 Stop:78.45
6,GUT,2026-06-23,DarvasBox,6.48,3.51x,58.1,Box:[6.13-6.32] Ht:3.1% Vol:3.51x Boxes:5 Stop:6.13
7,CW,2026-06-18,DarvasBox,771.93,3.81x,56.1,Box:[685.64-760.72] Ht:9.9% Vol:3.81x Boxes:13 Stop:685.64
8,ACA,2026-06-18,CupHandle,135.84,1.45x,34.5,Depth:22.5% Handle:1.5% Vol:1.45x Target:164.74
9,AXP,2026-06-15,Spoon,335.38,0.81x,23.1,Depth:11.0% Roundness:1.00 Vol:0.81x Days:179
10,CM,2026-06-11,CupHandle,111.84,3.00x,50.0,Depth:17.0% Handle:0.6% Vol:3.00x Target:130.59
11,WST,2026-06-25,DarvasBox,346.56,2.61x,49.1,Box:[322.09-336.82] Ht:4.4% Vol:2.61x Boxes:2 Stop:322.09
12,MSM,2026-07-01,DarvasBox,123.34,3.61x,64.1,Box:[114.05-119.13] Ht:4.3% Vol:3.61x Boxes:4 Stop:114.05
13,PSTL,2026-06-26,DarvasBox,24.88,3.47x,62.7,Box:[22.07-24.49] Ht:9.9% Vol:3.47x Boxes:8 Stop:22.07
14,RMT,2026-06-30,DarvasBox,14.64,2.14x,49.4,Box:[13.35-14.30] Ht:6.6% Vol:2.14x Boxes:9 Stop:13.35
15,DCO,2026-06-11,DarvasBox,165.00,1.78x,35.8,Box:[138.46-156.32] Ht:11.4% Vol:1.78x Boxes:11 Stop:138.46
16,ARMK,2026-06-30,DarvasBox,56.90,1.60x,44.0,Box:[52.97-54.92] Ht:3.6% Vol:1.60x Boxes:11 Stop:52.97
17,LION,2026-06-16,DarvasBox,16.36,4.19x,59.9,Box:[13.19-15.01] Ht:12.1% Vol:4.19x Boxes:4 Stop:13.19
18,AAP,2026-06-26,CupHandle,62.18,1.91x,49.1,Depth:21.6% Handle:8.8% Vol:1.91x Target:74.98
19,IFF,2026-06-30,CupHandle,79.22,1.72x,47.2,Depth:14.5% Handle:0.2% Vol:1.72x Target:90.29
20,HBB,2026-06-29,CupHandle,21.74,2.31x,53.1,Depth:22.7% Handle:7.8% Vol:2.31x Target:26.36
