# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-06-23
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,BWFG,2026-06-09,DarvasBox,55.31,2.10x,39.0,Box:[46.92-53.86] Ht:12.9% Vol:2.10x Boxes:9 Stop:46.92
2,PCB,2026-06-18,DarvasBox,26.80,2.24x,50.4,Box:[23.26-25.15] Ht:7.5% Vol:2.24x Boxes:8 Stop:23.26
3,CIVB,2026-06-09,CupHandle,26.48,1.75x,37.5,Depth:16.3% Handle:1.2% Vol:1.75x Target:30.69
4,PKOH,2026-06-18,DarvasBox,36.00,1.98x,47.8,Box:[31.21-35.01] Ht:10.9% Vol:1.98x Boxes:3 Stop:31.21
5,BOTJ,2026-06-08,DarvasBox,24.27,3.47x,52.7,Box:[22.66-23.71] Ht:4.4% Vol:3.47x Boxes:6 Stop:22.66
6,TILE,2026-06-18,CupHandle,32.56,1.93x,49.3,Depth:24.6% Handle:1.5% Vol:1.93x Target:40.53
7,ONEW,2026-06-18,CupHandle,11.33,2.72x,57.2,Depth:26.1% Handle:0.7% Vol:2.72x Target:14.20
8,OPHC,2026-06-15,DarvasBox,5.75,10.35x,73.0,Box:[5.36-5.61] Ht:4.4% Vol:10.35x Boxes:3 Stop:5.36
9,VCEL,2026-06-17,CupHandle,39.13,1.40x,39.0,Depth:24.0% Handle:0.5% Vol:1.40x Target:48.27
10,CLDX,2026-06-16,CupHandle,32.32,1.40x,39.0,Depth:25.7% Handle:2.3% Vol:1.40x Target:40.04
11,MFIN,2026-06-10,CupHandle,9.90,9.32x,70.0,Depth:22.4% Handle:10.0% Vol:9.32x Target:12.16
12,NEWT,2026-06-15,CupHandle,13.72,1.74x,42.4,Depth:25.6% Handle:3.4% Vol:1.74x Target:17.30
13,HWBK,2026-06-17,DarvasBox,38.09,5.18x,73.0,Box:[34.66-37.30] Ht:7.1% Vol:5.18x Boxes:3 Stop:34.66
14,FHB,2026-06-10,Spoon,28.01,0.52x,20.2,Depth:15.3% Roundness:0.05 Vol:0.52x Days:93
15,SWBI,2026-06-18,DarvasBox,16.08,9.08x,78.0,Box:[14.10-15.79] Ht:10.7% Vol:9.08x Boxes:4 Stop:14.10
16,JMSB,2026-06-09,Spoon,21.81,1.14x,26.4,Depth:10.1% Roundness:0.00 Vol:1.14x Days:106
17,AVBH,2026-06-05,CupHandle,31.17,1.87x,38.7,Depth:14.0% Handle:5.6% Vol:1.87x Target:35.47
18,CNOB,2026-06-08,DarvasBox,31.15,1.60x,34.0,Box:[27.86-30.65] Ht:9.1% Vol:1.60x Boxes:6 Stop:27.86
19,NEWT,2026-06-18,CupHandle,13.91,2.45x,54.5,Depth:23.0% Handle:4.8% Vol:2.45x Target:17.01
20,AVBH,2026-06-23,CupHandle,32.70,2.05x,50.5,Depth:18.4% Handle:7.1% Vol:2.05x Target:38.64
