# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-03-26
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,ASTH,2026-03-20,CupHandle,24.23,1.60x,41.0,Depth:25.3% Handle:2.6% Vol:1.60x Target:30.34
2,SSBI,2026-03-20,CupHandle,13.25,2.12x,46.2,Depth:19.1% Handle:0.8% Vol:2.12x Target:15.70
3,SSBI,2026-03-26,CupHandle,13.36,1.95x,49.5,Depth:20.4% Handle:0.4% Vol:1.95x Target:16.01
4,WEEI,2026-03-24,DarvasBox,24.65,7.64x,78.0,Box:[23.50-24.27] Ht:3.2% Vol:7.64x Boxes:2 Stop:23.50
5,IAC,2026-03-16,CupHandle,37.78,1.33x,38.3,Depth:21.3% Handle:10.9% Vol:1.33x Target:45.79
6,INVA,2026-03-20,CupHandle,21.70,2.71x,52.1,Depth:17.4% Handle:4.9% Vol:2.71x Target:25.17
7,SCHL,2026-03-20,DarvasBox,37.25,5.74x,73.0,Box:[32.86-36.24] Ht:9.3% Vol:5.74x Boxes:3 Stop:32.86
8,TERN,2026-03-18,CupHandle,47.78,1.66x,41.6,Depth:26.0% Handle:14.6% Vol:1.66x Target:59.53
9,AVS,2026-03-20,CupHandle,10.36,2.11x,46.1,Depth:20.3% Handle:13.9% Vol:2.11x Target:12.40
10,DMLP,2026-03-06,CupHandle,26.88,1.46x,34.6,Depth:21.3% Handle:5.8% Vol:1.46x Target:32.36
11,SPC,2026-03-16,CupHandle,19.49,3.29x,57.9,Depth:12.4% Handle:0.0% Vol:3.29x Target:21.87
12,FIVE,2026-03-19,DarvasBox,235.17,4.47x,67.7,Box:[206.75-229.33] Ht:9.8% Vol:4.47x Boxes:6 Stop:206.75
13,ARLP,2026-03-19,DarvasBox,28.43,2.06x,43.6,Box:[26.97-27.83] Ht:3.1% Vol:2.06x Boxes:7 Stop:26.97
14,ARKR,2026-03-25,CupHandle,6.90,1.31x,43.1,Depth:16.8% Handle:3.4% Vol:1.31x Target:8.06
15,DVUT,2026-03-09,CupHandle,29.22,3.05x,50.5,Depth:16.5% Handle:0.0% Vol:3.05x Target:34.01
16,NSYS,2026-03-12,CupHandle,9.51,2.63x,46.3,Depth:31.6% Handle:0.0% Vol:2.63x Target:12.51
17,VLGEA,2026-03-16,CupHandle,42.79,1.60x,41.0,Depth:24.5% Handle:6.6% Vol:1.60x Target:52.47
18,VLGEA,2026-03-06,CupHandle,40.90,1.39x,33.9,Depth:25.5% Handle:5.3% Vol:1.39x Target:51.12
19,IAC,2026-03-26,CupHandle,39.88,1.35x,43.5,Depth:24.1% Handle:11.6% Vol:1.35x Target:49.26
20,INTG,2026-03-11,CupHandle,35.90,2.13x,41.3,Depth:23.5% Handle:0.3% Vol:2.13x Target:43.55
