# Top 20 Chart Patterns - Last 20 Days
# Market: AMEX_Yahoo | End Date: 2026-03-23
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,BHM,2026-03-19,CupHandle,10.75,1.63x,46.3,Depth:30.6% Handle:10.6% Vol:1.63x Target:14.26
2,CMCL,2026-03-03,CupHandle,29.79,1.52x,35.2,Depth:24.8% Handle:12.5% Vol:1.52x Target:37.37
3,BDL,2026-03-12,CupHandle,34.42,2.18x,41.8,Depth:18.2% Handle:0.0% Vol:2.18x Target:40.57
4,BHM,2026-03-03,CupHandle,11.70,4.18x,61.8,Depth:15.4% Handle:9.7% Vol:4.18x Target:13.14
5,UUU,2026-03-10,CupHandle,5.59,3.82x,58.2,Depth:29.2% Handle:10.7% Vol:3.82x Target:7.09
6,CIX,2026-03-12,CupHandle,24.30,1.81x,38.1,Depth:16.4% Handle:2.5% Vol:1.81x Target:28.28
7,ISOU,2026-03-05,CupHandle,10.87,1.42x,34.2,Depth:29.9% Handle:14.7% Vol:1.42x Target:13.93
8,ACU,2026-03-16,CupHandle,46.00,4.02x,65.2,Depth:22.5% Handle:3.3% Vol:4.02x Target:56.24
9,PTN,2026-03-20,CupHandle,21.45,1.77x,47.7,Depth:34.1% Handle:8.4% Vol:1.77x Target:28.61
10,AULTPD,2026-03-06,CupHandle,22.48,1.63x,36.3,Depth:18.4% Handle:0.0% Vol:1.63x Target:26.53
11,CIX,2026-03-05,CupHandle,24.24,2.17x,41.7,Depth:15.5% Handle:0.0% Vol:2.17x Target:27.95
12,EGG,2026-03-12,CupHandle,5.35,1.62x,36.2,Depth:32.8% Handle:9.9% Vol:1.62x Target:7.06
13,EGG,2026-03-13,CupHandle,6.00,1.53x,40.3,Depth:32.4% Handle:10.1% Vol:1.53x Target:7.68
14,DIT,2026-03-18,CupHandle,118.50,4.51x,75.1,Depth:12.3% Handle:0.0% Vol:4.51x Target:132.81
15,AXIL,2026-03-09,CupHandle,6.27,2.75x,47.5,Depth:30.4% Handle:10.2% Vol:2.75x Target:8.14
16,BDL,2026-03-10,CupHandle,33.74,1.30x,33.0,Depth:15.5% Handle:11.7% Vol:1.30x Target:38.78
17,CKX,2026-03-06,CupHandle,11.01,2.53x,45.3,Depth:23.2% Handle:0.0% Vol:2.53x Target:13.62
18,ELA,2026-03-12,POS,N/A,1.00x,20.0,Peak=MA21
19,ELA,2026-03-11,POS,N/A,1.00x,20.0,Peak=MA21
20,ELA,2026-03-10,POS,N/A,1.00x,20.0,Peak=MA21
